"RELATEDRESOURCEID","RELATEDRESOURCETYPE","RELATEDRESOURCETYPEIRI","RELATEDRESOURCETYPEVOCABULARY","RELATIONSHIPACCORDINGTO","RELATIONSHIPACCORDINGTOID","RELATIONSHIPEFFECTIVEDATE","RELATIONSHIPID","RELATIONSHIPORDER","RELATIONSHIPREMARKS","RELATIONSHIPTYPE","RELATIONSHIPTYPEIRI","RELATIONSHIPTYPEVOCABULARY","SUBJECTRESOURCEID","SUBJECTRESOURCETYPE","SUBJECTRESOURCETYPEIRI","SUBJECTRESOURCETYPEVOCABULARY"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.601464","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:51:23 CET 2025","-1132216171","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-V2Q-J1V","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/6CGF2","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:10:14 CET 2025","-1994874644","","","hasCOLID","","","https://doi.org/TEST/ZZW-V2Q-J1V","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:53 CET 2025","271795555","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-R2D-ZAL","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:53 CET 2025","1327111070","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-R2D-ZAL","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:53 CET 2025","-1532053169","","","hasFDOType","","","https://doi.org/TEST/ZZW-R2D-ZAL","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1330232","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:53 CET 2025","577480480","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-R2D-ZAL","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/BJ5MJ","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 09:53:15 CET 2025","1654239457","","","hasCOLID","","","https://doi.org/TEST/ZZW-R2D-ZAL","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:03 CET 2025","503612453","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-P74-R9B","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:03 CET 2025","1558927968","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-P74-R9B","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:03 CET 2025","-1300236271","","","hasFDOType","","","https://doi.org/TEST/ZZW-P74-R9B","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1130615","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:03 CET 2025","-1628258402","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-P74-R9B","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/32957","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 09:55:39 CET 2025","-1752673074","","","hasCOLID","","","https://doi.org/TEST/ZZW-P74-R9B","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:51 CET 2025","-777155773","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-NA0-5D5","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:51 CET 2025","278159742","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-NA0-5D5","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:51 CET 2025","1713962799","","","hasFDOType","","","https://doi.org/TEST/ZZW-NA0-5D5","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1202759","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:49:51 CET 2025","1622752573","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-NA0-5D5","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/924VY","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 09:52:40 CET 2025","1500412964","","","hasCOLID","","","https://doi.org/TEST/ZZW-NA0-5D5","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 15:00:04 CET 2025","443442087","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-N38-6L4","MaterialEntity","",""
"https://hdl.handle.net/TEST/1ZJ-921-RG0","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 15:00:04 CET 2025","443516694","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-N38-6L4","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 15:00:04 CET 2025","-1360406637","","","hasFDOType","","","https://doi.org/TEST/ZZW-N38-6L4","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.D.240393","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 15:00:04 CET 2025","1561565495","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-N38-6L4","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/9GQ7S","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Thu Jan 30 15:07:15 CET 2025","1818578320","","","hasCOLID","","","https://doi.org/TEST/ZZW-N38-6L4","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:57:43 CET 2025","-1834481497","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-MYM-F6H","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:57:43 CET 2025","-779165982","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-MYM-F6H","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:57:43 CET 2025","656637075","","","hasFDOType","","","https://doi.org/TEST/ZZW-MYM-F6H","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1128846","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:57:43 CET 2025","-721903339","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-MYM-F6H","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/6BPJW","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 11:07:32 CET 2025","-643564861","","","hasCOLID","","","https://doi.org/TEST/ZZW-MYM-F6H","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:39 CET 2025","-1206672716","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-MNT-R1E","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:39 CET 2025","-151357201","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-MNT-R1E","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:39 CET 2025","1284445856","","","hasFDOType","","","https://doi.org/TEST/ZZW-MNT-R1E","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1124862","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:39 CET 2025","92763708","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-MNT-R1E","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/945L8","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:53:11 CET 2025","-771942977","","","hasCOLID","","","https://doi.org/TEST/ZZW-MNT-R1E","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:51:51 CET 2025","-405418407","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-K6F-DM2","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:51:51 CET 2025","649897108","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-K6F-DM2","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:51:51 CET 2025","2085700165","","","hasFDOType","","","https://doi.org/TEST/ZZW-K6F-DM2","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1354410","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:51:51 CET 2025","1673077590","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-K6F-DM2","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/BJ5MJ","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:16:48 CET 2025","-970176641","","","hasCOLID","","","https://doi.org/TEST/ZZW-K6F-DM2","MaterialEntity","",""
"https://doi.org/TEST/6C6-0MJ-N3M","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 13:45:00 CET 2025","-1364379333","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-K6F-DM2","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:56:52 CET 2025","-251965139","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-EGG-XF5","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:56:52 CET 2025","803350376","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-EGG-XF5","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:56:52 CET 2025","-2055813863","","","hasFDOType","","","https://doi.org/TEST/ZZW-EGG-XF5","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1206292","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:56:52 CET 2025","697018496","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-EGG-XF5","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/BJ5MJ","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 11:03:11 CET 2025","-1565110622","","","hasCOLID","","","https://doi.org/TEST/ZZW-EGG-XF5","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:18 CET 2025","2011260235","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-CN9-VW1","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:18 CET 2025","-1228391546","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-CN9-VW1","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:18 CET 2025","207411511","","","hasFDOType","","","https://doi.org/TEST/ZZW-CN9-VW1","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1110812","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:18 CET 2025","686540427","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-CN9-VW1","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/93R7L","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:39:49 CET 2025","-1332760862","","","hasCOLID","","","https://doi.org/TEST/ZZW-CN9-VW1","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:23 CET 2025","-284925090","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-B9D-ZEB","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:23 CET 2025","770390425","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-B9D-ZEB","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:23 CET 2025","-2088773814","","","hasFDOType","","","https://doi.org/TEST/ZZW-B9D-ZEB","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1098355","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:23 CET 2025","-630724065","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-B9D-ZEB","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/94937","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:49:26 CET 2025","1065890663","","","hasCOLID","","","https://doi.org/TEST/ZZW-B9D-ZEB","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:23 CET 2025","-1540161361","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-8RE-9J6","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:23 CET 2025","-484845846","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-8RE-9J6","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:23 CET 2025","950957211","","","hasFDOType","","","https://doi.org/TEST/ZZW-8RE-9J6","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1345559","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:23 CET 2025","743707992","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-8RE-9J6","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/BJ5MJ","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:40:27 CET 2025","1560895293","","","hasCOLID","","","https://doi.org/TEST/ZZW-8RE-9J6","MaterialEntity","",""
"https://doi.org/TEST/RNB-CNV-1FH","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 14:04:29 CET 2025","289000306","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-8RE-9J6","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:55:32 CET 2025","-1057762639","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-8NB-QHD","MaterialEntity","",""
"https://hdl.handle.net/TEST/1ZJ-921-RG0","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:55:32 CET 2025","-1057688032","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-8NB-QHD","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:55:32 CET 2025","1433355933","","","hasFDOType","","","https://doi.org/TEST/ZZW-8NB-QHD","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.A.3146","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:55:32 CET 2025","-1811560574","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-8NB-QHD","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/6K8X6","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Thu Jan 30 14:56:42 CET 2025","-1334973383","","","hasCOLID","","","https://doi.org/TEST/ZZW-8NB-QHD","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:49 CET 2025","-614606090","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:49 CET 2025","440709425","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:49 CET 2025","1876512482","","","hasFDOType","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5168160","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:55:49 CET 2025","1428893791","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/Z8L","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 11:05:26 CET 2025","-1718310860","","","hasCOLID","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://doi.org/TEST/C5G-QLJ-8S8","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 14:23:21 CET 2025","-2087502312","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://doi.org/TEST/DH3-0XW-E30","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 14:23:21 CET 2025","840188677","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-8N1-CAK","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:36 CET 2025","557499024","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-8GB-B8R","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:36 CET 2025","1612814539","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-8GB-B8R","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:36 CET 2025","-1246349700","","","hasFDOType","","","https://doi.org/TEST/ZZW-8GB-B8R","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1326840","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:54:36 CET 2025","-1869798132","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-8GB-B8R","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/4CKLX","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:47:43 CET 2025","-1068030931","","","hasCOLID","","","https://doi.org/TEST/ZZW-8GB-B8R","MaterialEntity","",""
"https://doi.org/TEST/CS1-VXP-77L","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 14:12:52 CET 2025","1087046875","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-8GB-B8R","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:44 CET 2025","-470353637","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-7WP-ZMH","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:44 CET 2025","584961878","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-7WP-ZMH","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:44 CET 2025","2020764935","","","hasFDOType","","","https://doi.org/TEST/ZZW-7WP-ZMH","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1419795","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:44 CET 2025","1996213914","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-7WP-ZMH","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/BJ7KJ","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:05:57 CET 2025","-82838774","","","hasCOLID","","","https://doi.org/TEST/ZZW-7WP-ZMH","MaterialEntity","",""
"https://doi.org/TEST/Q1C-G2A-NVZ","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 13:36:07 CET 2025","1380581460","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-7WP-ZMH","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:00 CET 2025","947629538","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-7TE-L66","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:00 CET 2025","2002945053","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-7TE-L66","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:00 CET 2025","-856219186","","","hasFDOType","","","https://doi.org/TEST/ZZW-7TE-L66","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.315754","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:50:00 CET 2025","-966869380","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-7TE-L66","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/5XFBF","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 09:55:08 CET 2025","-1574249931","","","hasCOLID","","","https://doi.org/TEST/ZZW-7TE-L66","MaterialEntity","",""
"https://doi.org/TEST/DRN-A0P-PR6","","","","DiSSCo Digital Specimen Processing Service","https://doi.org/10.5281/zenodo.14383054","Tue Jan 28 12:37:40 CET 2025","414648888","","","hasDigitalMedia","","","https://doi.org/TEST/ZZW-7TE-L66","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:59:12 CET 2025","-1672005426","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-7PM-S7X","MaterialEntity","",""
"https://hdl.handle.net/TEST/1ZJ-921-RG0","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:59:12 CET 2025","-1671930819","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-7PM-S7X","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:59:12 CET 2025","819113146","","","hasFDOType","","","https://doi.org/TEST/ZZW-7PM-S7X","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.39963","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Thu Jan 30 14:59:12 CET 2025","1498142618","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-7PM-S7X","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/5C4GR","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Thu Jan 30 15:04:44 CET 2025","-208029680","","","hasCOLID","","","https://doi.org/TEST/ZZW-7PM-S7X","MaterialEntity","",""
"https://ror.org/0566bfb96","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:58:00 CET 2025","364643187","","","hasOrganisationID","","","https://doi.org/TEST/ZZW-6PM-FNZ","MaterialEntity","",""
"https://hdl.handle.net/TEST/M03-RH1-TX1","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:58:00 CET 2025","1419958702","","","hasSourceSystemID","","","https://doi.org/TEST/ZZW-6PM-FNZ","MaterialEntity","",""
"https://doi.org/21.T11148/894b1e6cad57e921764e","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:58:00 CET 2025","-1439205537","","","hasFDOType","","","https://doi.org/TEST/ZZW-6PM-FNZ","MaterialEntity","",""
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1025670","","","","DiSSCo Translator Service","https://doi.org/10.5281/zenodo.14379776","Tue Jan 28 09:58:00 CET 2025","-792526532","","","hasPhysicalIdentifier","","","https://doi.org/TEST/ZZW-6PM-FNZ","MaterialEntity","",""
"https://www.catalogueoflife.org/data/taxon/BBDPS","","","","DiSSCo Name Usage Search Service","https://doi.org/10.5281/zenodo.14380476","Tue Jan 28 10:56:55 CET 2025","-2110375633","","","hasCOLID","","","https://doi.org/TEST/ZZW-6PM-FNZ","MaterialEntity","",""
