"associatedSequences","catalogNumber","collectedBy","collectedByID","collectionCode","collectionID","dataGeneralizations","dateIdentified","derivationEventID","derivationType","derivedFromMaterialEntityID","digitalSpecimenID","disposition","eventID","evidenceForOccurrenceID","higherClassificationName","higherClassificationRank","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifiedByID","informationWithheld","institutionCode","institutionID","isPartOfMaterialEntityID","materialCategory","materialEntityID","materialEntityRemarks","materialEntityType","materialReferences","objectQuantity","objectQuantityType","otherCatalogNumbers","ownerInstitutionCode","ownerInstitutionID","preparations","recordNumber","scientificName","taxonFormula","taxonID","taxonRank","taxonRemarks","typeDesignationType","typeStatus","typifiedName","verbatimIdentification","verbatimLabel"
"","RMNH.AVES.48135","","","","","","","","","","https://doi.org/TEST/ZZP-P1A-DPM","","c7eb992981e097ab2820aa030ce0abc1","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.48135","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.59285","","","","","","","","","","https://doi.org/TEST/ZZP-HW5-NQ6","","c1ec1d07ed4f8f0bfa6e065ae2f4911f","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.59285","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.147655","","","","","","","","","","https://doi.org/TEST/ZZP-ENY-XBE","","fdd7a8ca79f15cb3c1ecf4108660f10a","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.147655","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.176672","","","","","","","","","","https://doi.org/TEST/ZZP-7PQ-BSS","","c53c6a85edce1f5c16c6789ecab63626","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.176672","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.56975","","","","","","","","","","https://doi.org/TEST/ZZP-6SA-9XH","","7ad9aa0e2692719a6bdceaa0f624d9aa","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.56975","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.55236","","","","","","","","","","https://doi.org/TEST/ZZN-TFW-5A2","","520d3096003423bee04eddb55f873451","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.55236","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.39356","","","","","","","","","","https://doi.org/TEST/ZZN-Q7Q-ACJ","","91808366bd2a9487d8a53ceefc3bde9a","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.39356","","","","","","","","","skin (part) (flat skin)","","","","","","","","","","",""
"","RMNH.AVES.216677","","","","","","","","","","https://doi.org/TEST/ZZN-GRT-G68","","44becb67f268cd6375c3adc8924d5682","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.216677","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.28242","","","","","","","","","","https://doi.org/TEST/ZZN-473-62Q","","62d8b95c849f98d25e6680af99972ab9","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.28242","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.24254","","","","","","","","","","https://doi.org/TEST/ZZN-1F4-DEJ","","d5b790d6d6cf65511a1afaa9eaf2de52","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.24254","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.64480","","","","","","","","","","https://doi.org/TEST/ZZN-07E-E9M","","7a33a3e2a05d1a618b9bef7f2005368c","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64480","","","","","","","","","feather","","","","","","","","","","",""
"","RMNH.AVES.23934","","","","","","","","","","https://doi.org/TEST/ZZM-ZY9-PT6","","35b32bd89934c31c50fbe82db80789cb","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.23934","","","","","","","","","nest","","","","","","","","","","",""
"","ZMA.AVES.4560","","","","","","","","","","https://doi.org/TEST/ZZM-NWY-TMD","","532b075514964116dc0a965c33356782","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.4560","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.100878","","","","","","","","","","https://doi.org/TEST/ZZM-FYK-593","","e14e803ac8efc4bbe47604d2f9fb8fb2","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.100878","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.89301","","","","","","","","","","https://doi.org/TEST/ZZM-FC7-1GR","","b948bc0f258412b03b11f29df1c56c99","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.89301","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","ZMA.AVES.35006","","","","","","","","","","https://doi.org/TEST/ZZM-C1X-N82","","b979f057cafac5ea873bba8be394fd95","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.35006","","","","","","","","","Wing (study skin)","","","","","","","","","","",""
"","RMNH.AVES.18560","","","","","","","","","","https://doi.org/TEST/ZZM-9GC-6DH","","590191db0711d7040b4156f3c8972872","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.18560","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.233147","","","","","","","","","","https://doi.org/TEST/ZZM-8E8-DXW","","a1f2b28db4629a2146ce78a512b7aabb","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.233147","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.156018","","","","","","","","","","https://doi.org/TEST/ZZL-VXJ-148","","6340f00377985ac7cedcd7264aaae444","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.156018","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.47185","","","","","","","","","","https://doi.org/TEST/ZZL-M8Q-YMA","","869bae0f72f28efc01dbc153bb87df70","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.47185","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.33281","","","","","","","","","","https://doi.org/TEST/ZZL-GHG-FPM","","c28404ab2de948d5993f6adc7c6dca1e","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.33281","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.24500","","","","","","","","","","https://doi.org/TEST/ZZL-679-JG8","","cd18f3be45d1cebe1d1979e19c8b59eb","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.24500","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.131995","","","","","","","","","","https://doi.org/TEST/ZZL-1P4-6CQ","","63aac45f49386f73fa9a5839ee1ec778","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.131995","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.71101.a","","","","","","","","","","https://doi.org/TEST/ZZL-1DL-AS9","","3777b752dfb58889c02c07042e789c00","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.71101.a","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.131263","","","","","","","","","","https://doi.org/TEST/ZZK-YYM-X4W","","bf55c562254687453560359e749fa3ce","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.131263","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.5782","","","","","","","","","","https://doi.org/TEST/ZZK-YJS-P3E","","9c53d3a142a5079165fd7cb70a083ab4","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.5782","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.102192","","","","","","","","","","https://doi.org/TEST/ZZK-AG1-P8S","","1589ab96634be5eda4994a532ccc0095","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.102192","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.93191","","","","","","","","","","https://doi.org/TEST/ZZK-1MZ-QA8","","f04b7338ce1fae1c4852004961574d87","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.93191","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.16147.b","","","","","","","","","","https://doi.org/TEST/ZZK-17A-91R","","7101962ea84f32275b97c5f3f3db6530","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.16147.b","","","","","","","","","nest (air dried)","","","","","","","","","","",""
"","ZMA.AVES.38771","","","","","","","","","","https://doi.org/TEST/ZZJ-Z7P-KRS","","7456900dcfa78af535ec41811b4524bd","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.38771","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.161861","","","","","","","","","","https://doi.org/TEST/ZZJ-PWA-KXP","","28417da8d74b9be5a2844acc8f6d7e88","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.161861","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.107361","","","","","","","","","","https://doi.org/TEST/ZZJ-NYH-317","","2bf2e0aa97bcdcfaa980761713987961","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.107361","","","","","","","","","skin","","","","","","","","","","",""
"","RMNH.AVES.205463","","","","","","","","","","https://doi.org/TEST/ZZJ-NPT-22A","","624ea421e1235b4652d35ad13970b85c","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.205463","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.92316","","","","","","","","","","https://doi.org/TEST/ZZJ-LXF-69M","","db9064203f843db6e35601b3e9690446","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.92316","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.156767","","","","","","","","","","https://doi.org/TEST/ZZJ-AMV-KKA","","3ee4319e05c632f9b2da4db1800f59e5","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.156767","","","","","","","","","skeleton (whole) (skeletonized)","","","","","","","","","","",""
"","ZMA.AVES.12416","","","","","","","","","","https://doi.org/TEST/ZZJ-7JV-0SQ","","c2c766531c61f230b01c315dd6de0cf5","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.12416","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.54388","","","","","","","","","","https://doi.org/TEST/ZZJ-6TC-XJ0","","2579067cfc08f815f453e6f184b503df","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.54388","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.34938","","","","","","","","","","https://doi.org/TEST/ZZJ-5MS-A7V","","0d53183cd445c8fc68b04ec9e601eb21","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.34938","","","","","","","","","Wing (study skin)","","","","","","","","","","",""
"","RMNH.AVES.198327","","","","","","","","","","https://doi.org/TEST/ZZH-ZBT-8YK","","520d3096003423bee04eddb55f873451","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.198327","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.197050","","","","","","","","","","https://doi.org/TEST/ZZH-Z16-XS7","","b5e8b8e2bb87e139f188dd38abb5229c","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.197050","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.229353","","","","","","","","","","https://doi.org/TEST/ZZH-TW4-RV8","","b76491d6314291c2c2d1596bc1f009e7","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.229353","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.169996","","","","","","","","","","https://doi.org/TEST/ZZH-PGC-1CP","","c548f8fb472b2fb9d8fa69b488f80481","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.169996","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.214162","","","","","","","","","","https://doi.org/TEST/ZZH-NVF-CB5","","49a3727cbb56e1410e3ac36d5b29c7b5","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.214162","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","ZMA.AVES.64784","","","","","","","","","","https://doi.org/TEST/ZZH-L3G-KAN","","3475720e86b33686f0f2d804d6cb9436","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64784","","","","","","","","","nest (air dried)","","","","","","","","","","",""
"","RMNH.AVES.124655","","","","","","","","","","https://doi.org/TEST/ZZH-FGM-V6Y","","12a1db7b825f56f7e72005a5d0efcd68","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.124655","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.17803","","","","","","","","","","https://doi.org/TEST/ZZH-DAA-S03","","4902e4248d4c98bf61e5be75448b15d0","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.17803","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.57764","","","","","","","","","","https://doi.org/TEST/ZZH-AXD-3KG","","38c164b68f38876e2af065d3779be574","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.57764","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.90239","","","","","","","","","","https://doi.org/TEST/ZZH-8RW-7BK","","2c8a9d149546f3c5c8b6973d78a50ce6","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.90239","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.232841","","","","","","","","","","https://doi.org/TEST/ZZH-87H-Y3K","","c9c57d290724923dafe6f05962e71282","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.232841","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.58274","","","","","","","","","","https://doi.org/TEST/ZZH-7QJ-06W","","c1e4daa5d4961225e531c1ad6138a54c","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.58274","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.16512","","","","","","","","","","https://doi.org/TEST/ZZH-35Z-3NZ","","8ae84936303d9e20136bb68d6e250027","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.16512","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.16080","","","","","","","","","","https://doi.org/TEST/ZZH-0LN-61G","","80619d9c5b269b52fee3fc614a7c5009","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.16080","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.44228","","","","","","","","","","https://doi.org/TEST/ZZG-Z1E-QW0","","5fd5630498ee729894611c8666c0ef7a","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.44228","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.176556","","","","","","","","","","https://doi.org/TEST/ZZG-X8N-GVQ","","6ad52a774ce419083ee5be3fdc0ca244","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.176556","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.207145","","","","","","","","","","https://doi.org/TEST/ZZG-VLX-XF8","","84f03930d7466245a87946d65885e80a","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.207145","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.132593","","","","","","","","","","https://doi.org/TEST/ZZG-TJX-Y7W","","f7edc38bab2bd0a97dee010f5e00362d","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.132593","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.37049","","","","","","","","","","https://doi.org/TEST/ZZG-NHF-PSF","","23b0368a823d4c7b0f6ec4488d2838cc","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.37049","","","","","","","","","Wing (study skin)","","","","","","","","","","",""
"","RMNH.AVES.21898","","","","","","","","","","https://doi.org/TEST/ZZG-FGC-SJV","","8d2918b0f2c1f219ed995190d099b5ce","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.21898","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.203681","","","","","","","","","","https://doi.org/TEST/ZZG-A0Z-FYD","","d909b8fa169b3a6272454f94a6c0b1a7","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.203681","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.43896","","","","","","","","","","https://doi.org/TEST/ZZG-4M7-Z01","","723b966b9ad51cfa9b600859a67e855d","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.43896","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.121385","","","","","","","","","","https://doi.org/TEST/ZZF-ZX0-F9E","","dda1d75f483e5d80b6342d641601c187","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.121385","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.66037","","","","","","","","","","https://doi.org/TEST/ZZF-QBT-F9N","","426c003cd419b4210d128ae5199cdaf0","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.66037","","","","","","","","","skull (skeletonized)","","","","","","","","","","",""
"","RMNH.AVES.254986","","","","","","","","","","https://doi.org/TEST/ZZF-L02-SVY","","ebfa65327f306606b1a14c62009e808a","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.254986","","","","","","","","","skeleton (whole) (skeletonized)","","","","","","","","","","",""
"","ZMA.AVES.4767","","","","","","","","","","https://doi.org/TEST/ZZF-GWJ-G0A","","b0559fce5e51fb668a24d5d0dc7aa647","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.4767","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.54129","","","","","","","","","","https://doi.org/TEST/ZZF-CP5-3FT","","d68f9be7f4e10f5722ffab1661c9b9aa","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.54129","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.864","","","","","","","","","","https://doi.org/TEST/ZZF-BND-KXF","","428fec4cf96f89aa5100dd71d1394869","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.864","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.65339","","","","","","","","","","https://doi.org/TEST/ZZF-BJ4-TTA","","efcc415ccec10d0ca570f7430ab045c7","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.65339","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.13756","","","","","","","","","","https://doi.org/TEST/ZZF-A8P-RKR","","58c6d17502a6c7cd7ff5e550d056eaf6","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.13756","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.155398","","","","","","","","","","https://doi.org/TEST/ZZF-9LF-7XF","","2b45ac37b9a47c6c414aa08ce2f16f02","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.155398","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.33334","","","","","","","","","","https://doi.org/TEST/ZZF-9J3-J1N","","875228611b243acc07c9f1141661474f","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.33334","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.174197","","","","","","","","","","https://doi.org/TEST/ZZF-7E6-4CW","","6ed083892791b767e35c9e0ae82b43ea","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.174197","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.127101","","","","","","","","","","https://doi.org/TEST/ZZF-6E8-4NM","","d23192858c4cfa7c29318997b9b70b18","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.127101","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.226207","","","","","","","","","","https://doi.org/TEST/ZZE-VBS-DVD","","b3f7417dadecb7c7decf04d5f2fcc87f","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.226207","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.78301","","","","","","","","","","https://doi.org/TEST/ZZE-T8Z-DQE","","ff70b0e41ac179306efcd31591c64861","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.78301","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.58849","","","","","","","","","","https://doi.org/TEST/ZZE-PSQ-P44","","181b633bf3d5a3d1857f0c826f51b2b2","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.58849","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.19293","","","","","","","","","","https://doi.org/TEST/ZZE-E6Q-HQ1","","74be1fb212b5af482cb71b85a5f8b85b","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.19293","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.165038","","","","","","","","","","https://doi.org/TEST/ZZE-DDJ-C0T","","db718529dd5b49b64bd230dd6bd41a7e","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.165038","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.259833","","","","","","","","","","https://doi.org/TEST/ZZE-8W1-EAY","","115a4b01e276d5f7d8c43fd5deb21498","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259833","","","","","","","","","egg","","","","","","","","","","",""
"","RMNH.AVES.123109","","","","","","","","","","https://doi.org/TEST/ZZE-7MH-N1G","","3c8b373b20533dd698f12ed39238d73d","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.123109","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.34486","","","","","","","","","","https://doi.org/TEST/ZZE-65F-DPP","","6cb8a68e24e2bcd733cc818e85345d73","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.34486","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.30858","","","","","","","","","","https://doi.org/TEST/ZZE-5PV-J4J","","eaca64dfca4d41be829a09ceab9ae91a","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.30858","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.57024","","","","","","","","","","https://doi.org/TEST/ZZD-ZR6-V38","","d7bbac846305496314554a85d7899a06","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.57024","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.61737","","","","","","","","","","https://doi.org/TEST/ZZD-SK6-GD1","","1f53ce3f8d10aa567dd239ff692f7772","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61737","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.167931","","","","","","","","","","https://doi.org/TEST/ZZD-NLX-Q49","","918821b7233210dba369aca487c72bc8","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.167931","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.61449","","","","","","","","","","https://doi.org/TEST/ZZD-KK7-YXS","","643c0027e822b10d39e140beff1569f4","","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61449","","","","","","","","","skin (study skin)","","","","","","","","","","",""
