"ACCESSURI","CREATEDATE","CREATOR","CREATORID","FORMAT","MEDIADESCRIPTION","MEDIAID","MEDIALANGUAGE","MEDIATYPE","MODIFIED","OWNER","RIGHTS","SOURCE","WEBSTATEMENT"
"https://medialib.naturalis.nl/file/id/ZMA.INS.1432023_1/format/large","","","","image/jpeg","","https://doi.org/TEST/9T7-5G6-ET0","","StillImage","2025-01-28T08:50:48.151Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1526130_1/format/large","","","","image/jpeg","","https://doi.org/TEST/9MG-5G5-KMX","","StillImage","2025-01-28T08:56:41.488Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.VER.P.10682/format/large","","","","image/jpeg","","https://doi.org/TEST/9EQ-ASJ-KTJ","","StillImage","2025-01-30T09:48:35.215Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1044214_1/format/large","","","","image/jpeg","","https://doi.org/TEST/9A7-3QC-X50","","StillImage","2025-01-28T08:57:52.599Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.336092_2/format/large","","","","image/jpeg","","https://doi.org/TEST/93L-N93-RFB","","StillImage","2025-01-28T08:52:01.573Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5194844_1/format/large","","","","image/jpeg","","https://doi.org/TEST/8X3-P75-9YE","","StillImage","2025-05-30T08:53:21.959Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1446752_1/format/large","","","","image/jpeg","","https://doi.org/TEST/8NV-21F-4ML","","StillImage","2025-01-28T08:53:31.903Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5169908_1/format/large","","","","image/jpeg","","https://doi.org/TEST/8MC-MGN-4PD","","StillImage","2025-01-28T08:51:29.478Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5194844_2/format/large","","","","image/jpeg","","https://doi.org/TEST/8LS-0MW-JZ5","","StillImage","2025-05-30T08:53:21.959Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.361178_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/882-FDZ-DB5","","StillImage","2025-01-28T08:57:36.016Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5176039_1/format/large","","","","image/jpeg","","https://doi.org/TEST/7XC-3XJ-82Y","","StillImage","2025-01-28T08:54:05.615Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1341574_1/format/large","","","","image/jpeg","","https://doi.org/TEST/7S5-2EV-WSN","","StillImage","2025-01-28T08:53:51.847Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.986261_1/format/large","","","","image/jpeg","","https://doi.org/TEST/7P9-L8E-E8S","","StillImage","2025-01-28T08:51:46.379Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5173204_2/format/large","","","","image/jpeg","","https://doi.org/TEST/7KG-HB5-ERV","","StillImage","2025-01-28T08:56:50.884Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.376167_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/7HW-WMD-NAC","","StillImage","2025-01-28T08:52:26.890Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5165153_1/format/large","","","","image/jpeg","","https://doi.org/TEST/6Z5-5QW-9H2","","StillImage","2025-01-28T08:57:44.981Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1347206_1/format/large","","","","image/jpeg","","https://doi.org/TEST/6XS-MAE-M8N","","StillImage","2025-01-28T08:49:57.088Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5195849_2/format/large","","","","image/jpeg","","https://doi.org/TEST/6W4-WLH-1JX","","StillImage","2025-01-28T08:53:25.423Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1355907_1/format/large","","","","image/jpeg","","https://doi.org/TEST/6M6-570-9QL","","StillImage","2025-01-28T08:55:48.364Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1473246_2/format/large","","","","image/jpeg","","https://doi.org/TEST/6L7-C9G-328","","StillImage","2025-01-28T08:56:08.427Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1405723_1/format/large","","","","image/jpeg","","https://doi.org/TEST/6CZ-X7N-0DV","","StillImage","2025-01-28T08:51:56.350Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1354410_1/format/large","","","","image/jpeg","","https://doi.org/TEST/6C6-0MJ-N3M","","StillImage","2025-01-28T08:51:51.518Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1055213_1/format/large","","","","image/jpeg","","https://doi.org/TEST/68N-AWB-8G1","","StillImage","2025-01-28T08:53:04.748Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1004351_1/format/large","","","","image/jpeg","","https://doi.org/TEST/5T3-QV0-X42","","StillImage","2025-01-28T08:56:52.612Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1416014_1/format/large","","","","image/jpeg","","https://doi.org/TEST/5MF-5TF-JKK","","StillImage","2025-01-28T08:57:40.983Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.7555/format/large","","","","image/jpeg","","https://doi.org/TEST/5D8-A6M-SJF","","StillImage","2025-01-30T13:59:51.155Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1412535_1/format/large","","","","image/jpeg","","https://doi.org/TEST/4QW-KEG-DYD","","StillImage","2025-01-28T08:49:43.889Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.851095/format/large","","","","image/jpeg","","https://doi.org/TEST/4QT-J52-F4L","","StillImage","2025-01-28T08:50:45.870Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.378082_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/4MK-B4T-3MC","","StillImage","2025-01-28T08:52:02.512Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5164015_1/format/large","","","","image/jpeg","","https://doi.org/TEST/4JK-JP8-RR1","","StillImage","2025-01-28T08:57:51.196Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5147544_1/format/large","","","","image/jpeg","","https://doi.org/TEST/4HD-B8D-W8S","","StillImage","2025-01-28T08:55:01.410Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.309968_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/48L-YYY-MBB","","StillImage","2025-01-28T08:54:40.996Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.384202_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/3ZV-CKH-6Y4","","StillImage","2025-01-28T08:54:42.146Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5147544_2/format/large","","","","image/jpeg","","https://doi.org/TEST/3YM-A2J-W15","","StillImage","2025-01-28T08:55:01.410Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5157286_2/format/large","","","","image/jpeg","","https://doi.org/TEST/3QA-N0A-0L2","","StillImage","2025-01-28T08:55:33.563Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.336092_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/3PD-8ZG-V14","","StillImage","2025-01-28T08:52:01.573Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.363552_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/3BG-M9P-6DG","","StillImage","2025-01-28T08:55:13.440Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1352530_1/format/large","","","","image/jpeg","","https://doi.org/TEST/39Y-JDE-CYS","","StillImage","2025-01-28T08:50:44.080Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5168025_2/format/large","","","","image/jpeg","","https://doi.org/TEST/39L-1MD-XTH","","StillImage","2025-01-28T08:54:12.520Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1281088_1/format/large","","","","image/jpeg","","https://doi.org/TEST/2SV-M99-E06","","StillImage","2025-01-28T08:53:46.165Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1412911_1/format/large","","","","image/jpeg","","https://doi.org/TEST/2P7-S8A-6DT","","StillImage","2025-01-28T08:53:13.059Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5168025_1/format/large","","","","image/jpeg","","https://doi.org/TEST/2N1-JLY-MGR","","StillImage","2025-01-28T08:54:12.520Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.306620_1/format/large","","","","image/jpeg","","https://doi.org/TEST/2GZ-7S7-ZW8","","StillImage","2025-01-28T08:57:59.493Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1285509_1/format/large","","","","image/jpeg","","https://doi.org/TEST/2AF-S6Q-JZ2","","StillImage","2025-01-28T08:50:59.534Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1042436_1/format/large","","","","image/jpeg","","https://doi.org/TEST/261-Y9E-PY0","","StillImage","2025-01-28T08:58:05.137Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.CRUS.6136/format/large","","","","image/jpeg","","https://doi.org/TEST/253-RPN-WND","","StillImage","2025-01-30T13:59:29.488Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1360806_1/format/large","","","","image/jpeg","","https://doi.org/TEST/23Y-3DQ-5VF","","StillImage","2025-01-28T08:52:38.256Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.311401_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/23Q-TJV-4JA","","StillImage","2025-01-28T08:52:33.730Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.5176039_2/format/large","","","","image/jpeg","","https://doi.org/TEST/211-C4N-CZR","","StillImage","2025-01-28T08:54:05.615Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.324717_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/1RN-3K0-7LJ","","StillImage","2025-01-28T08:54:56.720Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.997110_1/format/large","","","","image/jpeg","","https://doi.org/TEST/1HT-63F-73H","","StillImage","2025-01-28T08:56:55.143Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.347104_3/format/large","","","","image/jpeg","","https://doi.org/TEST/1BJ-FZM-WZ8","","StillImage","2025-01-28T08:50:33.352Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1472959_1/format/large","","","","image/jpeg","","https://doi.org/TEST/18Q-GH9-SND","","StillImage","2025-01-28T08:52:48.739Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.1473487_2/format/large","","","","image/jpeg","","https://doi.org/TEST/115-951-HAE","","StillImage","2025-01-28T08:54:48.533Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/ZMA.INS.1544953_1/format/large","","","","image/jpeg","","https://doi.org/TEST/0W7-W4T-AKW","","StillImage","2025-01-28T08:54:19.664Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.329264_0001/format/large","","","","image/jpeg","","https://doi.org/TEST/0DQ-MCW-V5X","","StillImage","2025-01-28T08:58:05.831Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
"https://medialib.naturalis.nl/file/id/RMNH.INS.329264_1/format/large","","","","image/jpeg","","https://doi.org/TEST/06M-MBH-N4C","","StillImage","2025-01-28T08:58:05.831Z","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","",""
