"higherClassificationName","higherClassificationRank","identificationID","scientificName","taxonID","taxonRank","taxonRemarks","taxonSortOrder"
"Animalia","dwc:kingdom","dbe99b8043de4a4270ceec15e54aaa88","Hypsipetes madagascariensis (Statius Muller, 1776)","https://www.catalogueoflife.org/data/taxon/3P474","SPECIES","",""
"Animalia","dwc:kingdom","b7248ec43af4dd7db61b97e83a1d2d27","Amazona finschi (P. L. Sclater, 1864)","https://www.catalogueoflife.org/data/taxon/5TZSD","SPECIES","",""
"Animalia","dwc:kingdom","c7f887246f7f7d1902e29f6752280c78","Trichoglossus haematodus (Linnaeus, 1771)","https://www.catalogueoflife.org/data/taxon/58CK3","SPECIES","",""
"Animalia","dwc:kingdom","46eaf848aefd7f821da09304b573bc55","Turdus celaenops Stejneger, 1887","https://www.catalogueoflife.org/data/taxon/59PL7","SPECIES","",""
"Animalia","dwc:kingdom","bc420de01f09ba413f3c3c7def2028fd","Pica pica pica (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BNVHW","SUBSPECIES","",""
"Animalia","dwc:kingdom","51cd7f8d9dc75a2cb5c78cb80fce9285","Lanius excubitor excubitor Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BNKXL","SUBSPECIES","",""
"Animalia","dwc:kingdom","83ac903f24e8177ca7fd38ef9d2f00bc","Synallaxis frontalis Pelzeln, 1859","https://www.catalogueoflife.org/data/taxon/7B7VW","SPECIES","",""
"Animalia","dwc:kingdom","c76ae67f24fd7859c4cd4d1a7734f9d5","Chloropsis cochinchinensis (Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/5Y9JL","SPECIES","",""
"Animalia","dwc:kingdom","354a8bff29dd39c36ff967a801d5a9c9","Fulica atra atra Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BNG2R","SUBSPECIES","",""
"Animalia","dwc:kingdom","50a9113b7a80cd31626775f9744eac96","Thalasseus sandvicensis (Latham, 1787)","https://www.catalogueoflife.org/data/taxon/7C5FT","SPECIES","",""
"Animalia","dwc:kingdom","0570738104a03463d0f15af422148c77","Thalurania furcata furcata (J. F. Gmelin, 1788)","https://www.catalogueoflife.org/data/taxon/BP4VX","SUBSPECIES","",""
"Animalia","dwc:kingdom","48acbdda96baea0661a9ebbc07d34e9e","Erithacus rubecula rubecula (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BNDT3","SUBSPECIES","",""
"Animalia","dwc:kingdom","bdd41a2b472d7257f9b27d1a563523e2","Oriolus chinensis celebensis (Walden, 1872)","https://www.catalogueoflife.org/data/taxon/BNRJY","SUBSPECIES","",""
"Animalia","dwc:kingdom","f6d1fe14ea12bf0baa948b94fc0e3159","Corvus corone Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/YNHJ","SPECIES","",""
"Animalia","dwc:kingdom","a4121c90e9e848b8af55a53e80242f79","Anthus pratensis pratensis (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BMZXV","SUBSPECIES","",""
"Animalia","dwc:kingdom","6007aa9163c644d61369cb31b34b3dbe","Ficedula hypoleuca (Pallas, 1764)","https://www.catalogueoflife.org/data/taxon/6HWGP","SPECIES","",""
"Animalia","dwc:kingdom","49cf72ff8101be711cca52f70fb7c79b","Podiceps nigricollis nigricollis C. L. Brehm, 1831","https://www.catalogueoflife.org/data/taxon/BNWCK","SUBSPECIES","",""
"Animalia","dwc:kingdom","c441787512a3bc5439a2779798a98ab1","Tyto alba guttata (C. L. Brehm, 1831)","https://www.catalogueoflife.org/data/taxon/7L6XK","SUBSPECIES","",""
"Animalia","dwc:kingdom","07d00fdc289979c648a38da961874833","Molothrus ater artemisiae Grinnell, 1909","https://www.catalogueoflife.org/data/taxon/BNP8B","SUBSPECIES","",""
"Animalia","dwc:kingdom","7a5afb19c0fb694e4be3979023bdf7db","Alcedo atthis bengalensis J. F. Gmelin, 1788","https://www.catalogueoflife.org/data/taxon/BMYV4","SUBSPECIES","",""
"Animalia","dwc:kingdom","982a57f4f34832b038b940fe77b58f5e","Gelochelidon nilotica (J. F. Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/3FJY7","SPECIES","",""
"Animalia","dwc:kingdom","5321f7d6e92c31bc4264528b5ab1a8d3","Dendrocygna guttata Schlegel, 1866","https://www.catalogueoflife.org/data/taxon/34Q34","SPECIES","",""
"Animalia","dwc:kingdom","8870a9271cc1d901706b30392559b423","Phylloscopus trochilus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/77FNC","SPECIES","",""
"Animalia","dwc:kingdom","cc197aa69eb73ae867c04c1ea44a9e1c","Charadrius dubius curonicus J. F. Gmelin, 1789","https://www.catalogueoflife.org/data/taxon/BN6SJ","SUBSPECIES","",""
"Animalia","dwc:kingdom","202090391b65717e5fcc2ad43443f96b","Chrysuronia oenone oenone (R. Lesson, 1832)","https://www.catalogueoflife.org/data/taxon/BN7D2","SUBSPECIES","",""
"Animalia","dwc:kingdom","66b0b783008c9e60b240fc61328f2840","Phylloscopus borealis (J. H. Blasius, 1858)","https://www.catalogueoflife.org/data/taxon/77FNW","SPECIES","",""
"Animalia","dwc:kingdom","7f321792b5587606c985fc2ca9377f75","Alauda arvensis Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BFFT","SPECIES","",""
"Animalia","dwc:kingdom","2ceea051d66251c7366128cf1936daf8","Alca torda Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BGZW","SPECIES","",""
"Animalia","dwc:kingdom","818429f10c1de6599a83c2f645d0aa55","Rhipidura javanica longicauda Wallace, 1865","https://www.catalogueoflife.org/data/taxon/BNYX5","SUBSPECIES","",""
"Animalia","dwc:kingdom","f30b133af17867332bc5ccf3c2986ca4","Dicaeum igniferum Wallace, 1864","https://www.catalogueoflife.org/data/taxon/35HV4","SPECIES","",""
"Animalia","dwc:kingdom","19920a1df24a2291ffd2ec29e4a92067","Ploceus pelzelni monacha (Sharpe, 1890)","https://www.catalogueoflife.org/data/taxon/BNW99","SUBSPECIES","",""
"Animalia","dwc:kingdom","0284e6f2596860697b95b26c4048971b","Nycticorax nycticorax nycticorax (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BNQX3","SUBSPECIES","",""
"Animalia","dwc:kingdom","0a6714d88563f0532899d9692e964ebb","Spilornis cheela bido (Horsfield, 1821)","https://www.catalogueoflife.org/data/taxon/BP35B","SUBSPECIES","",""
"Animalia","dwc:kingdom","f5908a3f0eca1d9a9ba09c8aaaeeb20b","Malacocincla sepiaria sepiaria (Horsfield, 1821)","https://www.catalogueoflife.org/data/taxon/BNMLP","SUBSPECIES","",""
"Animalia","dwc:kingdom","b1be463b069458c4c4b619c653cc3e2f","Ardea cinerea cinerea Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BN2LG","SUBSPECIES","",""
"Animalia","dwc:kingdom","3cb009d6d4fc0ed27c75f198f6771687","Merops superciliosus Linnaeus, 1766","https://www.catalogueoflife.org/data/taxon/3ZW5Q","SPECIES","",""
"Animalia","dwc:kingdom","d9d3518f6e9c5d9bb2bbb027eed7aa65","Chloris chloris chloris (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BN6Z4","SUBSPECIES","",""
"Animalia","dwc:kingdom","6819ae2ec26a36a4ea64eeb101b58ade","Ixothraupis punctata punctulata (P. L. Sclater & Salvin, 1876)","https://www.catalogueoflife.org/data/taxon/B763K","SUBSPECIES","",""
"Animalia","dwc:kingdom","42cd5f314fc929af3399439ec0a58d73","Zosterops palpebrosus unicus Hartert, 1897","https://www.catalogueoflife.org/data/taxon/7KVQ3","SUBSPECIES","",""
"Animalia","dwc:kingdom","7d4378b596404e9c7b9e861ac4ad98ec","Nyctyornis amictus (Temminck, 1824)","https://www.catalogueoflife.org/data/taxon/4866L","SPECIES","",""
"Animalia","dwc:kingdom","c72d182495e5b802a73d5f7366dc6606","Falco sparverius Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/3DTGT","SPECIES","",""
"Animalia","dwc:kingdom","adf104f265fb9630d822a69ebd052293","Ramphastos tucanus cuvieri Wagler, 1827","https://www.catalogueoflife.org/data/taxon/BNYHQ","SUBSPECIES","",""
"Animalia","dwc:kingdom","607371af33cbc830757bfe8ea4521bb9","Todiramphus chloris (Boddaert, 1783)","https://www.catalogueoflife.org/data/taxon/7CFTZ","SPECIES","",""
"Animalia","dwc:kingdom","db28bd3a8d4bc4e98b262c2884005da2","Sylvia hortensis (Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/53N3X","SPECIES","",""
"Animalia","dwc:kingdom","06a42d16e9b018e2bed66dd4328a14c0","Coracina fimbriata schierbrandii (Pelzeln, 1865)","https://www.catalogueoflife.org/data/taxon/5GLP8","SUBSPECIES","",""
"Animalia","dwc:kingdom","b81a9a9db6bc18a3cc7df0486eeea14b","Cepphus grylle (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/SFVL","SPECIES","",""
"Animalia","dwc:kingdom","afb264bec329e6fbf8671903c702ce64","Gavicalis versicolor sonoroides (G. R. Gray, 1862)","https://www.catalogueoflife.org/data/taxon/B75QN","SUBSPECIES","",""
"Animalia","dwc:kingdom","cfaff4e8a48510b246922497edaa9b00","Rhipidura rufiventris kordensis A. B. Meyer, 1874","https://www.catalogueoflife.org/data/taxon/BNYYH","SUBSPECIES","",""
"Animalia","dwc:kingdom","d9eaa18b6dccd7a23fd8d19b5858d0d1","Rostratula benghalensis (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/4TFP8","SPECIES","",""
"Animalia","dwc:kingdom","bcb71d92dee0a206aca2d76534fbfe11","Somateria mollissima (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/6Z4ZB","SPECIES","",""
"Animalia","dwc:kingdom","77d79693390bf0a123fde95554417341","Psittacula krameri (Scopoli, 1769)","https://www.catalogueoflife.org/data/taxon/4PKCM","SPECIES","",""
"Animalia","dwc:kingdom","5d6623bbba7b0c577de3ed048e0688b5","Anthus trivialis (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/5VKFM","SPECIES","",""
"Animalia","dwc:kingdom","89bcbdb7b228d7f6ddf952f9dc7d5486","Alectoris barbara barbara (Bonnaterre, 1790)","https://www.catalogueoflife.org/data/taxon/B745Z","SUBSPECIES","",""
"Animalia","dwc:kingdom","0c6e5ad5981f0ea276aa9a13fa54fe62","Coeligena torquata conradii (Bourcier, 1847)","https://www.catalogueoflife.org/data/taxon/BQK3L","SUBSPECIES","",""
"Animalia","dwc:kingdom","c277c155fa18f3be695570c6852e9c9c","Apalharpactes mackloti (S. Müller, 1836)","https://www.catalogueoflife.org/data/taxon/8VMHD","SPECIES","",""
"Animalia","dwc:kingdom","0c513ee812992968a7fd5c38220790de","Pycnonotus bimaculatus (Horsfield, 1821)","https://www.catalogueoflife.org/data/taxon/4QMM5","SPECIES","",""
"Animalia","dwc:kingdom","e9be869c39868b2a4512eaee1e442ecd","Anthus rubescens japonicus Temminck & Schlegel, 1847","https://www.catalogueoflife.org/data/taxon/BMZY5","SUBSPECIES","",""
"Animalia","dwc:kingdom","c46258605a90f0e7caa85f8443acaf6b","Melanitta nigra (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/3Z83C","SPECIES","",""
"Animalia","dwc:kingdom","62cfe0e3817865f3a3dee870e6914216","Rhinocrypta lanceolata lanceolata (I. Geoffroy Saint-Hilaire, 1832)","https://www.catalogueoflife.org/data/taxon/BNYSF","SUBSPECIES","",""
"Animalia","dwc:kingdom","be102bed720925e7ec4b28670d153214","Timalia pileata Horsfield, 1821","https://www.catalogueoflife.org/data/taxon/7CBJQ","SPECIES","",""
"Animalia","dwc:kingdom","7bd513496d14db6ed7573201f97f911f","Henicorhina leucosticta (Cabanis, 1847)","https://www.catalogueoflife.org/data/taxon/6LPWZ","SPECIES","",""
"Animalia","dwc:kingdom","a453f23d9b3d3d7ccd7d730f29257467","Sterna hirundo hirundo Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BP3GG","SUBSPECIES","",""
"Animalia","dwc:kingdom","6cc8a8423b7ecbb72e6228cf6d0d83c4","Alcippe pyrrhoptera (Bonaparte, 1850)","https://www.catalogueoflife.org/data/taxon/65VY7","SPECIES","",""
"Animalia","dwc:kingdom","58327917fd7f866b6ab7f3c4e48cb95a","Anthus rufulus malayensis Eyton, 1839","https://www.catalogueoflife.org/data/taxon/BMZYB","SUBSPECIES","",""
"Animalia","dwc:kingdom","af6012e34025846b2e2f82646c1801b3","Panurus biarmicus biarmicus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BNSBG","SUBSPECIES","",""
"Animalia","dwc:kingdom","977a78bf6531606c5c882b219c57a964","Saxicola rubicola rubicola (Linnaeus, 1766)","https://www.catalogueoflife.org/data/taxon/BNZQK","SUBSPECIES","",""
"Animalia","dwc:kingdom","b0477469603ee5ff9511cdff837a9d0a","Seicercus Swainson, 1837","https://www.catalogueoflife.org/data/taxon/7F5D","GENUS","",""
"Animalia","dwc:kingdom","52b7c4b02c7fefd2e82d4f3570b793a9","Alaemon alaudipes desertorum (Stanley, 1814)","https://www.catalogueoflife.org/data/taxon/BMYRQ","SUBSPECIES","",""
"Animalia","dwc:kingdom","a6167bc3013a2b08772f60c482504799","Cinclus pallasii tenuirostris Bonaparte, 1850","https://www.catalogueoflife.org/data/taxon/BN7H9","SUBSPECIES","",""
"Animalia","dwc:kingdom","9a9430bfdf6ec1f8c64e6d01a26abfad","Nectarinia Illiger, 1811","https://www.catalogueoflife.org/data/taxon/5Y76","GENUS","",""
"Animalia","dwc:kingdom","978ba951f2ead07bd72bd6bb0dd2ee9a","Buteo buteo buteo (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BN49Q","SUBSPECIES","",""
"Animalia","dwc:kingdom","2143fc6a8a6d2175b75c83d4314cb787","Pycnonotus erythropthalmos (Hume, 1878)","https://www.catalogueoflife.org/data/taxon/6WQMV","SPECIES","",""
"Animalia","dwc:kingdom","d4b0e3cdce3525164ebf89b76a5efc02","Trachyphonus erythrocephalus erythrocephalus Cabanis, 1878","https://www.catalogueoflife.org/data/taxon/BP5PX","SUBSPECIES","",""
"Animalia","dwc:kingdom","2b69e365d6a3fdd3584f8cf8d58c3fc3","Anas acuta Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/DGMX","SPECIES","",""
"Animalia","dwc:kingdom","a90e14a9b95a76487b8d2fccced90d92","Prinia familiaris Horsfield, 1821","https://www.catalogueoflife.org/data/taxon/4MDWG","SPECIES","",""
"Animalia","dwc:kingdom","19aded0aba45746cde7db1a6722a3384","Lopholaimus antarcticus (Shaw, 1794)","https://www.catalogueoflife.org/data/taxon/3W3L9","SPECIES","",""
"Animalia","dwc:kingdom","6e337ebd73d61cfbd7f21a3f256e3a6c","Turdus merula merula Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BP6DR","SUBSPECIES","",""
"Animalia","dwc:kingdom","232648b1fdaaace5ddbe87c60b23f146","Tyto rosenbergii (Schlegel, 1866)","https://www.catalogueoflife.org/data/taxon/59ZW6","SPECIES","",""
"Animalia","dwc:kingdom","a9482e605cfbb9fdfade2aeb190c2132","Emberiza schoeniclus schoeniclus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BND7T","SUBSPECIES","",""
"Animalia","dwc:kingdom","af199ce37e47cb0785c22625f64f04a2","Calidris canutus canutus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BN4L8","SUBSPECIES","",""
"Animalia","dwc:kingdom","f48250c3f2e32d7371d46b8c327c8d1e","Tyrannus savana monachus Hartlaub, 1844","https://www.catalogueoflife.org/data/taxon/BP6N7","SUBSPECIES","",""
"Animalia","dwc:kingdom","1e54cd90bf0480c59ca62ebfc61b95a2","Anthus novaeseelandiae (Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/67KF2","SPECIES","",""
"Animalia","dwc:kingdom","c56c6d6b21d2b0bf80be22cdf8581a05","Astrapia nigra (Gmelin, 1788)","https://www.catalogueoflife.org/data/taxon/J3L6","SPECIES","",""
"Animalia","dwc:kingdom","2894f8c997cc390c82463b67c450cca2","Sporophila minuta minuta (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BP39F","SUBSPECIES","",""
"Animalia","dwc:kingdom","0d7b201519a8acfe334af267c28835e6","Orthotomus sepium sepium Horsfield, 1821","https://www.catalogueoflife.org/data/taxon/BNRPL","SUBSPECIES","",""
"Animalia","dwc:kingdom","092be6388db8b7d9c7b6fba2e09a4959","Peneothello cyanus atricapilla (Hartert & Paludan, 1934)","https://www.catalogueoflife.org/data/taxon/BNT37","SUBSPECIES","",""
"Animalia","dwc:kingdom","f83f1faa1388afc2c6c2e68b78abca6e","Pycnonotus aurigaster aurigaster (Vieillot, 1818)","https://www.catalogueoflife.org/data/taxon/BNY5Y","SUBSPECIES","",""
"Animalia","dwc:kingdom","8c4e020efc979da0f0135fb2bc619170","Passeriformes","https://www.catalogueoflife.org/data/taxon/3RL","ORDER","",""
"Animalia","dwc:kingdom","9557c2344196425b310e3ae8d00f9112","Picus viridis viridis Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/BNVN2","SUBSPECIES","",""
"Animalia","dwc:kingdom","9a55a4bfee9c21e1cec5729312bb0070","Philemon Vieillot, 1816","https://www.catalogueoflife.org/data/taxon/6NCL","GENUS","",""
"Animalia","dwc:kingdom","94a6d85da1ce493b532ea95407c31ec3","Crinifer Jarocki, 1821","https://www.catalogueoflife.org/data/taxon/62P9N","GENUS","",""
"Animalia","dwc:kingdom","d99c0e7695cf6ca23bc78e041d4a48fd","Aegithina tiphia (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/658QP","SPECIES","",""
"Animalia","dwc:kingdom","315b475b799cdf4599912999fde44956","Asio otus otus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BN2ZJ","SUBSPECIES","",""
"Animalia","dwc:kingdom","43eea64bd0b5fc8e5dbc3871f36ac43c","Percnostola rufifrons (Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/773SX","SPECIES","",""
"Animalia","dwc:kingdom","36be341c423dca6dffc6cd102819175e","Stercorarius pomarinus (Temminck, 1815)","https://www.catalogueoflife.org/data/taxon/52D8P","SPECIES","",""
"Animalia","dwc:kingdom","cf3861dc805ef8bf09464ba75c218ba9","Charadrius falklandicus Latham, 1790","https://www.catalogueoflife.org/data/taxon/TMWW","SPECIES","",""
"Animalia","dwc:kingdom","805704317d86bff03c9233a80a2887df","Clamator coromandus (Linnaeus, 1766)","https://www.catalogueoflife.org/data/taxon/VQNW","SPECIES","",""
"Animalia","dwc:kingdom","4d29fe5bf1b0d53a53d014eb93193e17","Tringa totanus eurhina (Oberholser, 1900)","https://www.catalogueoflife.org/data/taxon/BP5XG","SUBSPECIES","",""
"Animalia","dwc:kingdom","32b8ac9c3de277ba55c0e109493440e9","Eriocnemis luciani (Bourcier, 1847)","https://www.catalogueoflife.org/data/taxon/3B3RP","SPECIES","",""
"Animalia","dwc:kingdom","3d46c8327453a5465c7d4b1d818b44a9","Pseudonigrita arnaudi arnaudi (Bonaparte, 1850)","https://www.catalogueoflife.org/data/taxon/BNXLN","SUBSPECIES","",""
"Animalia","dwc:kingdom","fca8571fe154419b830066880f8158a3","Hippolais olivetorum (Strickland, 1837)","https://www.catalogueoflife.org/data/taxon/3M26D","SPECIES","",""
"Animalia","dwc:kingdom","2e43007af6f0f7c83121b1bea962cdb2","Oxypogon guerinii (Boissonneau, 1840)","https://www.catalogueoflife.org/data/taxon/4BJCB","SPECIES","",""
"Animalia","dwc:kingdom","f8ea1b88de780fbb4e31a70995a1e562","Fringilla montifringilla Linnaeus, 1758","https://www.catalogueoflife.org/data/taxon/6JPSG","SPECIES","",""
"Animalia","dwc:kingdom","9e26c379f5fafcd4a0ef2aa95ced6080","Aethopyga siparaja siparaja (Raffles, 1822)","https://www.catalogueoflife.org/data/taxon/BMYLX","SUBSPECIES","",""
"Animalia","dwc:kingdom","f43043b70c3c8994e5bc3e25eb0ac61e","Caprimulgus affinis affinis Horsfield, 1821","https://www.catalogueoflife.org/data/taxon/BN5DS","SUBSPECIES","",""
"Animalia","dwc:kingdom","63a3efc6159be89b895f0af4f5f39ae7","Notiomystis cincta cincta (Du Bus de Gisignies, 1839)","https://www.catalogueoflife.org/data/taxon/BNQT2","SUBSPECIES","",""
"Animalia","dwc:kingdom","08f5adeca360cdc105f797dea08afed3","Ducula aenea aenea (Linnaeus, 1766)","https://www.catalogueoflife.org/data/taxon/BNCQC","SUBSPECIES","",""
"Animalia","dwc:kingdom","e2ea8198ba641bbf96e6b11db50129d9","Larus argentatus Pontoppidan, 1763","https://www.catalogueoflife.org/data/taxon/3SBPN","SPECIES","",""
"Animalia","dwc:kingdom","9228b0fbd25adb9a79b362fd875cb19e","Lonchura cucullata cucullata (Swainson, 1837)","https://www.catalogueoflife.org/data/taxon/7JYPG","SUBSPECIES","",""
"Animalia","dwc:kingdom","91e544426688ab1273c8f57abb61a615","Garrulax canorus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/3FBQP","SPECIES","",""
"Animalia","dwc:kingdom","d2703714d323202b1f8d1d83e867b525","Cypsiurus parvus (M. H. K. Lichtenstein, 1823)","https://www.catalogueoflife.org/data/taxon/6BWHZ","SPECIES","",""
"Animalia","dwc:kingdom","d5fa1031571f5d37923282d4bfd72d9a","Molothrus bonariensis bonariensis (Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/BNP8G","SUBSPECIES","",""
"Animalia","dwc:kingdom","a38554e54fbb68889f18c6315f8ee66c","Emberiza tahapisi septemstriata Rüppell, 1837","https://www.catalogueoflife.org/data/taxon/BND8B","SUBSPECIES","",""
"Animalia","dwc:kingdom","e6a77b8c888056f793852d82a684b62b","Pelecanus occidentalis carolinensis Gmelin, 1789","https://www.catalogueoflife.org/data/taxon/BNSWX","SUBSPECIES","",""
"Animalia","dwc:kingdom","d0ee6a2cee99a9f82996eaa1403f88d7","Anser albifrons albifrons (Scopoli, 1769)","https://www.catalogueoflife.org/data/taxon/BMZP3","SUBSPECIES","",""
"Animalia","dwc:kingdom","f34f259973859c359190eaa153053a3d","Euphonia Desmarest, 1806","https://www.catalogueoflife.org/data/taxon/635G4","GENUS","",""
"Animalia","dwc:kingdom","439fd0375a014b14c2421849c2c5c03b","Calidris pugnax (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/9HCHQ","SPECIES","",""
"Animalia","dwc:kingdom","c6871078fae6cce08db3bd42ea5092e5","Psittrichas fulgidus (R. Lesson, 1830)","https://www.catalogueoflife.org/data/taxon/4PKDJ","SPECIES","",""
"Animalia","dwc:kingdom","e26e05a17ce4ac0b33859ac7e61c90c5","Motacilla cinerea cinerea Tunstall, 1771","https://www.catalogueoflife.org/data/taxon/BNPG7","SUBSPECIES","",""
"Animalia","dwc:kingdom","10c901851ffe0a3e22f97f56404c7c27","Dryocopus javensis parvus (Richmond, 1902)","https://www.catalogueoflife.org/data/taxon/BNCNL","SUBSPECIES","",""
"Animalia","dwc:kingdom","1edff29bec03d544c989d6f47e66815d","Eupsittula pertinax pertinax (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/C4CBD","SUBSPECIES","",""
"Animalia","dwc:kingdom","786780ad094d831339e25e1114f5f14a","Ducula luctuosa (Temminck, 1824)","https://www.catalogueoflife.org/data/taxon/37Z9L","SPECIES","",""
"Animalia","dwc:kingdom","88840022faf82f82adb4ce872b5d6201","Collocalia esculenta (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/X4P2","SPECIES","",""
"Animalia","dwc:kingdom","f2241f8877ed901ce0453dd4e97baf4b","Cacicus haemorrhous affinis (Swainson, 1834)","https://www.catalogueoflife.org/data/taxon/BN4FH","SUBSPECIES","",""
"Animalia","dwc:kingdom","4a0291d13486bad616aa1f7f535d4ebd","Aplonis atrifusca (Peale, 1848)","https://www.catalogueoflife.org/data/taxon/FPHZ","SPECIES","",""
"Animalia","dwc:kingdom","1d20278e537694a7f01bcc59605cce86","Jynx ruficollis Wagler, 1830","https://www.catalogueoflife.org/data/taxon/3QXQQ","SPECIES","",""
"Animalia","dwc:kingdom","f0655afdd679050d62ea7d450c131ad9","Sylvia borin borin (Boddaert, 1783)","https://www.catalogueoflife.org/data/taxon/BP3X9","SUBSPECIES","",""
"Animalia","dwc:kingdom","8ce849c7e3f4ba5bbfc803afb7275fac","Lullula arborea arborea (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BNM8H","SUBSPECIES","",""
"Animalia","dwc:kingdom","3edff5ea1451a73cb65ad1a338f53ee5","Zonotrichia albicollis (J. F. Gmelin, 1789)","https://www.catalogueoflife.org/data/taxon/5D75Z","SPECIES","",""
"Animalia","dwc:kingdom","730bdaa326a9df64dfd6441cb69c3bbf","Dicrurus hottentottus suluensis Hartert, 1902","https://www.catalogueoflife.org/data/taxon/BNC4D","SUBSPECIES","",""
"Animalia","dwc:kingdom","7f5330574cd38b42627b616ef6070689","Hypocharmosyna placentis (Temminck, 1835)","https://www.catalogueoflife.org/data/taxon/C462D","SPECIES","",""
"Animalia","dwc:kingdom","780e95bfc51b12783232aaf6c9f624c3","Hemiprocne comata comata (Temminck, 1824)","https://www.catalogueoflife.org/data/taxon/BNHW9","SUBSPECIES","",""
"Animalia","dwc:kingdom","c2f56918e7502e248ae99f1fc8d2f797","Perdix perdix (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/6V58Q","SPECIES","",""
"Animalia","dwc:kingdom","5c0ebc9cc95ab29b7eef719d4669523c","Saxicola torquatus torquatus (Linnaeus, 1766)","https://www.catalogueoflife.org/data/taxon/BNZQY","SUBSPECIES","",""
"Animalia","dwc:kingdom","87179d7690b0fd88601dc39ef9f3a736","Stachyris thoracica thoracica (Temminck, 1821)","https://www.catalogueoflife.org/data/taxon/BP3BW","SUBSPECIES","",""
"Animalia","dwc:kingdom","acf660850a37d73fd3b72dbe4fec6963","Circus aeruginosus aeruginosus (Linnaeus, 1758)","https://www.catalogueoflife.org/data/taxon/BN7M6","SUBSPECIES","",""
"Animalia","dwc:kingdom","660b7a98dbcdfbc569f574ed3e31a762","Athene cunicularia (Molina, 1782)","https://www.catalogueoflife.org/data/taxon/5W7C4","SPECIES","",""
