"basedOnMaterialEntityID","basedOnMediaID","basedOnNucleotideAnalysisID","basedOnNucleotideSequenceID","basedOnOccurrenceID","dateIdentified","higherClassificationName","higherClassificationRank","identificationID","identificationReferences","identificationRemarks","identificationType","identificationVerificationStatus","identifiedBy","identifiedByID","isAcceptedIdentification","scientificName","taxonAssignmentMethod","taxonFormula","taxonID","taxonRank","taxonRemarks","typeDesignationType","typeStatus","verbatimIdentification"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.198327","","","","","","","","481aa32728e5247a1c04c85ed42325e4","","","MaterialEntity","","","","true","","","","","","","","","Galbula ruficauda ruficauda Cuvier"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.197050","","","","","","","","4f219f40a2ee4e3a02239dc29db677dd","","","MaterialEntity","","","","true","","","","","","","","","Glaucidium perlatum (Vieillot, 1818)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.229353","","","","","","","","a02ae4455b1db475cf58a21d953fb982","","","MaterialEntity","","","","true","","","","","","","","","Amaurornis phoenicurus javanica (Horsf.)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.169996","","","","","","","","2b83ea66e73deba4aafa8024e24593d7","","","MaterialEntity","","","","true","","","","","","","","","Grandala coelicolor Hodgson, 1843"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.214162","","","","","","","","d1e202fea4aa67e07635728e163566dd","","","MaterialEntity","","","","true","","","","","","","","","Ptilinopus pulchellus pulchellus (Temminck)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64784","","","","","","","","6502b225189d47556455bda13b6196b8","","","MaterialEntity","","","","true","","","","","","","","","Psarisomus dalhousiae psittacinus (S. Muller, 1835)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.124655","","","","","","","","280136fcb6cae0a870649a1dbe2174ab","","","MaterialEntity","","","","true","","","","","","","","","Progne subis subis Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.17803","","","","","","","","92bb70e31a73bb3385adb84a0a2345c6","","","MaterialEntity","","","","true","","","","","","","","","pluvialis apricaria Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.57764","","","","","","","","f02bb36b5670b4a0f6316be531158bb1","","","MaterialEntity","","","","true","","","","","","","","","Ploceus philippinus infortunatus Hartert, E. , 1902"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.90239","","","","","","","","b743228b7e96c618b6e14e7c5412457c","","","MaterialEntity","","","","true","","","","","","","","","Parula americana (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.232841","","","","","","","","6be1f7430de20ab7412545a2b33355e0","","","MaterialEntity","","","","true","","","","","","","","","Bolborhynchus orbygnesius (Souance, 1856)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.58274","","","","","","","","0bd800c9569a914120fe2b1197ceaf6e","","","MaterialEntity","","","","true","","","","","","","","","Turdus pilaris Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.16512","","","","","","","","50e293fbcb89ba2c65ef893ff2198114","","","MaterialEntity","","","","true","","","","","","","","","Prunella modularis modularis Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.16080","","","","","","","","a035bc4dacac8f1e8cb47fcd0c2f2fbd","","","MaterialEntity","","","","true","","","","","","","","","Arachnothera modesta concolor Snelleman, 1887"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.44228","","","","","","","","f9fc5a9e75a65e5f2a1452568a79e0e8","","","MaterialEntity","","","","true","","","","","","","","","Platysteira peltata peltata Sundevall, 1850"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.176556","","","","","","","","a4c95039087546a7d4a05dddf56a6c00","","","MaterialEntity","","","","true","","","","","","","","","Rallus aquaticus aquaticus Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.207145","","","","","","","","0d26123e031c8dad26810c6b7c53ffe2","","","MaterialEntity","","","","true","","","","","","","","","Domicella garrula flavopalliata (Salvadori)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.132593","","","","","","","","9eb088164285d30970b93e22dfcb8e4c","","","MaterialEntity","","","","true","","","","","","","","","Parus caeruleus caeruleus Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.37049","","","","","","","","523b15e856ee4b9b327d51a0a5e11d23","","","MaterialEntity","","","","true","","","","","","","","","Podiceps cristatus cristatus Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.21898","","","","","","","","cfb06a2fc91bde8cc92c399c6c05f57c","","","MaterialEntity","","","","true","","","","","","","","","Phaethornis guy guy (Lesson, 1833)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.203681","","","","","","","","fa308fae7fa3d4fa35640664980476e8","","","MaterialEntity","","","","true","","","","","","","","","Melanerpes erythrocephalus (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.43896","","","","","","","","280539b13bff6fd8670327a796b76eea","","","MaterialEntity","","","","true","","","","","","","","","Eremophila alpestris longirostris Moore, F., 1856"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.121385","","","","","","","","73450f72c6fbf9108186b4141b689bb9","","","MaterialEntity","","","","true","","","","","","","","","Pitta erythrogaster erythrogaster Temminck, 1823"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.66037","","","","","","","","101219f1d2605443bdf9f335dcadf019","","","MaterialEntity","","","","true","","","","","","","","","Recurvirostra avosetta Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.254986","","","","","","","","2f5b70185b7d1df3b092cff443e6aba1","","","MaterialEntity","","","","true","","","","","","","","","Ocyphaps lophotes Temminck, 1822"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.4767","","","","","","","","3d02c86e7f41d3019720dbf5efb5d202","","","MaterialEntity","","","","true","","","","","","","","","Botaurus stellaris stellaris Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.54129","","","","","","","","dbe99b8043de4a4270ceec15e54aaa88","","","MaterialEntity","","","","true","","","","","","","","","Hypsipetes madagascariensis nigerrimus Gould, 1863"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.864","","","","","","","","b7248ec43af4dd7db61b97e83a1d2d27","","","MaterialEntity","","","","true","","","","","","","","","Amazona finschi Sclater, P.L., 1864"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.65339","","","","","","","","c7f887246f7f7d1902e29f6752280c78","","","MaterialEntity","","","","true","","","","","","","","","Trichoglossus haematodus weberi Büttikofer, J."
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.13756","","","","","","","","46eaf848aefd7f821da09304b573bc55","","","MaterialEntity","","","","true","","","","","","","","","Turdus celaenops celaenops Stejneger, 1887"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.155398","","","","","","","","bc420de01f09ba413f3c3c7def2028fd","","","MaterialEntity","","","","true","","","","","","","","","Pica pica pica Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.33334","","","","","","","","51cd7f8d9dc75a2cb5c78cb80fce9285","","","MaterialEntity","","","","true","","","","","","","","","Lanius excubitor excubitor Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.174197","","","","","","","","83ac903f24e8177ca7fd38ef9d2f00bc","","","MaterialEntity","","","","true","","","","","","","","","Synallaxis frontalis Pelzeln, 1859"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.127101","","","","","","","","c76ae67f24fd7859c4cd4d1a7734f9d5","","","MaterialEntity","","","","true","","","","","","","","","Chloropsis cochinchinensis nigricollis Vieillot, 1818"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.226207","","","","","","","","354a8bff29dd39c36ff967a801d5a9c9","","","MaterialEntity","","","","true","","","","","","","","","Fulica atra atra Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.78301","","","","","","","","50a9113b7a80cd31626775f9744eac96","","","MaterialEntity","","","","true","","","","","","","","","Sterna sandvicensis sandvicensis"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.58849","","","","","","","","0570738104a03463d0f15af422148c77","","","MaterialEntity","","","","true","","","","","","","","","Thalurania furcata furcata (Gmelin, 1788)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.19293","","","","","","","","48acbdda96baea0661a9ebbc07d34e9e","","","MaterialEntity","","","","true","","","","","","","","","Erithacus rubecula rubecula Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.165038","","","","","","","","bdd41a2b472d7257f9b27d1a563523e2","","","MaterialEntity","","","","true","","","","","","","","","Oriolus chinensis celebensis Walden, 1872"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259833","","","","","","","","f6d1fe14ea12bf0baa948b94fc0e3159","","","MaterialEntity","","","","true","","","","","","","","","Corvus corone Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.123109","","","","","","","","a4121c90e9e848b8af55a53e80242f79","","","MaterialEntity","","","","true","","","","","","","","","Anthus pratensis pratensis (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.34486","","","","","","","","27e7b47c1cdc67e0f3da7d49288999bb","","","MaterialEntity","","","","true","","","","","","","","","Vanellus vanellus Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.30858","","","","","","","","6007aa9163c644d61369cb31b34b3dbe","","","MaterialEntity","","","","true","","","","","","","","","Ficedula hypoleuca ssp Pallas, 1764"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.57024","","","","","","","","49cf72ff8101be711cca52f70fb7c79b","","","MaterialEntity","","","","true","","","","","","","","","Podiceps nigricollis nigricollis Brehm, 1831"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61737","","","","","","","","c441787512a3bc5439a2779798a98ab1","","","MaterialEntity","","","","true","","","","","","","","","Tyto alba guttata (C.L. Brehm)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.167931","","","","","","","","07d00fdc289979c648a38da961874833","","","MaterialEntity","","","","true","","","","","","","","","Molothrus ater artemisiae Grinnell, 1909"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61449","","","","","","","","7a5afb19c0fb694e4be3979023bdf7db","","","MaterialEntity","","","","true","","","","","","","","","Alcedo atthis bengalensis Gmelin"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.209337","","","","","","","","982a57f4f34832b038b940fe77b58f5e","","","MaterialEntity","","","","true","","","","","","","","","Gelochelidon nilotica (Gm.)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.25692","","","","","","","","5321f7d6e92c31bc4264528b5ab1a8d3","","","MaterialEntity","","","","true","","","","","","","","","Dendrocygna guttata Schlegel"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.175711","","","","","","","","8870a9271cc1d901706b30392559b423","","","MaterialEntity","","","","true","","","","","","","","","Phylloscopus trochilus fitis"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.260514","","","","","","","","cc197aa69eb73ae867c04c1ea44a9e1c","","","MaterialEntity","","","","true","","","","","","","","","Charadrius dubius curonicus Gmelin, JF, 1789"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.42204","","","","","","","","1b5c44c045aff1e9f69e6e58f12ae502","","","MaterialEntity","","","","true","","","","","","","","","Parus montanus montanus Conrad von Baldenstein, 1827"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.37601","","","","","","","","202090391b65717e5fcc2ad43443f96b","","","MaterialEntity","","","","true","","","","","","","","","Chrysuronia oenone oenone Lesson, 1832"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.137978","","","","","","","","66b0b783008c9e60b240fc61328f2840","","","MaterialEntity","","","","true","","","","","","","","","Phylloscopus borealis subsp."
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259452.c","","","","","","","","7f321792b5587606c985fc2ca9377f75","","","MaterialEntity","","","","true","","","","","","","","","Alauda arvensis Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.62266","","","","","","","","2ceea051d66251c7366128cf1936daf8","","","MaterialEntity","","","","true","","","","","","","","","Alca torda Linnaeus"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.60330.b","","","","","","","","818429f10c1de6599a83c2f645d0aa55","","","MaterialEntity","","","","true","","","","","","","","","rhipidura javanica longicauda Wallace, 1865"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.65519","","","","","","","","f30b133af17867332bc5ccf3c2986ca4","","","MaterialEntity","","","","true","","","","","","","","","Dicaeum igniferum igniferum Wallace, 1863"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.150844","","","","","","","","19920a1df24a2291ffd2ec29e4a92067","","","MaterialEntity","","","","true","","","","","","","","","Ploceus pelzelni monachus (Sharpe, 1890)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.108750","","","","","","","","0284e6f2596860697b95b26c4048971b","","","MaterialEntity","","","","true","","","","","","","","","Nycticorax nycticorax nycticorax (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.193421","","","","","","","","0a6714d88563f0532899d9692e964ebb","","","MaterialEntity","","","","true","","","","","","","","","Spilornis cheela bido (Horsfield)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.63310","","","","","","","","f5908a3f0eca1d9a9ba09c8aaaeeb20b","","","MaterialEntity","","","","true","","","","","","","","","Malacocincla sepiaria sepiaria"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64634","","","","","","","","b1be463b069458c4c4b619c653cc3e2f","","","MaterialEntity","","","","true","","","","","","","","","Ardea cinerea cinerea Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.195764","","","","","","","","3cb009d6d4fc0ed27c75f198f6771687","","","MaterialEntity","","","","true","","","","","","","","","Merops superciliosus philippinus Linnaeus"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.56764","","","","","","","","d9d3518f6e9c5d9bb2bbb027eed7aa65","","","MaterialEntity","","","","true","","","","","","","","","Carduelis chloris chloris (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.38413","","","","","","","","6819ae2ec26a36a4ea64eeb101b58ade","","","MaterialEntity","","","","true","","","","","","","","","Tangara punctata punctulata (Sclater & Salvin, 1876)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.71433","","","","","","","","42cd5f314fc929af3399439ec0a58d73","","","MaterialEntity","","","","true","","","","","","","","","Zosterops palpebrosa unica Hartert, 1897"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.256953","","","","","","","","7d4378b596404e9c7b9e861ac4ad98ec","","","MaterialEntity","","","","true","","","","","","","","","Nyctyornis amicta Temminck, 1824"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.P.2133","","","","","","","","c72d182495e5b802a73d5f7366dc6606","","","MaterialEntity","","","","true","","","","","","","","","Falco sparverius"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.201226","","","","","","","","adf104f265fb9630d822a69ebd052293","","","MaterialEntity","","","","true","","","","","","","","","Ramphastos cuvieri Wagler"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.64357","","","","","","","","607371af33cbc830757bfe8ea4521bb9","","","MaterialEntity","","","","true","","","","","","","","","Halcyon chloris palmeri (Oberholser)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64827.a","","","","","","","","db28bd3a8d4bc4e98b262c2884005da2","","","MaterialEntity","","","","true","","","","","","","","","sylvia hortensis (Gmelin, 1789)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.123823","","","","","","","","06a42d16e9b018e2bed66dd4328a14c0","","","MaterialEntity","","","","true","","","","","","","","","Coracina fimbriata schierbrandii (Pelzeln, 1865)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.212253","","","","","","","","b81a9a9db6bc18a3cc7df0486eeea14b","","","MaterialEntity","","","","true","","","","","","","","","Cepphus grylle (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.134053","","","","","","","","afb264bec329e6fbf8671903c702ce64","","","MaterialEntity","","","","true","","","","","","","","","Meliphaga versicolor sonoroides (Gray, 1861)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.172405","","","","","","","","cfaff4e8a48510b246922497edaa9b00","","","MaterialEntity","","","","true","","","","","","","","","rhipidura rufiventris kordensis Meyer, A.B., 1874"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.31167","","","","","","","","d9eaa18b6dccd7a23fd8d19b5858d0d1","","","MaterialEntity","","","","true","","","","","","","","","Rostratula benghalensis benghalensis (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.183049","","","","","","","","bcb71d92dee0a206aca2d76534fbfe11","","","MaterialEntity","","","","true","","","","","","","","","Somateria mollissima (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.161504","","","","","","","","77d79693390bf0a123fde95554417341","","","MaterialEntity","","","","true","","","","","","","","","Psittacula krameri"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259161","","","","","","","","5d6623bbba7b0c577de3ed048e0688b5","","","MaterialEntity","","","","true","","","","","","","","","anthus trivialis (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.44577","","","","","","","","89bcbdb7b228d7f6ddf952f9dc7d5486","","","MaterialEntity","","","","true","","","","","","","","","Alectoris barbara barbara Bonnaterre, 1792"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.189355","","","","","","","","0c6e5ad5981f0ea276aa9a13fa54fe62","","","MaterialEntity","","","","true","","","","","","","","","Coeligena torquata conradii (Bourcier, 1847)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.200428","","","","","","","","c277c155fa18f3be695570c6852e9c9c","","","MaterialEntity","","","","true","","","","","","","","","Harpactes reinwardtii mackloti (S. Müller, 1835)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.39880","","","","","","","","0c513ee812992968a7fd5c38220790de","","","MaterialEntity","","","","true","","","","","","","","","Pycnonotus bimaculatus barat Robinson and Kloss, 1920"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.57509","","","","","","","","e9be869c39868b2a4512eaee1e442ecd","","","MaterialEntity","","","","true","","","","","","","","","Anthus spinoletta japonicus Temminck & Schlegel, 1847"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.70433","","","","","","","","4ac1631ee1164cfcc571c7f66e28a99d","","","MaterialEntity","","","","true","","","","","","","","","Streptopelia chinensis tigrina (Temminck, 1810)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.20174","","","","","","","","c46258605a90f0e7caa85f8443acaf6b","","","MaterialEntity","","","","true","","","","","","","","","Melanitta nigra Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.173954","","","","","","","","62cfe0e3817865f3a3dee870e6914216","","","MaterialEntity","","","","true","","","","","","","","","Rhinocrypta lanceolata lanceolata Geoffroy St-Hilaire, I., 1832"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.76144","","","","","","","","be102bed720925e7ec4b28670d153214","","","MaterialEntity","","","","true","","","","","","","","","Timalia pileata Horsfield, 1821"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.168725","","","","","","","","7bd513496d14db6ed7573201f97f911f","","","MaterialEntity","","","","true","","","","","","","","","Henicorhina leucosticta ssp Cabanis, 1847"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.42961","","","","","","","","cffa01d804aeea58e15d3e39b55912c9","","","MaterialEntity","","","","true","","","","","","","","","Erithacus rubecula rubecula Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.30432","","","","","","","","a453f23d9b3d3d7ccd7d730f29257467","","","MaterialEntity","","","","true","","","","","","","","","Sterna hirundo hirundo Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.76237","","","","","","","","6cc8a8423b7ecbb72e6228cf6d0d83c4","","","MaterialEntity","","","","true","","","","","","","","","Alcippe pyrrhoptera (Bonaparte, 1850)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.164","","","","","","","","4ce0ff079de2e55979e0512c0daaf99d","","","MaterialEntity","","","","true","","","","","","","","","Garrulus glandarius glandarius Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.55634","","","","","","","","58327917fd7f866b6ab7f3c4e48cb95a","","","MaterialEntity","","","","true","","","","","","","","","anthus rufulus malayensis Eyton, 1839"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.86611","","","","","","","","af6012e34025846b2e2f82646c1801b3","","","MaterialEntity","","","","true","","","","","","","","","Panurus biarmicus biarmicus (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.155164","","","","","","","","977a78bf6531606c5c882b219c57a964","","","MaterialEntity","","","","true","","","","","","","","","Saxicola rubicola rubicola Linnaeus, 1766"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.41335","","","","","","","","b0477469603ee5ff9511cdff837a9d0a","","","MaterialEntity","","","","true","","","","","","","","","Seicercus trivirgatus trivirgatus"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.121703","","","","","","","","52b7c4b02c7fefd2e82d4f3570b793a9","","","MaterialEntity","","","","true","","","","","","","","","Alaemon alaudipes desertorum (Stanley, 1814)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.89179","","","","","","","","a6167bc3013a2b08772f60c482504799","","","MaterialEntity","","","","true","","","","","","","","syntype","Cinclus pallasii tenuirostris Bonaparte, 1850"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.12991","","","","","","","","0ed093a4e214c624ba1276144978ca73","","","MaterialEntity","","","","true","","","","","","","","","Garrulus glandarius glandarius Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.134549","","","","","","","","9a9430bfdf6ec1f8c64e6d01a26abfad","","","MaterialEntity","","","","true","","","","","","","","","Nectarinia sericea aspasioides Gray, 1860"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.22608","","","","","","","","978ba951f2ead07bd72bd6bb0dd2ee9a","","","MaterialEntity","","","","true","","","","","","","","","Buteo buteo buteo Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.126199","","","","","","","","2143fc6a8a6d2175b75c83d4314cb787","","","MaterialEntity","","","","true","","","","","","","","","Pycnonotus erythropthalmos salvadorii Sharpe, 1874"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.83178","","","","","","","","d4b0e3cdce3525164ebf89b76a5efc02","","","MaterialEntity","","","","true","","","","","","","","","Trachyphonus erythrocephalus erythrocephalus Cabanis"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.85535","","","","","","","","4c76e207934e3442ac3466cc7aee6779","","","MaterialEntity","","","","true","","","","","","","","","Accipiter nisus nisus (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.13240","","","","","","","","2b69e365d6a3fdd3584f8cf8d58c3fc3","","","MaterialEntity","","","","true","","","","","","","","","Anas acuta Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.177712","","","","","","","","a90e14a9b95a76487b8d2fccced90d92","","","MaterialEntity","","","","true","","","","","","","","","Prinia familiaris Horsfield, 1821"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.216759","","","","","","","","19aded0aba45746cde7db1a6722a3384","","","MaterialEntity","","","","true","","","","","","","","","Lopholaimus antarcticus (Shaw)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.146315","","","","","","","","6e337ebd73d61cfbd7f21a3f256e3a6c","","","MaterialEntity","","","","true","","","","","","","","","Turdus merula merula Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.210840","","","","","","","","02d3858b7da7d3d38d4b548f9d555fa9","","","MaterialEntity","","","","true","","","","","","","","","Tanygnathus megalorynchos megalorynchos (Boddaert)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.195661","","","","","","","","232648b1fdaaace5ddbe87c60b23f146","","","MaterialEntity","","","","true","","","","","","","","","Tyto rosenbergii (Schlegel, 1866)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.50234","","","","","","","","a9482e605cfbb9fdfade2aeb190c2132","","","MaterialEntity","","","","true","","","","","","","","","Emberiza schoeniclus schoeniclus (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.48901","","","","","","","","af199ce37e47cb0785c22625f64f04a2","","","MaterialEntity","","","","true","","","","","","","","","Calidris canutus canutus (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.208197","","","","","","","","1e8ca4355c28720e1cff4c47e4d729ff","","","MaterialEntity","","","","true","","","","","","","","","Kakatoe galerita triton (Temminck)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.20175","","","","","","","","061d52228a88e639cda326e52651ff15","","","MaterialEntity","","","","true","","","","","","","","","Melanitta nigra Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.27974","","","","","","","","f48250c3f2e32d7371d46b8c327c8d1e","","","MaterialEntity","","","","true","","","","","","","","","Tyrannus savana monachus Hartlaub, 1844"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.122916","","","","","","","","1e54cd90bf0480c59ca62ebfc61b95a2","","","MaterialEntity","","","","true","","","","","","","","","Anthus novaeseelandiae medius Wallace, 1863"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.54896","","","","","","","","c56c6d6b21d2b0bf80be22cdf8581a05","","","MaterialEntity","","","","true","","","","","","","","","Astrapia nigra ssp [new Onin ssp?] Gmelin, J.F., 1788"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.183417","","","","","","","","2894f8c997cc390c82463b67c450cca2","","","MaterialEntity","","","","true","","","","","","","","","Sporophila minuta minuta (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.97775","","","","","","","","0d7b201519a8acfe334af267c28835e6","","","MaterialEntity","","","","true","","","","","","","","","Orthotomus sepium sepium Horsfield, 1821"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.18641","","","","","","","","092be6388db8b7d9c7b6fba2e09a4959","","","MaterialEntity","","","","true","","","","","","","","","Peneothello cyanus atricapilla (Hartert & Paludan, 1934)"
