eventID	assertionID	assertionType	assertionTypeIRI	assertionValue	assertionValueIRI	assertionValueNumeric	assertionUnit	assertionUnitIRI	assertionProtocols	assertionProtocolID
BROKE_WEST_RMT_030	BROKE_WEST_RMT_030_sol_az	Solar Azimuth				250.6320543	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_031	BROKE_WEST_RMT_031_sol_az	Solar Azimuth				75.823378512	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_032	BROKE_WEST_RMT_032_sol_az	Solar Azimuth				18.827625338	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_033	BROKE_WEST_RMT_033_sol_az	Solar Azimuth				6.9842496507	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_034	BROKE_WEST_RMT_034_sol_az	Solar Azimuth				147.40539998	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_035	BROKE_WEST_RMT_035_sol_az	Solar Azimuth				331.03661497	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_036	BROKE_WEST_RMT_036_sol_az	Solar Azimuth				324.80486176	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_037	BROKE_WEST_RMT_037_sol_az	Solar Azimuth				243.13741592	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_038	BROKE_WEST_RMT_038_sol_az	Solar Azimuth				10.751520322	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_039	BROKE_WEST_RMT_039_sol_az	Solar Azimuth				165.24685765	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_040	BROKE_WEST_RMT_040_sol_az	Solar Azimuth				118.81431346	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_041	BROKE_WEST_RMT_041_sol_az	Solar Azimuth				113.75432545	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_042	BROKE_WEST_RMT_042_sol_az	Solar Azimuth				320.0005429	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_043	BROKE_WEST_RMT_043_sol_az	Solar Azimuth				260.4017907	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_044	BROKE_WEST_RMT_044_sol_az	Solar Azimuth				187.09383278	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_045	BROKE_WEST_RMT_045_sol_az	Solar Azimuth				188.77261481	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_046	BROKE_WEST_RMT_046_sol_az	Solar Azimuth				223.43093827	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_047	BROKE_WEST_RMT_047_sol_az	Solar Azimuth				181.77674953	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_048	BROKE_WEST_RMT_048_sol_az	Solar Azimuth				66.698926028	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_049	BROKE_WEST_RMT_049_sol_az	Solar Azimuth				15.645849739	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_050	BROKE_WEST_RMT_050_sol_az	Solar Azimuth				191.56109002	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_051	BROKE_WEST_RMT_051_sol_az	Solar Azimuth				280.47289599	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_052	BROKE_WEST_RMT_052_sol_az	Solar Azimuth				275.7087021	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_053	BROKE_WEST_RMT_053_sol_az	Solar Azimuth				184.98308034	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_054	BROKE_WEST_RMT_054_sol_az	Solar Azimuth				70.223126153	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_055	BROKE_WEST_RMT_055_sol_az	Solar Azimuth				16.088004924	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_056	BROKE_WEST_RMT_056_sol_az	Solar Azimuth				329.06959474	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_057	BROKE_WEST_RMT_057_sol_az	Solar Azimuth				320.09210312	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_058	BROKE_WEST_RMT_058_sol_az	Solar Azimuth				307.46365006	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_059	BROKE_WEST_RMT_059_sol_az	Solar Azimuth				231.17486735	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_060	BROKE_WEST_RMT_060_sol_az	Solar Azimuth				139.78593412	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_061	BROKE_WEST_RMT_061_sol_az	Solar Azimuth				101.28835595	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_062	BROKE_WEST_RMT_062_sol_az	Solar Azimuth				341.69134068	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_063	BROKE_WEST_RMT_063_sol_az	Solar Azimuth				328.25538077	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_064	BROKE_WEST_RMT_064_sol_az	Solar Azimuth				282.58892434	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_065	BROKE_WEST_RMT_065_sol_az	Solar Azimuth				275.32705788	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_066	BROKE_WEST_RMT_066_sol_az	Solar Azimuth				199.80551137	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_067	BROKE_WEST_RMT_067_sol_az	Solar Azimuth				143.8307945	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_068	BROKE_WEST_RMT_068_sol_az	Solar Azimuth				55.106360406	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_069	BROKE_WEST_RMT_069_sol_az	Solar Azimuth				290.65860671	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_070	BROKE_WEST_RMT_070_sol_az	Solar Azimuth				282.32223111	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_071	BROKE_WEST_RMT_071_sol_az	Solar Azimuth				232.34600606	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_072	BROKE_WEST_RMT_072_sol_az	Solar Azimuth				73.501805031	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_073	BROKE_WEST_RMT_073_sol_az	Solar Azimuth				63.036135225	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_074	BROKE_WEST_RMT_074_sol_az	Solar Azimuth				301.87285789	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_075	BROKE_WEST_RMT_075_sol_az	Solar Azimuth				297.75958148	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_076	BROKE_WEST_RMT_076_sol_az	Solar Azimuth				293.25214446	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_077	BROKE_WEST_RMT_077_sol_az	Solar Azimuth				230.30050547	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_078	BROKE_WEST_RMT_078_sol_az	Solar Azimuth				219.69276932	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_079	BROKE_WEST_RMT_079_sol_az	Solar Azimuth				156.07343797	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_080	BROKE_WEST_RMT_080_sol_az	Solar Azimuth				65.211013791	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_081	BROKE_WEST_RMT_081_sol_az	Solar Azimuth				333.68980332	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_082	BROKE_WEST_RMT_082_sol_az	Solar Azimuth				68.223973672	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_083	BROKE_WEST_RMT_083_sol_az	Solar Azimuth				4.5333694063	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_084	BROKE_WEST_RMT_084_sol_az	Solar Azimuth				353.6826535	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_085	BROKE_WEST_RMT_085_sol_az	Solar Azimuth				200.6935875	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_086	BROKE_WEST_RMT_086_sol_az	Solar Azimuth				48.258564197	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_087	BROKE_WEST_RMT_087_sol_az	Solar Azimuth				67.21210047	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_088	BROKE_WEST_RMT_088_sol_az	Solar Azimuth				11.215570015	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_089	BROKE_WEST_RMT_089_sol_az	Solar Azimuth				4.8152753948	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_090	BROKE_WEST_RMT_090_sol_az	Solar Azimuth				253.35330052	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_091	BROKE_WEST_RMT_091_sol_az	Solar Azimuth				222.90876905	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_092	BROKE_WEST_RMT_092_sol_az	Solar Azimuth				218.2656232	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_093	BROKE_WEST_RMT_093_sol_az	Solar Azimuth				126.94171395	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_094	BROKE_WEST_RMT_094_sol_az	Solar Azimuth				74.819686027	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_095	BROKE_WEST_RMT_095_sol_az	Solar Azimuth				65.999428246	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_096	BROKE_WEST_RMT_096_sol_az	Solar Azimuth				57.093991106	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_097	BROKE_WEST_RMT_097_sol_az	Solar Azimuth				245.21871537	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_098	BROKE_WEST_RMT_098_sol_az	Solar Azimuth				20.322037819	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_099	BROKE_WEST_RMT_099_sol_az	Solar Azimuth				1.9181775116	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_100	BROKE_WEST_RMT_100_sol_az	Solar Azimuth				353.39598353	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_101	BROKE_WEST_RMT_101_sol_az	Solar Azimuth				208.91301528	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_102	BROKE_WEST_RMT_102_sol_az	Solar Azimuth				95.391668747	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_103	BROKE_WEST_RMT_103_sol_az	Solar Azimuth				76.266171216	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_104	BROKE_WEST_RMT_104_sol_az	Solar Azimuth				21.879551707	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_105	BROKE_WEST_RMT_105_sol_az	Solar Azimuth				290.02204098	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_106	BROKE_WEST_RMT_106_sol_az	Solar Azimuth				259.04769006	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_107	BROKE_WEST_RMT_107_sol_az	Solar Azimuth				122.39129019	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_108	BROKE_WEST_RMT_108_sol_az	Solar Azimuth				69.980129059	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_109	BROKE_WEST_RMT_109_sol_az	Solar Azimuth				1.3789834261	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_110	BROKE_WEST_RMT_110_sol_az	Solar Azimuth				273.50945562	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_111	BROKE_WEST_RMT_111_sol_az	Solar Azimuth				217.70221517	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_112	BROKE_WEST_RMT_112_sol_az	Solar Azimuth				262.55960125	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_113	BROKE_WEST_RMT_113_sol_az	Solar Azimuth				228.33203584	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_114	BROKE_WEST_RMT_114_sol_az	Solar Azimuth				81.530335403	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_115	BROKE_WEST_RMT_115_sol_az	Solar Azimuth				324.72578745	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_116	BROKE_WEST_RMT_116_sol_az	Solar Azimuth				231.85144084	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_117	BROKE_WEST_RMT_117_sol_az	Solar Azimuth				130.46244135	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_118	BROKE_WEST_RMT_118_sol_az	Solar Azimuth				90.115448838	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_119	BROKE_WEST_RMT_119_sol_az	Solar Azimuth				52.888707908	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_120	BROKE_WEST_RMT_120_sol_az	Solar Azimuth				352.27573776	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_121	BROKE_WEST_RMT_121_sol_az	Solar Azimuth				323.92844581	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_122	BROKE_WEST_RMT_122_sol_az	Solar Azimuth				274.06007967	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_123	BROKE_WEST_RMT_123_sol_az	Solar Azimuth				234.60328633	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_124	BROKE_WEST_RMT_124_sol_az	Solar Azimuth				50.909563727	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_125	BROKE_WEST_RMT_125_sol_az	Solar Azimuth				282.53281746	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_001	BROKE_WEST_RMT_001_sol_elev	Solar elevation				-3.5605698892	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_002	BROKE_WEST_RMT_002_sol_elev	Solar elevation				18.07871982	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_003	BROKE_WEST_RMT_003_sol_elev	Solar elevation				-7.4889873434	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_004	BROKE_WEST_RMT_004_sol_elev	Solar elevation				44.276749929	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_005	BROKE_WEST_RMT_005_sol_elev	Solar elevation				2.0777412851	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_006	BROKE_WEST_RMT_006_sol_elev	Solar elevation				42.475158501	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_007	BROKE_WEST_RMT_007_sol_elev	Solar elevation				5.4696889662	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_008	BROKE_WEST_RMT_008_sol_elev	Solar elevation				43.614288148	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_009	BROKE_WEST_RMT_009_sol_elev	Solar elevation				39.643933733	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_010	BROKE_WEST_RMT_010_sol_elev	Solar elevation				0.35659348205	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_011	BROKE_WEST_RMT_011_sol_elev	Solar elevation				28.243883315	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_012	BROKE_WEST_RMT_012_sol_elev	Solar elevation				23.968387125	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_013	BROKE_WEST_RMT_013_sol_elev	Solar elevation				2.1851930325	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_014	BROKE_WEST_RMT_014_sol_elev	Solar elevation				0.88730285461	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_015	BROKE_WEST_RMT_015_sol_elev	Solar elevation				-0.17408462782	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_016	BROKE_WEST_RMT_016_sol_elev	Solar elevation				0.51995448798	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_017	BROKE_WEST_RMT_017_sol_elev	Solar elevation				20.451723473	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_018	BROKE_WEST_RMT_018_sol_elev	Solar elevation				39.803710698	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_019	BROKE_WEST_RMT_019_sol_elev	Solar elevation				21.908391436	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_020	BROKE_WEST_RMT_020_sol_elev	Solar elevation				9.6653927188	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_021	BROKE_WEST_RMT_021_sol_elev	Solar elevation				-0.80064499515	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_022	BROKE_WEST_RMT_022_sol_elev	Solar elevation				3.421861797	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_023	BROKE_WEST_RMT_023_sol_elev	Solar elevation				1.3000656305	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_024	BROKE_WEST_RMT_024_sol_elev	Solar elevation				-1.7586283126	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_025	BROKE_WEST_RMT_025_sol_elev	Solar elevation				41.820130932	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_026	BROKE_WEST_RMT_026_sol_elev	Solar elevation				42.277767365	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_027	BROKE_WEST_RMT_027_sol_elev	Solar elevation				31.159924262	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_028	BROKE_WEST_RMT_028_sol_elev	Solar elevation				45.138448122	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_029	BROKE_WEST_RMT_029_sol_elev	Solar elevation				25.093625496	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_030	BROKE_WEST_RMT_030_sol_elev	Solar elevation				10.951514684	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_031	BROKE_WEST_RMT_031_sol_elev	Solar elevation				28.316157542	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_032	BROKE_WEST_RMT_032_sol_elev	Solar elevation				44.994594647	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_033	BROKE_WEST_RMT_033_sol_elev	Solar elevation				45.879358193	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_034	BROKE_WEST_RMT_034_sol_elev	Solar elevation				-3.9933082599	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_035	BROKE_WEST_RMT_035_sol_elev	Solar elevation				41.344986802	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_036	BROKE_WEST_RMT_036_sol_elev	Solar elevation				40.162878689	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_037	BROKE_WEST_RMT_037_sol_elev	Solar elevation				7.6854413043	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_038	BROKE_WEST_RMT_038_sol_elev	Solar elevation				41.626543916	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
BROKE_WEST_RMT_039	BROKE_WEST_RMT_039_sol_elev	Solar elevation				-4.3766437428	deg	http://vocab.nerc.ac.uk/collection/P06/current/UAAA/	solar azimuth, elevation and day length	light_conditions
