occurrenceID	eventID	surveyTargetID	recordedBy	recordedByID	organismQuantity	organismQuantityType	lifeStage	occurrenceStatus	verbatimIdentification	identifiedBy	identifiedByID	taxonID	kingdom	scientificName	taxonRank
BROKE_WEST_RMT_099_RMT8_BROKE_WEST_RMT_099_RMT8_234695	BROKE_WEST_RMT_099_RMT8	BROKE_WEST_RMT_099_RMT8_234695	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Notolepis coatsi	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234695	Animalia	Notolepis coatsi	Species
BROKE_WEST_RMT_099_RMT8_BROKE_WEST_RMT_099_RMT8_234552	BROKE_WEST_RMT_099_RMT8	BROKE_WEST_RMT_099_RMT8_234552	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Bathydraco sp.	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234552	Animalia	Bathydraco	Genus
BROKE_WEST_RMT_099_RMT8_BROKE_WEST_RMT_099_RMT8_234834	BROKE_WEST_RMT_099_RMT8	BROKE_WEST_RMT_099_RMT8_234834	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	2	individuals		detected	Cygnodraco mawsoni	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234834	Animalia	Cygnodraco mawsoni	Species
BROKE_WEST_RMT_100_RMT8_BROKE_WEST_RMT_100_RMT8_234730	BROKE_WEST_RMT_100_RMT8	BROKE_WEST_RMT_100_RMT8_234730	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Pogonophryne marmorata	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234730	Animalia	Pogonophryne marmorata	Species
BROKE_WEST_RMT_100_RMT8_BROKE_WEST_RMT_100_RMT8_234552	BROKE_WEST_RMT_100_RMT8	BROKE_WEST_RMT_100_RMT8_234552	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	2	individuals		detected	Bathydraco sp.	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234552	Animalia	Bathydraco	Genus
BROKE_WEST_RMT_100_RMT8_BROKE_WEST_RMT_100_RMT8_234834	BROKE_WEST_RMT_100_RMT8	BROKE_WEST_RMT_100_RMT8_234834	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Cygnodraco mawsoni	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234834	Animalia	Cygnodraco mawsoni	Species
BROKE_WEST_RMT_106_RMT8_BROKE_WEST_RMT_106_RMT8_234582	BROKE_WEST_RMT_106_RMT8	BROKE_WEST_RMT_106_RMT8_234582	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	2	individuals		detected	Chionodraco sp.	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234582	Animalia	Chionodraco	Genus
BROKE_WEST_RMT_106_RMT8_BROKE_WEST_RMT_106_RMT8_234721	BROKE_WEST_RMT_106_RMT8	BROKE_WEST_RMT_106_RMT8_234721	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Pleuragramma antarcticum	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234721	Animalia	Pleuragramma antarcticum	Species
BROKE_WEST_RMT_107_RMT8_BROKE_WEST_RMT_107_RMT8_234730	BROKE_WEST_RMT_107_RMT8	BROKE_WEST_RMT_107_RMT8_234730	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Pogonophryne marmorata	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234730	Animalia	Pogonophryne marmorata	Species
BROKE_WEST_RMT_107_RMT8_BROKE_WEST_RMT_107_RMT8_234799	BROKE_WEST_RMT_107_RMT8	BROKE_WEST_RMT_107_RMT8_234799	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	1	individual		detected	Racovitzia glacialis	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	urn:lsid:marinespecies.org:taxname:234799	Animalia	Racovitzia glacialis	Species
