materialEntityID	assertionID	assertionType	assertionTypeIRI	assertionValue	assertionValueIRI	assertionValueNumeric	assertionUnit	assertionUnitIRI
AAV3FF_00001	AAV3FF_00001_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			41	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00002	AAV3FF_00002_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			26	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00003	AAV3FF_00003_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			13	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00004	AAV3FF_00004_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			36	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00006	AAV3FF_00006_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			46	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00007	AAV3FF_00007_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00012	AAV3FF_00012_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			72	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00013	AAV3FF_00013_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			55	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00014	AAV3FF_00014_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00015	AAV3FF_00015_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			58	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00016	AAV3FF_00016_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00017	AAV3FF_00017_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00018	AAV3FF_00018_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			59	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00019	AAV3FF_00019_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00020	AAV3FF_00020_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00021	AAV3FF_00021_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00022	AAV3FF_00022_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00023	AAV3FF_00023_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00024	AAV3FF_00024_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00025	AAV3FF_00025_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			73	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00026	AAV3FF_00026_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00027	AAV3FF_00027_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			58	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00028	AAV3FF_00028_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00029	AAV3FF_00029_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00030	AAV3FF_00030_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00031	AAV3FF_00031_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			72	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00032	AAV3FF_00032_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00033	AAV3FF_00033_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			73	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00034	AAV3FF_00034_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			57	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00035	AAV3FF_00035_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			56	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00036	AAV3FF_00036_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00037	AAV3FF_00037_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00038	AAV3FF_00038_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00039	AAV3FF_00039_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00040	AAV3FF_00040_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			57	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00041	AAV3FF_00041_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00042	AAV3FF_00042_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00043	AAV3FF_00043_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			59	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00044	AAV3FF_00044_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			59	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00045	AAV3FF_00045_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00058	AAV3FF_00058_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00059	AAV3FF_00059_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00060	AAV3FF_00060_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00061	AAV3FF_00061_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			74	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00062	AAV3FF_00062_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00063	AAV3FF_00063_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00064	AAV3FF_00064_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			72	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00065	AAV3FF_00065_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00066	AAV3FF_00066_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00067	AAV3FF_00067_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			93	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00068	AAV3FF_00068_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00069	AAV3FF_00069_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00070	AAV3FF_00070_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			60	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00071	AAV3FF_00071_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			74	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00072	AAV3FF_00072_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			58	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00073	AAV3FF_00073_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00074	AAV3FF_00074_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			57	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00075	AAV3FF_00075_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01				mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00077	AAV3FF_00077_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00078	AAV3FF_00078_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00079	AAV3FF_00079_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00080	AAV3FF_00080_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00081	AAV3FF_00081_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00082	AAV3FF_00082_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00083	AAV3FF_00083_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			61	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00084	AAV3FF_00084_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00085	AAV3FF_00085_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			63	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00086	AAV3FF_00086_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00087	AAV3FF_00087_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			69	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00088	AAV3FF_00088_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00089	AAV3FF_00089_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00090	AAV3FF_00090_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00091	AAV3FF_00091_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00092	AAV3FF_00092_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00093	AAV3FF_00093_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00094	AAV3FF_00094_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00095	AAV3FF_00095_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			63	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00096	AAV3FF_00096_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00097	AAV3FF_00097_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00098	AAV3FF_00098_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			61	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00099	AAV3FF_00099_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00100	AAV3FF_00100_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00101	AAV3FF_00101_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00102	AAV3FF_00102_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00103	AAV3FF_00103_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00104	AAV3FF_00104_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00105	AAV3FF_00105_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00106	AAV3FF_00106_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			58	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00107	AAV3FF_00107_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00108	AAV3FF_00108_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			57	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00109	AAV3FF_00109_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			60	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00110	AAV3FF_00110_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			57	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00111	AAV3FF_00111_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			35	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00112	AAV3FF_00112_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			16	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00113	AAV3FF_00113_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			16	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00114	AAV3FF_00114_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			15	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00115	AAV3FF_00115_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			16	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00116	AAV3FF_00116_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			31	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00117	AAV3FF_00117_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			32	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00118	AAV3FF_00118_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			40	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00119	AAV3FF_00119_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			38	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00120	AAV3FF_00120_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			45	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00121	AAV3FF_00121_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			41	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00123	AAV3FF_00123_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			42	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00124	AAV3FF_00124_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			37	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00125	AAV3FF_00125_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00126	AAV3FF_00126_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			16	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00130	AAV3FF_00130_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00132	AAV3FF_00132_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			45	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00154	AAV3FF_00154_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00155	AAV3FF_00155_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			44	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00156	AAV3FF_00156_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			35	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00157	AAV3FF_00157_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			36	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00158	AAV3FF_00158_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			36	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00159	AAV3FF_00159_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			38	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00160	AAV3FF_00160_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00161	AAV3FF_00161_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00162	AAV3FF_00162_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00163	AAV3FF_00163_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00164	AAV3FF_00164_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00165	AAV3FF_00165_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00166	AAV3FF_00166_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			16	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00167	AAV3FF_00167_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			36	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00168	AAV3FF_00168_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			41	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00169	AAV3FF_00169_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			38	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00170	AAV3FF_00170_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			38	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00171	AAV3FF_00171_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			15	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00172	AAV3FF_00172_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00174	AAV3FF_00174_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			35	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00175	AAV3FF_00175_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			33	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00181	AAV3FF_00181_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00182	AAV3FF_00182_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00183	AAV3FF_00183_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00184	AAV3FF_00184_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00185	AAV3FF_00185_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			61	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00196	AAV3FF_00196_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00197	AAV3FF_00197_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			46	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00198	AAV3FF_00198_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			11	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00199	AAV3FF_00199_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			29	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00227	AAV3FF_00227_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			52	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00228	AAV3FF_00228_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			39	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00229	AAV3FF_00229_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			33	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00230	AAV3FF_00230_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00231	AAV3FF_00231_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			16	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00232	AAV3FF_00232_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			15	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00233	AAV3FF_00233_SL	Standard Length	http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
