"mediaID"	"mediaType"	"accessURI"	"format"	"rights"	"Owner"	"mediaDescription"
"P102.2BS_00L72S_66S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_66SP102.2BS_agriculture_2018_00L72S_66S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P102.2BS_00L72S_67S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_67SP102.2BS_agriculture_2018_00L72S_67S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P102.2BS_00L72S_68S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_68SP102.2BS_agriculture_2018_00L72S_68S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P102.2BS_00L72S_69S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_69SP102.2BS_agriculture_2018_00L72S_69S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P102.2BS_00L72S_70S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_70SP102.2BS_agriculture_2018_00L72S_70S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P102.2BS_00L72S_71S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_71SP102.2BS_agriculture_2018_00L72S_71S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P102.2BS_00L72S_72S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP102.2BSP102.2BS_00L72S_72SP102.2BS_agriculture_2018_00L72S_72S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AL_01L12S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ALP103.2AL_01L12S_01LP103.2AL_wet_2018_01L12S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_01SP103.2AS_wet_2018_01L12S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_02SP103.2AS_wet_2018_01L12S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_03SP103.2AS_wet_2018_01L12S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_04SP103.2AS_wet_2018_01L12S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_05SP103.2AS_wet_2018_01L12S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_06SP103.2AS_wet_2018_01L12S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_07SP103.2AS_wet_2018_01L12S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_08SP103.2AS_wet_2018_01L12S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_09SP103.2AS_wet_2018_01L12S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_10SP103.2AS_wet_2018_01L12S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_11SP103.2AS_wet_2018_01L12S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2AS_01L12S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2ASP103.2AS_01L12S_12SP103.2AS_wet_2018_01L12S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BL_01L19S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BLP103.2BL_01L19S_01LP103.2BL_wet_2018_01L19S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_01SP103.2BS_wet_2018_01L19S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_02SP103.2BS_wet_2018_01L19S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_03SP103.2BS_wet_2018_01L19S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_04SP103.2BS_wet_2018_01L19S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_05SP103.2BS_wet_2018_01L19S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_06SP103.2BS_wet_2018_01L19S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_07SP103.2BS_wet_2018_01L19S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_08SP103.2BS_wet_2018_01L19S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_09SP103.2BS_wet_2018_01L19S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_10SP103.2BS_wet_2018_01L19S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_11SP103.2BS_wet_2018_01L19S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_12SP103.2BS_wet_2018_01L19S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_13S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_13SP103.2BS_wet_2018_01L19S_13S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_14S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_14SP103.2BS_wet_2018_01L19S_14S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_15S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_15SP103.2BS_wet_2018_01L19S_15S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_16S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_16SP103.2BS_wet_2018_01L19S_16S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_17S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_17SP103.2BS_wet_2018_01L19S_17S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_18S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_18SP103.2BS_wet_2018_01L19S_18S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P103.2BS_01L19S_19S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP103.2BSP103.2BS_01L19S_19SP103.2BS_wet_2018_01L19S_19S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AL_01L11S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ALP105.2AL_01L11S_01LP105.2AL_wet_2018_01L11S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_01SP105.2AS_wet_2018_01L11S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_02SP105.2AS_wet_2018_01L11S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_03SP105.2AS_wet_2018_01L11S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_04SP105.2AS_wet_2018_01L11S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_05SP105.2AS_wet_2018_01L11S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_06SP105.2AS_wet_2018_01L11S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_07SP105.2AS_wet_2018_01L11S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_08SP105.2AS_wet_2018_01L11S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_09SP105.2AS_wet_2018_01L11S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_10SP105.2AS_wet_2018_01L11S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2AS_01L11S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2ASP105.2AS_01L11S_11SP105.2AS_wet_2018_01L11S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BL_01L43S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BLP105.2BL_01L43S_01LP105.2BL_wet_2018_01L43S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_01SP105.2BS_wet_2018_01L43S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_02SP105.2BS_wet_2018_01L43S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_03SP105.2BS_wet_2018_01L43S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_04SP105.2BS_wet_2018_01L43S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_05SP105.2BS_wet_2018_01L43S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_06SP105.2BS_wet_2018_01L43S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_07SP105.2BS_wet_2018_01L43S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_08SP105.2BS_wet_2018_01L43S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_09SP105.2BS_wet_2018_01L43S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_10SP105.2BS_wet_2018_01L43S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_11SP105.2BS_wet_2018_01L43S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_12SP105.2BS_wet_2018_01L43S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_13S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_13SP105.2BS_wet_2018_01L43S_13S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_14S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_14SP105.2BS_wet_2018_01L43S_14S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_15S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_15SP105.2BS_wet_2018_01L43S_15S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_16S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_16SP105.2BS_wet_2018_01L43S_16S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_17S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_17SP105.2BS_wet_2018_01L43S_17S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_18S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_18SP105.2BS_wet_2018_01L43S_18S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_19S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_19SP105.2BS_wet_2018_01L43S_19S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_20S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_20SP105.2BS_wet_2018_01L43S_20S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_21S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_21SP105.2BS_wet_2018_01L43S_21S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_22S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_22SP105.2BS_wet_2018_01L43S_22S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_23S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_23SP105.2BS_wet_2018_01L43S_23S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_24S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_24SP105.2BS_wet_2018_01L43S_24S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P105.2BS_01L43S_25S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP105.2BSP105.2BS_01L43S_25SP105.2BS_wet_2018_01L43S_25S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
