"uid","domainID","siteID","namedLocation","passStartTime","passEndTime","eventID","passNumber","specimenNumber","taxonID","scientificName","taxonRank","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","fishTotalLength","fishWeight","delt","efMortality","efInjury","fishLifeStage","sampleTypeCollected","voucherSampleID","dnaSampleID","identifiedBy","remarks","publicationDate","release"
"e63e777b-1019-4f2f-b2f0-a8c24d7754f2","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,1,"SALTRU","Salmo trutta","species",NA,NA,NA,129,22,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"4156caa0-a913-46c7-9949-c980d078a596","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,4,"SALTRU","Salmo trutta","species",NA,NA,NA,226,97,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"d05ab42e-9d93-41a7-a30d-76715d884b61","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,5,"SALTRU","Salmo trutta","species",NA,NA,NA,233,119,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"01236d07-b824-490a-ab3d-44ce351e237b","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,3,"SALTRU","Salmo trutta","species",NA,NA,NA,113,14,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"f4246e1b-f3db-4ac9-b34f-7689f0adfa04","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,12,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,31,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"1822c0fe-c15f-4b48-aadf-e606eadb22f2","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,7,"SALSP2","Salmonidae sp.","family",NA,NA,NA,109,12,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"3da6b127-1b9e-4969-9c2d-868e03c10d2b","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 20:30:00,2019-04-24 21:40:00,"BIGC.20190424.07.1.e-fisher",1,9,"SALTRU","Salmo trutta","species",NA,NA,NA,97,10,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"d75bd81f-bba3-4100-b123-c8980425e42d","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,11,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,32,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"9ce3f657-80d9-4937-a5e9-c1e3c21e48af","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,10,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,27,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"690fbd17-b1d4-4e0f-ad2e-a575991eaeaf","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,7,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,30,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"c0052de7-55b4-42af-ab18-5469dbc6a25e","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,4,"SALTRU","Salmo trutta","species",NA,NA,NA,117,15,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"9f9fbebf-95e7-4e18-bb1e-6c531b39e79f","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,3,"SALTRU","Salmo trutta","species",NA,NA,NA,122,19,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"07a567c7-c6c5-4fcf-88a0-64c7fbc2dc8e","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,2,"SALTRU","Salmo trutta","species",NA,NA,NA,103,16,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"73f546d8-865a-4d48-934c-d38b70aa2b79","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,9,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,27,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"1e6599c7-9b71-47b2-9cd0-932842cb004a","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,5,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,24,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"50b4edc3-a365-4ac4-8ca4-1b166aaf896a","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,8,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,25,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"4e2d2a96-d9e7-4155-8ce1-5ab015a5cc6d","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,1,"SALTRU","Salmo trutta","species",NA,NA,NA,150,30,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"b83cd405-52fb-4ba7-b955-eb2c8d29298e","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,12,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,28,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"0b77a648-6cf7-4fa8-9ece-ee28a2b17ca6","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 22:17:00,2019-04-24 23:14:00,"BIGC.20190424.07.2.e-fisher",2,6,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,26,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"fdf426f1-40db-4253-931a-e03eaaadef54","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,7,"SALTRU","Salmo trutta","species",NA,NA,NA,194,67,NA,"Y",NA,"adult","voucher sample only","FSH.BIGC.07.20190424.3.0007",NA,"0000-0001-7072-0706","Died from over shocking","20231227T174945Z","RELEASE-2024"
"8a4f7827-a9f2-4695-8791-ee613df8babe","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,4,"SALTRU","Salmo trutta","species",NA,NA,NA,115,13,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"26ba9122-1eeb-4b69-8811-3ea3ea7e308f","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,6,"SALTRU","Salmo trutta","species",NA,NA,NA,130,21,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"3d428b81-3262-4858-873e-325e4c9666c8","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,3,"SALTRU","Salmo trutta","species",NA,NA,NA,127,22,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"30ca1da2-780e-4a4c-afbf-41fae54c067a","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,1,"SALTRU","Salmo trutta","species",NA,NA,NA,134,22,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"49e38fca-40a0-466a-94aa-662a74f17918","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,2,"SALTRU","Salmo trutta","species",NA,NA,NA,132,20,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"7c9a25e6-b257-4cfd-b203-14a2f7b97176","D17","BIGC","BIGC.AOS.fish.point.07",2019-04-24 23:26:00,2019-04-25 00:41:00,"BIGC.20190424.07.3.e-fisher",3,5,"SALTRU","Salmo trutta","species",NA,NA,NA,122,19,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"26a7b673-c6cf-4b76-a798-8f4f12ba0c3b","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,7,"SALTRU","Salmo trutta","species",NA,NA,NA,101,13,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"6acb64cf-3d41-44f3-b17c-8fb5b6e84104","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,21,"SALTRU","Salmo trutta","species",NA,NA,NA,106,12,"Deformities",NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"82325e40-20cd-47f3-b456-2df65276c567","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,30,"SALTRU","Salmo trutta","species",NA,NA,NA,128,24,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"b971f8d6-9799-4ef1-aa4d-b747b506d093","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,28,"SALTRU","Salmo trutta","species",NA,NA,NA,127,20,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"c12b2525-4e25-477a-a598-9df6f2173035","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,10,"SALTRU","Salmo trutta","species",NA,NA,NA,211,95,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"42536cad-c0a0-46f6-9e54-9429c823e722","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,36,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,25,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"d1a00947-272d-4a07-9a3d-dac672773eb9","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,33,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,21,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"51b4416c-d1fc-42c9-a726-9867b530199d","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,15,"SALTRU","Salmo trutta","species",NA,NA,NA,200,91,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"13d49c55-f761-48ab-839f-b2003a9a5483","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,27,"SALTRU","Salmo trutta","species",NA,NA,NA,205,79,"Lesions/parasites",NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"fbacd0e1-7fbe-4bd6-bcb4-24a118fcc273","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,2,"SALTRU","Salmo trutta","species",NA,NA,NA,206,80,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"d68606f3-485a-4578-8846-8821842c8e89","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,4,"SALTRU","Salmo trutta","species",NA,NA,NA,193,63,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"bdbc4df9-d458-4241-bce0-cc1b1bc8b976","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,5,"SALTRU","Salmo trutta","species",NA,NA,NA,134,19,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"8ad34c21-218e-40ef-b870-603f553e90cc","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,20,"SALTRU","Salmo trutta","species",NA,NA,NA,116,12,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"f0c1ad4b-b3cc-47e0-bba6-b0f501f1b749","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,6,"SALTRU","Salmo trutta","species",NA,NA,NA,116,16,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"bc1aaf3a-fd77-4ed2-9ceb-0f0708fd19fe","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,16,"SALTRU","Salmo trutta","species",NA,NA,NA,116,16,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"780a34cd-9c19-43c1-b717-2194aeceba14","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,14,"SALTRU","Salmo trutta","species",NA,NA,NA,118,16,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"e13de894-3e59-4c04-854a-da902e7eb9ee","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,17,"SALTRU","Salmo trutta","species",NA,NA,NA,194,68,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"2fde4dc2-2518-4d37-a015-341da5efa07a","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,3,"SALTRU","Salmo trutta","species",NA,NA,NA,91,8,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"3b1e62a6-0c48-4c2f-8d2a-9ec2cf96dc90","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,13,"SALTRU","Salmo trutta","species",NA,NA,NA,115,17,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"3e9f1c12-b3d5-4f93-9c8d-5374d82cdaee","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,38,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,28,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"8c1b8490-d2d3-4394-8c23-9fe6c69e390d","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,37,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,23,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"2263b2a8-5b53-4d42-af9c-f9e40fd6e789","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,26,"SALTRU","Salmo trutta","species",NA,NA,NA,92,8,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"d1751420-83b3-458c-8b7f-aa233c2aec2b","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,35,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,30,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"8db76369-f9a6-4e87-942b-3f9fe6c37938","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,12,"SALTRU","Salmo trutta","species",NA,NA,NA,112,18,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"89040bdc-7183-4af8-9d93-09f85486fee2","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,19,"SALTRU","Salmo trutta","species",NA,NA,NA,209,80,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"eb75b3a8-5dd7-4b30-9bde-39ab31007ff6","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,22,"SALTRU","Salmo trutta","species",NA,NA,NA,114,11,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"a2fb2b65-66c6-481d-8d07-c0ddc52de892","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,23,"SALTRU","Salmo trutta","species",NA,NA,NA,118,18,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"1cdcb62d-ba69-45c2-a541-f2270e54b60b","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,40,"SALTRU","Salmo trutta","species",NA,NA,NA,191,55,NA,"Y",NA,"adult","both voucher and dna samples collected","FSH.BIGC.08.20190425.1.0040","FSH.BIGC.08.20190425.1.0040.DNA","0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"c52b44ef-065e-498a-ab4e-71fc9417b5b3","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,34,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,25,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"deb2f992-9f81-40b3-a397-cbbb0652e09b","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,39,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,26,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"c76b181d-9002-4334-90ff-55a6e8d244cc","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,29,"SALTRU","Salmo trutta","species",NA,NA,NA,118,17,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"97ef8d58-2e63-40e0-af5d-298e7bee6fec","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,32,"OTHE","Chordata sp.","phylum","D17.BIGC.2019.MorphA","YOY Trout",NA,20,0.3,NA,NA,NA,"young of year","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"efa4ddcb-49bb-48df-9701-59db2d0630fb","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,1,"SALTRU","Salmo trutta","species",NA,NA,NA,120,17,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"4e745518-d042-4054-9afd-86439328ef5a","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,8,"SALTRU","Salmo trutta","species",NA,NA,NA,213,82,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"a2b6290c-c1ac-4605-ad5e-a99101552833","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,11,"SALTRU","Salmo trutta","species",NA,NA,NA,173,51,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"7a07bae8-5130-4742-a8c7-37f011f45bd6","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,9,"SALTRU","Salmo trutta","species",NA,NA,NA,108,14,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"b9cf56df-328f-4d25-a407-05b8cacbd190","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,24,"SALTRU","Salmo trutta","species",NA,NA,NA,96,8,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"6799b7d4-3b92-4d60-93a1-66df9519eb1e","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,31,"SALTRU","Salmo trutta","species",NA,NA,NA,206,78,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"00d2603e-6bc7-4853-9900-6ef30da228bb","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,25,"SALTRU","Salmo trutta","species",NA,NA,NA,105,12,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"54072854-eb6f-4376-9e8d-8613eb414d34","D17","BIGC","BIGC.AOS.fish.point.08",2019-04-25 16:01:00,2019-04-25 19:00:00,"BIGC.20190425.08.1.e-fisher",1,18,"SALTRU","Salmo trutta","species",NA,NA,NA,115,16,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"03603582-ae8f-4710-a2b3-7fe703d93834","D17","BIGC","BIGC.AOS.fish.point.09",2019-04-25 21:00:00,2019-04-25 22:55:00,"BIGC.20190425.09.1.e-fisher",1,23,"SALTRU","Salmo trutta","species",NA,NA,NA,229,104,NA,NA,NA,"adult","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"5f6bf619-5dd0-46c4-b1c0-5486ebae7e4a","D17","BIGC","BIGC.AOS.fish.point.09",2019-04-25 21:00:00,2019-04-25 22:55:00,"BIGC.20190425.09.1.e-fisher",1,19,"SALTRU","Salmo trutta","species",NA,NA,NA,130,25,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
"25ce7629-4321-47d9-ae51-90c2a207318e","D17","BIGC","BIGC.AOS.fish.point.09",2019-04-25 21:00:00,2019-04-25 22:55:00,"BIGC.20190425.09.1.e-fisher",1,12,"SALTRU","Salmo trutta","species",NA,NA,NA,107,12,NA,NA,NA,"juvenile","no sample",NA,NA,"0000-0001-7072-0706",NA,"20231227T174945Z","RELEASE-2024"
