materialEntityID	eventID	materialEntityType	preparations	disposition	collectedBy	collectedByID	identifiedBy	identifiedByID	verbatimIdentification	scientificName	taxonID	kingdom	taxonRank	identificationRemarks	materialEntityRemarks	derivedFromMaterialEntityID	derivationType	partOfMaterialEntityID
AAV3FF_00335	BROKE_WEST_RMT_102_RMT8	whole organism	Frozen	Anton	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Bathydraco sp.	Bathydraco	urn:lsid:marinespecies.org:taxname:234552	Animalia	Genus	closely resembles bathydraco antarcticus according to kellerman				
AAV3FP_00026	BROKE_WEST_RMT_102_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00336	BROKE_WEST_RMT_105_RMT8	whole organism	formalin		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pleuragramma antarcticum	Pleuragramma antarcticum	urn:lsid:marinespecies.org:taxname:234721	Animalia	Species					
AAV3FF_00337	BROKE_WEST_RMT_105_RMT8	whole organism	formalin		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pleuragramma antarcticum	Pleuragramma antarcticum	urn:lsid:marinespecies.org:taxname:234721	Animalia	Species					
AAV3FF_00338	BROKE_WEST_RMT_105_RMT8	whole organism	formalin		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pleuragramma antarcticum	Pleuragramma antarcticum	urn:lsid:marinespecies.org:taxname:234721	Animalia	Species					
AAV3FF_00339	BROKE_WEST_RMT_105_RMT8	whole organism	Ethanol		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Trematomus sp.	Trematomus	urn:lsid:marinespecies.org:taxname:234566	Animalia	Genus					
AAV3FF_00340	BROKE_WEST_RMT_105_RMT8	whole organism	Ethanol		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00341	BROKE_WEST_RMT_105_RMT8	whole organism	Ethanol		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Gymnodraco acuticeps	Gymnodraco acuticeps	urn:lsid:marinespecies.org:taxname:234800	Animalia	Species					
AAV3FF_00342	BROKE_WEST_RMT_105_RMT8	whole organism	Ethanol		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pagetopsis maculatus	Pagetopsis maculatus	urn:lsid:marinespecies.org:taxname:1621601	Animalia	Species					
AAV3FF_00343	BROKE_WEST_RMT_105_RMT8	whole organism	Ethanol		Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pogonophryne marmorata	Pogonophryne marmorata	urn:lsid:marinespecies.org:taxname:234730	Animalia	Species					
AAV3FF_00344	BROKE_WEST_RMT_106_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pleuragramma antarcticum	Pleuragramma antarcticum	urn:lsid:marinespecies.org:taxname:234721	Animalia	Species					
AAV3FF_00345	BROKE_WEST_RMT_106_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00346	BROKE_WEST_RMT_106_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00347	BROKE_WEST_RMT_107_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Bathydraco sp.	Bathydraco	urn:lsid:marinespecies.org:taxname:234552	Animalia	Genus					
AAV3FF_00348	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00349	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pagetopsis maculatus	Pagetopsis maculatus	urn:lsid:marinespecies.org:taxname:1621601	Animalia	Species					
AAV3FF_00350	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pogonophryne marmorata	Pogonophryne marmorata	urn:lsid:marinespecies.org:taxname:234730	Animalia	Species					
AAV3FF_00351	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pagetopsis maculatus	Pagetopsis maculatus	urn:lsid:marinespecies.org:taxname:1621601	Animalia	Species					
AAV3FF_00352	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00353	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Pleuragramma antarcticum	Pleuragramma antarcticum	urn:lsid:marinespecies.org:taxname:234721	Animalia	Species					
AAV3FF_00354	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00355	BROKE_WEST_RMT_107_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00356	BROKE_WEST_RMT_108_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Trematomus sp.	Trematomus	urn:lsid:marinespecies.org:taxname:234566	Animalia	Genus					
AAV3FF_00358	BROKE_WEST_RMT_109_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Cryodraco antarcticus	Cryodraco antarcticus	urn:lsid:marinespecies.org:taxname:234720	Animalia	Species					
AAV3FF_00359	BROKE_WEST_RMT_109_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Chionodraco sp.	Chionodraco	urn:lsid:marinespecies.org:taxname:234582	Animalia	Genus					
AAV3FF_00360	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00361	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00362	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00363	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00364	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00365	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00366	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00367	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00368	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00369	BROKE_WEST_RMT_110_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00370	BROKE_WEST_RMT_110_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00371	BROKE_WEST_RMT_110_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00372	BROKE_WEST_RMT_111_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00373	BROKE_WEST_RMT_111_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Cryodraco antarcticus	Cryodraco antarcticus	urn:lsid:marinespecies.org:taxname:234720	Animalia	Species					
AAV3FF_00374	BROKE_WEST_RMT_112_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00375	BROKE_WEST_RMT_112_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00376	BROKE_WEST_RMT_112_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00377	BROKE_WEST_RMT_113_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00378	BROKE_WEST_RMT_113_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00379	BROKE_WEST_RMT_113_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00380	BROKE_WEST_RMT_114_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00381	BROKE_WEST_RMT_114_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00382	BROKE_WEST_RMT_114_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FP_00027	BROKE_WEST_RMT_114_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00383	BROKE_WEST_RMT_115_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00384	BROKE_WEST_RMT_115_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00385	BROKE_WEST_RMT_115_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00386	BROKE_WEST_RMT_115_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00387	BROKE_WEST_RMT_115_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00388	BROKE_WEST_RMT_115_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00389	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00390	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00391	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00392	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00393	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00394	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00395	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00396	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00397	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00398	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00399	BROKE_WEST_RMT_115_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00400	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00401	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00402	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00403	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00404	BROKE_WEST_RMT_116_RMT8	whole organism		Evgeny	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00405	BROKE_WEST_RMT_116_RMT8	whole organism		Evgeny	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00406	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00407	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00408	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00409	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00410	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00411	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Bathydraco sp.	Bathydraco	urn:lsid:marinespecies.org:taxname:234552	Animalia	Genus	closely resembles bathydraco antarcticus according to kellerman				
AAV3FF_00412	BROKE_WEST_RMT_116_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Electrona antarctica	Electrona antarctica	urn:lsid:marinespecies.org:taxname:217697	Animalia	Species					
AAV3FF_00413	BROKE_WEST_RMT_116_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00414	BROKE_WEST_RMT_116_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00415	BROKE_WEST_RMT_116_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00416	BROKE_WEST_RMT_116_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00417	BROKE_WEST_RMT_116_RMT1	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FP_00028	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554		Biota	urn:lsid:marinespecies.org:taxname:1		Superdomain					
AAV3FP_00029	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554		Biota	urn:lsid:marinespecies.org:taxname:1		Superdomain					
AAV3FP_00030	BROKE_WEST_RMT_116_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554		Biota	urn:lsid:marinespecies.org:taxname:1		Superdomain					
AAV3FF_00418	BROKE_WEST_RMT_117_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00419	BROKE_WEST_RMT_118_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Notolepis coatsi	Notolepis coatsi	urn:lsid:marinespecies.org:taxname:234695	Animalia	Species					
AAV3FF_00420	BROKE_WEST_RMT_122_RMT8	whole organism			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Cygnodraco mawsoni	Cygnodraco mawsoni	urn:lsid:marinespecies.org:taxname:234834	Animalia	Species					
