assertion_id	event_id	assertion_type	assertion_type_iri	assertion_type_vocabulary	assertion_made_date	assertion_effective_date	assertion_value	assertion_value_iri	assertion_value_vocabulary	assertion_value_numeric	assertion_unit	assertion_unit_iri	assertion_unit_vocabulary	assertion_by	assertion_by_id	assertion_protocol	assertion_protocol_id	assertion_citation	assertion_remarks
6dfb9ca5-9fe0-4406-b12c-5a51517ef8a6	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
7ea6a8f3-5715-4f2e-98e0-4ae45cbbb2d3	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
2d3cbe50-7237-4939-a65b-4e51233c6eef	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
401f7396-af87-4ad7-9481-63e5ab4e8dd4	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
949f07d6-b63c-4af7-9e8b-a6792198f377	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
a7ee8a85-c2ce-4d9c-9e72-eb512ecd7ccc	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
94d2868e-609d-4e29-8e56-2c398882b11a	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
36d39da1-5332-4975-9d66-0d03f44196d5	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
08b635e3-f2ed-455c-beda-f20caa4c21f3	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
0ffe63b5-2434-4d87-abb6-4ed4f5d316b3	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
63b0b91f-c44d-4576-96eb-40c8115649dd	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
4e11b81d-5511-4522-8065-5dc08848369b	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
0c6b7abe-77f3-4e9d-b986-f71fae9cd7d3	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
c92f6803-5dd3-4146-a28c-27779d42e5ba	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
b61c9816-4fb3-41e3-adf2-ee801f66b7d6	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
ee6f8bce-528b-4d71-8734-db175f362899	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
c3c6e378-ce85-4208-88c0-35d02d4533f3	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
30dd9ae3-5f6b-45d8-9241-16c2566b9b42	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
bf48ffd8-fb47-47c0-bb05-0be7aec2ee8f	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
343af129-ca67-4f20-bd3b-f3f465136095	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
73bc32e9-4b31-445c-b337-085e6f517f42	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
cb25f25b-f8d4-4b99-aa1c-4109c7dcc470	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
b1aaa59f-ef45-49b0-8d16-4585ed1cca94	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
a5fc39eb-a004-451e-beae-7889315fc36a	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
5bb3b298-729b-4eff-8070-f72bb41923fb	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
2d5278c7-7478-4a74-8279-375e56202707	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
e8730594-33a4-4228-acf2-1ddbd12ce036	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
300588de-e353-4b32-b9a9-8526585b6157	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
478cfaad-ef35-4ca0-8525-8e59b25a9b26	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
215a1a42-3ce1-4a22-99a1-89f4db731113	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
af42a29e-8440-414e-b016-8dcae8fbb5f6	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
9e5e9101-0763-441c-9252-8574cffff23e	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
3231cb24-c72b-4382-9e21-07e92f191095	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
5a049f12-10f4-4ee7-978c-9652bc58361f	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
fbac2b97-112c-424a-964d-3d2b33f460fc	BIGC.20190425.09.1.e-fisher	Number of the sampling pass within a reach								1									
d6633484-4394-4e7b-92f9-8b8cf699ccf8	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
18969c1f-c83d-4632-baff-e50093c405f6	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
1d8914af-7c29-4b37-9406-9f7dac427125	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
abc4e9f7-7aa4-49f5-a004-d355cb35c684	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
689f5356-73a5-4459-88cd-a3749b8cb065	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
c290c40b-7ddf-4846-bc68-1e1363425537	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
e5def6ba-d1f1-418a-b7da-672e7662b61e	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
097cb57e-0bd7-40a7-a2c1-72d7bb1ae76a	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
bc4dd8f2-5ecf-435b-b30a-7b1a31616c15	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
a019fb80-91f0-465e-a6b6-6ad131dff484	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
7e2a77a4-b263-4aad-8967-981dae41afa2	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
a7bcf4e1-2526-4d7d-98c9-54683747a8d3	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
c22772d7-4840-41da-b5cb-97120e81a197	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
885b360a-f60f-40a0-90c4-2eb00ff82375	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
4db8467b-838a-4370-96d4-8ff5f43a0561	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
bedd5533-90a8-49ea-a040-ac505857a27a	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
ae6b6942-9ed2-4fb1-a099-37fc47a33959	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
ed84cd6d-bb8a-431c-9773-e4671dacda13	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
c15d9313-dbc9-47d3-9e85-876fa590e2e3	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
ceafd1a9-73ca-4daa-8f98-62162e18b565	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
2a228ff0-90ac-4d26-9077-0f66049d8e67	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
a78e2c87-bec4-4512-8f59-4464f65d1ecf	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
ea1e4bdc-8886-4108-9b25-1f94557262fb	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
56439bb6-f363-4bc1-83b5-93501aacc409	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
0d246e12-f62e-4ed5-97f4-95a17d6ea480	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
54e4c7f7-aa27-49c6-8c80-5c7e438d4b27	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
4dd2ea13-a783-45af-a0bd-d8ed007a1f1b	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
a8a8baf0-40be-41bf-9c8f-5ef053971d9f	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
b6305dd2-cee5-4080-861d-d6523eb109cb	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
eaa63293-786d-4315-abbd-46d6df34b4ca	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
fd032483-7e17-432a-81ba-9511220aab4c	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
87d5336b-3892-4023-9618-969eff5b028f	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
8ebdba46-3fa0-4dbf-87cc-365f5b4ca821	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
e68ad7c7-3951-43b3-b4c0-70b3261a4a3b	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
26fcf3d7-6d38-457b-8785-0969fe02389d	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
6b830557-9068-4ab4-b790-323c7cede799	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
07e34e76-fd5a-4c2f-b6ad-49c33254b9e4	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
f008cd35-72e3-4e62-a288-94407f29961d	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
2bcb24da-eec9-4ee0-a722-eff8307dd8ab	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
7702768a-84ca-430a-adaf-621c9c247a6c	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
b93e4c94-624d-4849-a882-b4324c4d356c	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
87e6b89d-d632-49c7-8297-797e660bb391	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
15ff1ea5-0750-4637-ba9d-27aba4f3a6b3	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
05874af9-7ee6-406e-b70f-ed761a5b4c0d	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
bd9113a6-e6c6-477a-b3ef-3a013f8cfce8	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
d78e6335-20a2-455c-b460-1ece5a8e4e28	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
13516793-2d0c-4e24-900d-b07f53378f64	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
1be667b4-7253-4a38-9763-7b4bcc689e64	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
d30f8679-d4ff-404b-b5e8-b98ccf38e727	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
ff881404-19c8-4f58-9464-d3e43e18135c	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
115c96ae-c963-4e4d-a536-558fd9fdf391	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
a2cc02d6-44d9-4891-be04-d8fe19773e81	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
cf649148-b28d-4e9c-bb7b-e1b1a076300e	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
fddc169e-5c9c-43f4-838b-28bffb02c4ea	BIGC.20191021.01.1.e-fisher	Number of the sampling pass within a reach								1									
3952925b-1b18-48c6-bd99-bec6269bc055	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
598aa319-e07f-43e9-a253-4e6a92c2f34f	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
96d38a16-760c-4b32-8649-330849af1dc5	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
50aac2e3-31eb-4fa6-baf2-767b0840d4f3	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
c5f8bba6-49dc-4036-8e8c-02589e3a99bf	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
d60b6935-4bc2-448a-94f2-a09b3aac8ada	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
ed697492-d4d0-41db-bcb3-7f62b3232c77	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
47aa5f3a-6354-46e2-8cdd-b6a07e82a18c	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
cfc553c9-8fab-4a1f-805e-6a5c635f2ed1	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
8c14183a-6a45-4789-b152-bec4096a7150	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
b72139e3-43a8-403d-8de5-e65b4084df67	BIGC.20191021.01.2.e-fisher	Number of the sampling pass within a reach								2									
c922718d-ae7b-4e64-b6e5-c50b4937a182	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
f5a9e4f1-f6af-4dfe-8a14-e097adac9b8a	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
49d2afd8-4d75-4cc9-894a-f9d166364170	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
4909d4a3-4195-4f8d-9de3-c4af5982e679	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
0293b105-63fe-44c7-8835-b9b813c25d01	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
5be468ee-1ebf-4e8c-87f1-31d59ff6392e	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
0f7842f8-db4d-454e-a786-bf97a9cbad57	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
3dd59ff0-48b3-4da2-9f42-d8b893120750	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
d81b4ef7-0a5f-45ce-b180-0db6648c6779	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
1d8d6158-b053-4c70-8936-cd7b1f2cf5dc	BIGC.20191021.01.3.e-fisher	Number of the sampling pass within a reach								3									
3db6043a-9b46-4a0e-8030-2f2b5e103bee	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
e7175bca-4725-4952-ad47-2a5d7170a135	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
04d84a0a-3ca2-4d26-b220-a0d7478fca02	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
59052a6b-e409-4d20-aadd-f2b128094f07	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
c46fc99c-f1d8-4064-b0ca-90f124f40ab1	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
8666a8e8-e5fc-41c9-8104-29e33890e5fe	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
28970dce-e29b-48cb-8c84-67e2f50b067f	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
ba6107a4-70cf-4b5a-aae5-05ab30434b2a	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
b1d18ad6-6087-4ce5-9bea-1e46e2c6a803	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
c5d97010-af81-4b4a-bc6f-3eff95ca1a84	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
b1299f85-0149-42cc-a607-04187578ac14	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
a0be7ee5-4232-4a9d-bc02-feec3e733cc3	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
5316216a-55af-4b35-a27b-dac70879ed6c	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
03150a0e-1453-4d4f-a98f-7e5f8395c089	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
4fc60a94-471d-4a9b-9248-b60a2c8c7b94	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
9c0f5d38-722b-47f5-8893-798235e36b20	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
e7d8a8b4-16b6-4743-af51-40f1e61ba66c	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
27bbd7e0-4fe6-47bf-a33b-5687a0f43024	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
6d1111fd-bdf5-4fb2-9b87-f0beb69823b0	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
32385051-0be9-4afd-8246-ef7e17c09141	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
3f4442e2-7450-4175-8f44-dd955f653bb2	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
58c956fc-97eb-49b6-af60-af056d62efee	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
a81fe649-65a9-47b1-ac95-ca58302eb52b	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
5cd3d5f2-14b9-40f1-9856-ab2cc201b4ed	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
2c91abd9-75ac-44e6-9015-c7cbd3365df1	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
789f9552-07af-4000-bea9-43cb1bf49b4d	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
9193cb22-1ebf-4651-8671-995e118be94e	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
14381d72-1802-4b66-b776-2bfd1a758c4a	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
08a7e178-631d-4fc0-a304-64912f2f7b59	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
cc3a9058-aca1-4e8e-9ea8-e54c6ce9485b	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
afc661f1-097d-4c65-8710-76fbe019f47b	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
13cbbbf1-b376-47c8-8b4a-43c6bc316b3e	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
b6b7333f-1a92-4777-8f3d-ae680a16600f	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
07054afc-db5e-4034-98b0-467e86b305cd	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
d475eb5a-3d04-402a-8c1c-5eb0fe95830b	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
761ede5e-15f4-49a6-a41a-611247ae0142	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
b6c0ce48-ce1e-42f5-8c19-20c0793620e9	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
4adf561d-1403-4081-95b6-26d57e2fb30e	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
b0aac726-c7c3-421b-915a-6e2140fbe35a	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
9ef5f3aa-e291-4405-b089-d258dcd4df04	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
e4467d0d-4103-478a-b38b-e4ab5c079cd5	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
0573b91b-e88e-4b8a-964e-13e13056cd9b	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
f1412a72-6036-4c6c-8723-6c28f4d4f24e	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
bcbdb4c7-3ab8-4d4f-afa3-2c4081a8828d	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
49e871f9-1ff1-42de-97ce-5701a5bced48	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
ba231314-8644-4e8c-b505-6999ca2736a2	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
7c1ae517-50a7-40ab-8fec-70ecc5e48a98	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
348c6f70-0e8b-4e0a-986c-37b9f1c37163	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
372dfa4a-d13c-4f97-8e22-68a9d47fd8de	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
aed2cdf0-1e31-49f6-80da-d6a4fd4bb61e	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
d9e5ddbf-030e-4b1f-bd69-30f9cb81da81	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
32210642-0b7d-46a1-8cc3-d6eb0c92a721	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
dcecf551-702d-4684-83e0-078f3aaf8172	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
cd6b3b59-bfef-410e-a81f-7504fadd283e	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
a5476f08-4318-4941-931c-dea1f5326bc5	BIGC.20191022.04.1.e-fisher	Number of the sampling pass within a reach								1									
16dec8ef-aef5-4b6e-8ddf-49a250c967b6	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
b4b94e9d-35aa-4b54-b927-77833e4ad1a4	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
a4b09640-c39b-4d59-b44a-cbfcd2aefa52	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
47a5cde5-e7ee-49a4-88bb-0788d9e6f336	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
0a841dc4-c85c-465c-b756-a16f2e239964	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
187522b7-a444-46d1-8a30-5ed69d012d9b	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
e59a4b7c-e2a8-4a70-883e-a60299e71b9a	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
663ba636-3a24-4c31-98bd-fed08ed1b99c	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
89ecc45e-f5c6-4a58-b198-d1a26f4d916b	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
3a86a458-4d1b-4a5e-a08a-ba4230a40604	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
b32697e7-c65b-4b4e-90ea-01048e6424c2	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
7ee01e6d-bde0-455c-bcd9-eaccf750f487	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
95b17b17-1378-41b9-8975-044b89a19083	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
2aefa20a-bfb7-4007-a4c5-d065abae83b7	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
af69625d-519b-4fe6-883a-17a73a190081	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
f652c634-b702-41cd-817a-44e9d8c43e40	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
350bfc84-3e6b-414d-b178-3ec36ca43974	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
cffc5bb6-647d-4054-a3bc-3b79ba4e4743	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
9e9877d0-8f95-43b5-9f39-e4ed2627097d	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
589cac39-daf9-447a-81bf-6974eb9f4559	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
ab8fbd8c-7483-41ec-b8be-7276810a9ae4	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
a8bf740f-ff08-4bda-a21b-7253197ef693	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
7c9cd062-bd45-4718-9b95-eec5cf72e937	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
c6203ffb-8934-4a70-8afb-f2280ad4acb6	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
fa88937c-ddac-42f6-ab8f-e35565579db3	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
fe65372e-0bf5-49f0-b748-b80e62f7c3b8	BIGC.20191022.04.2.e-fisher	Number of the sampling pass within a reach								2									
4154a8f0-0e2c-4221-833f-4c3712572442	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
be31d113-8021-4778-9310-508420705724	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
b69b50a9-c831-4bf5-9c72-5501b12dbc46	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
38fbcde3-c423-4a12-b503-7410fa95808d	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
433af18f-e73f-4e3f-b0fd-b06fb737272b	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
bb29cd8c-c3a6-49b1-8b0e-795410e2dce7	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
46d64af8-91e1-492a-ac83-2c32316162ed	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
93f80783-5d50-46bf-896a-1487c10afe23	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
824b30fe-8477-4bb5-85a5-a4dcc55a9e71	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
db5a1fac-0aa6-48a4-8d88-6d722c8014eb	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
45f59fe0-99d6-4271-b0c5-f0f1a7c215d6	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
a1835285-e21e-4d6a-8343-0d139a978ad3	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
ab71f6c5-0851-4c52-a077-994c01532441	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
e2eddbac-5f79-402b-bef8-6ff1481639c4	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
badaa4c1-dc59-45e5-ab0c-75c75cfd1890	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
42ca42fb-77c6-406b-83c9-fba35954eddc	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
5fa0b8ab-835e-4bfd-8f72-6740f17540d6	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
aa7ba933-6c23-4a20-8169-5695d3170c1f	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
0cb5926c-c6a2-4f9e-bc31-01b28bc74c4d	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
f5a4ed66-77fb-4fea-8054-b4abc286590c	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
852d36d4-1925-4ffb-b30e-dde682a57ac4	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
44a9c4e7-42e0-45c6-8d08-b86f60b26b4e	BIGC.20191022.04.3.e-fisher	Number of the sampling pass within a reach								3									
789539c1-e83b-4885-b37f-731843b59dc2	BIGC.20191023.05.1.e-fisher	Number of the sampling pass within a reach								1									
7589fcc5-eaa9-443f-aa9c-81410a00dea2	BIGC.20191023.05.1.e-fisher	Number of the sampling pass within a reach								1									
234e7cf2-ac0a-4a77-8f76-a0d6cf815271	BIGC.20191023.05.1.e-fisher	Number of the sampling pass within a reach								1									
450c7bfc-c5ed-4d62-9512-b8d48e615ca0	BIGC.20191023.05.1.e-fisher	Number of the sampling pass within a reach								1									
93ed230f-01ce-4187-bc17-a18a191dad01	BIGC.20191023.05.1.e-fisher	Number of the sampling pass within a reach								1									
668e085c-efd6-44dc-8f07-cd8a468d4a50	BIGC.20191023.05.1.e-fisher	Number of the sampling pass within a reach								1									
