assertion_id	event_id	assertion_type	assertion_type_iri	assertion_type_vocabulary	assertion_made_date	assertion_effective_date	assertion_value	assertion_value_iri	assertion_value_vocabulary	assertion_value_numeric	assertion_unit	assertion_unit_iri	assertion_unit_vocabulary	assertion_by	assertion_by_id	assertion_protocol	assertion_protocol_id	assertion_citation	assertion_remarks
d8bcce52-5d8d-4fba-a0e6-9fa4b93804b4	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
94e51e80-7b64-4c86-ac9a-dc7a10e559db	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
6d0b0570-806a-486c-9218-6fa6cc75d9ab	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
f6efc93c-e1ac-416c-bef9-5b9c50e74db8	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
a4942d91-d922-44e0-af55-4bf28b75c511	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
f0b32c52-1816-445f-99a5-18d265420b40	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
5ddc3164-84fc-4b9e-ba56-c3710f0d3cfe	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
b1e9a683-64ca-4299-af5b-830d820a43c2	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
06d54c49-204c-4b99-9bfc-52172cea0374	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
6d7337a7-8c26-492f-9ed5-b87088d4cc87	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
24f6bc8c-1a9a-4fb4-a06c-a4e527a0faa4	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
e86b6966-303f-4cd9-ab52-2c6d38d169fc	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
08929e0f-68f6-49ee-8423-b6934a2b3f5a	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
35ea1b79-41a3-4875-98d0-50ad2b903542	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
7d24ca4f-38cc-4566-a84b-6c1b912b5454	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
5ab20a0e-2310-49e3-a2a2-12adb0f0b58d	BIGC.20190422.01.1.e-fisher	Number of the sampling pass within a reach								1									
dd92b70d-bc97-42a1-a926-994059ee53e0	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
2b89b52d-001b-444e-8f35-f7a34b559e3a	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
68287a25-931d-4672-8cc0-2b3cbbfdedf5	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
26aba73c-fa53-4530-b731-74688f835b30	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
3d4d668d-f132-4ba2-a698-d2da18b23617	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
cd13bace-3fa7-41aa-be09-dfef2d59f2e5	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
cb241d10-6a25-48eb-aa57-7fd1a019b933	BIGC.20190422.01.2.e-fisher	Number of the sampling pass within a reach								2									
2290a7bc-07bf-403d-9732-7092c385e35c	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
e00b5067-e7bc-4fd8-9f59-c344f452f3b0	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
748ecb11-e36f-482e-a287-da88d92f65f3	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
9cc061b9-c50a-4c54-9b7d-555be9482b84	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
fa09527e-2fdc-4fb0-b1b7-147d6b8e9949	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
3c6a6038-768f-43d4-a27d-ec4c00563be2	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
afa70efd-4406-46ff-8b60-3c21a6782dc3	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
bfaf1547-9b80-4476-a859-23a21c7b7a1e	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
777b550b-9465-4894-a0dc-8ded50426f4d	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
8535d810-c0e3-4804-8037-d84be826d84c	BIGC.20190422.01.3.e-fisher	Number of the sampling pass within a reach								3									
301ca028-8e3b-4ca5-82c8-7791c61ed47b	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
5206d83d-dd23-4e29-8904-3a661f3da9b6	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
bcc125b9-8a2a-4874-9cf6-bb6658a66839	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
da0d61b8-a92a-48eb-af35-de8c54dc3193	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
d9b9c366-2189-44c9-b270-7d79433ea3c7	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
94302230-5a67-4832-aa1b-921ab5f7038e	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
ddc45501-ffcf-4c32-90f1-d84bbb3f1f45	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
39fa882a-0b88-42cb-8b76-b2439414795d	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
568e9e6c-f899-4485-8b42-cb2493510269	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
9f907941-78d5-4ffa-9b06-d73c18f3c43f	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
b75805b2-688d-4b4f-a2ff-d63e0382965f	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
7770cd31-493b-4eb0-8985-0232d3ce24a4	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
b09e2552-9f84-45f2-a6cd-eb31d3139a1b	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
77394874-03ca-4b10-b92f-a20b1f894aa7	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
9b9a7d65-f9e8-4523-872a-dbbcb63b7823	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
70a66529-d010-4fd7-8fc7-ed3ebc463aa1	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
2e1a80b2-153b-4b87-a6bd-63c845448f92	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
e3a62fa4-66b7-4636-839a-ba1779bd5c08	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
6bacccc7-6748-46fd-bd83-5238230ee073	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
9300a65a-8073-4fe1-b51b-0393f30474ea	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
99d63b59-a8af-4be7-af7f-1293b9fe1858	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
f2156a14-01ea-468b-b4af-a6260a6e62c3	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
ee0b4809-38ba-4db8-8605-3b5cd6b52613	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
d217d60a-a6b8-4f52-a79b-cf8431907af1	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
64410b08-6eeb-47ab-84c4-d5cf4c4161d2	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
8b3fbc0b-8f9f-4d3d-bb5c-a8226bfcbd42	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
5634a8c1-f525-43ae-92b1-26e51f12b645	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
b3bd5dd8-2b21-48d3-8385-8778d8f6b393	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
a2faa143-ccc2-48ec-8f5a-8fd7a43d073f	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
88cd5e42-89c5-45fb-8867-65744719de14	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
ca6e5466-9992-40b9-9971-3c7c118b9c85	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
2528c6c8-6984-41fd-8294-dbbc134e73e6	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
91fdd5b2-e4a2-4447-b637-4b4e1cab5b15	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
6880bc9b-c851-486a-8a45-7bd4b84abc59	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
6b66a7f5-3e7a-4e0f-8e94-42ddfeb094be	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
e9426e67-127e-4b0a-90bb-eb32d9a0b75b	BIGC.20190423.04.1.e-fisher	Number of the sampling pass within a reach								1									
e47c1f3b-029b-4f4f-9d63-e2e422013558	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
4ed77045-1d72-49d3-b63d-4597223c0ef8	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
962d41ff-6064-4c5c-b8bd-227200c4334b	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
8bbbd45e-edab-42ab-9187-ef28f0620573	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
18ce5422-f6c0-4e86-bde0-7dbdb24a683b	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
57017e41-e057-414e-a57c-98121f5999ad	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
a3809871-e986-4298-8bcd-c7aa0084b3c3	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
06d0dd58-9851-4a6c-b69e-91a6b23fac62	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
e44ba6ce-01b9-4858-9a93-a39396276073	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
e0b3227c-530e-41a4-b93f-64a36a4b0cf7	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
6f482d9a-a221-42c4-a3d9-964c7373fa2e	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
9abcc894-f580-4279-a1aa-7e8f2a8e4b98	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
d1e81b3c-5264-4ef9-aca7-110c31f2f2fa	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
01628109-6d06-4eb0-8342-9814519c77af	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
4039b292-93aa-48c3-afad-d48265d4ffab	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
789d197f-66e9-49b8-8484-e8d2fafaf114	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
d9dab393-1010-40ab-801c-3766acffb0e2	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
a85ea08d-4982-4d8d-a17d-94327f055a1a	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
13947e88-9aac-471b-a681-7761850d3e3a	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
0097e306-f62e-44a0-852e-deb7efb6fa01	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
87d523a6-0ba5-486e-b413-33f5fb7b74ab	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
d31067a4-15a1-4669-9ef8-28b96d5577ae	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
00760918-c36c-4bf4-86a8-abcf5107722a	BIGC.20190423.04.2.e-fisher	Number of the sampling pass within a reach								2									
081a9ff3-d285-437e-a7e1-4ff21ce6aafb	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
f693b7b8-5934-402f-8de1-7e95770a4004	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
97c5cb22-94ba-404f-8145-9395a8232b3a	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
73c436de-1aed-42fd-a78b-40726f48a80a	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
f7bd49a6-3edb-4c53-b688-5c6c47514de0	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
697c91a5-f72f-4190-a046-6200ec0e3dde	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
147942ce-3e79-4a46-9cbc-56ff3cc675c5	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
00c60f82-c435-489f-b918-60bef21ca8f9	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
c4b11ff1-7728-43b9-9362-915039b39b55	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
740fcf6d-ac8f-4791-9c4b-df2fa7f7485b	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
629e4691-87de-43fc-b517-ef922480c645	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
870fd500-e341-4a54-b87d-65acd2640405	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
318d7428-98a0-49e2-900e-a19f8361baeb	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
fca90936-e447-4499-965b-0f0f09cfcea7	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
4408d554-febb-46cc-b111-7388ad5f14e9	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
2d6f1037-26fd-47fe-bf4e-a47b6b9cf689	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
c964c473-c866-4d86-b6ce-e838a88e685d	BIGC.20190423.04.3.e-fisher	Number of the sampling pass within a reach								3									
42aedc5e-4131-4cf0-aafe-50fb0a5a2099	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
8a1e46ae-7a5c-4a56-9ce1-4c2bae8a5b07	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
f196eacb-73c8-42ac-b243-12a4b636550b	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
e1b0aa20-d3fa-49f0-9cff-bd306a5945d5	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
a6c9be1b-fcee-499b-bf95-fd3c50359286	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
3d0dac2b-dc17-4cdf-b086-36543614b414	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
cce4b488-27c0-4441-ba79-bae5468bb859	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
22cd7f83-2ac9-4c3f-bb15-a0f8d41829d3	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
8f48894a-4dc5-4bd2-bdb8-4c567adc7155	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
61730935-001f-4083-a70f-33ab20c8b57f	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
c6fd54c7-1e87-49b8-ab0f-e0af3aeb0054	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
7ce3e6d6-3ce4-48c0-a7bb-0ef980a64617	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
dc53cc54-552b-400d-8c17-5a05152892fc	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
a36f1c1e-4b06-48b5-a9bd-10ab23741c24	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
68e8fd62-111b-477c-82de-0b2e4058d30d	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
c2bfe902-2461-4076-aced-eb47123a84c1	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
f435566b-9b5c-4c6a-8763-eaae4963ae5c	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
8f5bae30-e099-47a6-9b38-9ea92741d820	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
4d99937f-5845-4405-9e7c-b87940bc2800	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
978aee47-7de5-47c6-a8aa-5afc199525d4	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
5782e291-fa23-4b71-8887-ba504d8fb6d4	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
42e7f9d2-f4d2-4740-9b3f-bf203fb2ab47	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
6a55734f-87a7-40a7-a9df-d7c35cd71953	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
d89f1be7-2c0b-4533-934f-e3fa4b457fe7	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
b7629369-7143-4969-9983-4185b2ab0b5f	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
94aa8477-08c2-4e47-b078-3650e0766c0e	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
7b6dd02a-780c-4113-8ad2-b2e920c9d21f	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
09e2ae6b-83c2-4a08-a590-e52b617c44dc	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
9c242d2f-4e9d-44f9-84a9-71c42681370c	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
6635b024-b6eb-4000-b1de-1deee6cdb203	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
46687d40-611a-41c9-ae73-91bb78cf5e9b	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
422afe6c-0aa5-45f9-b589-e19196fd14a2	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
72c13be7-9f2d-4bb2-9339-8bd5d7858a52	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
af075ecd-fa96-488b-8cef-dbe134988a34	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
7d69a2f2-a186-4c61-b790-414ec132db20	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
b1558b67-4d26-43ec-b04b-198721428b81	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
5873ac84-0f1d-4d0c-8878-5507e8833744	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
26cbd0ea-06ac-489b-9a87-fbca62af989f	BIGC.20190424.05.1.e-fisher	Number of the sampling pass within a reach								1									
7d30e032-4eb4-4864-bb84-fe92212df108	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
deab0889-9966-48d0-be10-276174692e60	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
24bd3ba4-5afd-402f-b225-8af38c50b0fa	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
d53aed61-449f-47cd-b769-60494e5ce76d	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
02cc67d9-9d32-4fd7-abc5-726ab7fa9b6d	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
b64c5dcc-3f1c-4c97-a85c-df19adc316c9	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
adc8bbc8-a21c-488e-9c26-785110815061	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
51b7321f-a767-4137-bed6-3113db92f247	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
4a6c5743-1543-4091-89cb-161ad87143b1	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
f3983667-2718-4dab-b468-09fae08ad78c	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
662f235e-4621-495d-9d9b-c8e6b5adb25b	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
b4527a44-696a-4d03-baee-9c8be599d7a2	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
c5723168-79a2-4514-8c24-8ae16ef142f9	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
93450e79-d212-4a17-bb89-8c2c0f40b3b2	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
0f6b3406-8ae7-4965-a22e-aef51a495166	BIGC.20190424.07.1.e-fisher	Number of the sampling pass within a reach								1									
61a4deec-4ed1-4eb4-8c0b-5cd4f4fb556e	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
2f25fb96-3510-4735-b189-f11527fb2843	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
fbdca9a2-eafe-4a93-9288-ce71dbbcbc93	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
8df25317-fa55-49e5-8c77-0be49b9d8118	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
40b59fd8-ec99-4da4-9e18-221fafd084c4	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
9e815a9e-6bf1-41c7-b7d9-411b7ab5bc42	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
29e62c47-024e-488c-b62b-8da9ff302403	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
e2e2af74-94b5-4ab5-96a0-5b1eb40a69ac	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
88039b0d-1ba1-4357-b776-49c09cfeb9c9	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
5fd28098-aaec-4bad-9e4c-6e490b6ab74f	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
70b4e6d1-a6ec-4907-8ad1-4e1f45216020	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
a00ec7f3-2378-452b-ad88-7db699342ca0	BIGC.20190424.07.2.e-fisher	Number of the sampling pass within a reach								2									
d21d1dfd-2c54-48d4-87ec-b6f428b5fb58	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
97635d7f-68c2-4a0d-b9fb-ec0a5a9113b5	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
c87058a8-672a-4616-93d1-be45ccf7a17c	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
3b662b0a-73d0-478d-bd0f-b3a55601530c	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
3ee770aa-fda2-400d-ae80-7d91ca133419	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
225b1e75-3341-4a8a-bf8d-2d4d2ef8e967	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
9e2170c1-3bca-4de5-9ba8-c14785bcf632	BIGC.20190424.07.3.e-fisher	Number of the sampling pass within a reach								3									
90568712-6202-4f29-95bf-65af963916b0	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
dd5a54ae-6f76-4fb2-9ecc-eec5b7dfdbcd	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
875e0ac4-5e12-43f5-84a5-74e2c10dbafd	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
344073d1-348f-4d09-9614-8acc961b41e2	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
768d39c1-0763-4a04-844b-a26c3cb7e663	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
162bddb6-b282-490e-9249-384f2b07118e	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
db1cbf38-b25b-46ac-88ff-d6d630701dc0	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
e0526d7d-a59d-4b64-94a6-e9b9b5114c14	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
9fd410f8-26ab-4eba-95be-c964aa6724a7	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
b7a06764-db99-4f77-a01c-336cdb26f8b3	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
d4b28f6d-344e-497d-9000-2c50c20afa30	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
9248f7cc-9ad3-481e-b682-5ab859d14331	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
44385aa5-6d16-412a-ac8a-bc44ec9de57a	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
8846284b-e266-4632-8191-9786bba92480	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
71a2c452-579c-4226-ba6e-5d9ea0d3b7c5	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
24bfd8f3-6502-43cd-94ea-12008b8b098e	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
8deae9f1-ed30-4b53-89db-fc7606dd9475	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
53827d6b-deef-4c12-94a9-bccb430f6647	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
c1009a21-f846-45cd-8087-c4eaaaf9c16e	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
fdafa391-6e51-41ea-a026-d09b9f25092d	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
78df3954-8aba-4a5d-83b4-044c2b0676b8	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
1c8f3ba0-9772-4bf7-972d-81a457e43d6b	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
6ae9cf16-2aac-406b-9d4d-1b61e5f0367f	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
49fb0f6d-da74-435b-888f-1f6059f98080	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
2aabfb7a-c442-4b07-a13e-341e579eeaf6	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
aab52268-dfac-4560-b66a-e619edc0bc06	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
c7187776-e91c-48fe-9f17-78cf14d73d32	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
30446449-ed87-4f3b-99c0-e39c4a51a51a	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
41f7e94a-e5d5-4c19-83b1-0b0b5df641ee	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
08322954-4368-4b45-9b58-15f03aac4a14	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
7f63b2c4-8f47-49ba-8819-cba5a336ae7c	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
45e52f51-5270-4850-b174-4bc9c02e7c7b	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
6909f856-49bc-443d-8f97-f022a615d90b	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
2a5e3f4b-0f39-4fd6-aea2-53b6b2c5611e	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
1dc9789a-7ad6-41de-b002-937296336604	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
125e60ce-f899-4da3-b8f7-82b341086396	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
12d8e7e2-a289-471c-9cc6-b1e8aa90bbff	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
3479c361-009f-4004-98dc-54e57bac6d17	BIGC.20190425.08.1.e-fisher	Number of the sampling pass within a reach								1									
