assertion_id	occurrence_id	assertion_type	assertion_type_iri	assertion_type_vocabulary	assertion_made_date	assertion_effective_date	assertion_value	assertion_value_iri	assertion_value_vocabulary	assertion_value_numeric	assertion_unit	assertion_unit_iri	assertion_unit_vocabulary	assertion_by	assertion_by_id	assertion_protocol	assertion_protocol_id	assertion_citation	assertion_remarks
bf922b7c-55d6-4668-9692-0f49a657d1cd	897daa74-5708-4afe-9d6a-9df8c911d4b5	Length of the specimen								91	millimeter								
44d5714d-636a-4f18-86bc-b3e09f63ea19	e52d0a16-c3b6-4f83-a7df-39d916455be3	Length of the specimen								90	millimeter								
95076321-a27c-4f5f-a251-24ef355dc3ae	485ecec8-bec3-4fa4-90d7-837ec460de3c	Length of the specimen								87	millimeter								
2e48148a-9d2c-41dc-917c-70ba0a69118b	0528554b-9eb3-4e64-b08d-272285c857b5	Length of the specimen								172	millimeter								
3940d3c3-6718-4854-9f3f-79fc221967fa	f861ae28-e1a5-473b-ba7b-88740dc62a1d	Length of the specimen								131	millimeter								
bf680065-98f2-4dd6-8371-5c0916749033	d81aa5c4-798e-452b-84c7-58f89c39ab3d	Length of the specimen								171	millimeter								
cd87c1ce-62eb-4539-af61-08003fc7f562	4a75ef5c-6da3-4de0-8a3e-514b401d81ab	Length of the specimen								82	millimeter								
6f53ba5f-7a62-421c-8d4a-64adfae8b1a8	8b2c4195-dfb7-4f21-96de-e56fc10d2e94	Length of the specimen								212	millimeter								
1e547c4f-5207-4320-98b0-372beffb25ac	2c196179-b231-4207-bd2f-d228d2402073	Length of the specimen								160	millimeter								
92ea3523-3114-43b4-8ebd-337cc1ada072	5fb49ce0-5ca6-4751-a7c7-0734c44487e1	Length of the specimen								153	millimeter								
17c5585b-a251-4d00-b69a-fbd95c902cdd	c24d32f8-a198-4059-8315-f237f31ad1c7	Length of the specimen								175	millimeter								
47c1f378-e347-40a7-91ff-55e164a97055	9c72ada0-0e23-46a1-9f5f-1daf8d179440	Length of the specimen								86	millimeter								
9bf1e549-39f7-4c36-829a-2b1d025435e5	18bd6024-5853-45c2-9c5d-a40679a7996e	Length of the specimen								95	millimeter								
6b250121-1ded-4577-948b-a2578ad8af1b	5b14010b-7097-483c-9f69-cc0efc0c6eb9	Length of the specimen								88	millimeter								
7ce0c582-d707-42c0-a77b-e719cb9c308f	360725fe-7822-4cfd-bb34-1a82049496fb	Length of the specimen								72	millimeter								
4f2b60bf-82e2-4e9f-a7a7-c493110c0db0	6ec955b3-696b-49d5-ae21-f93c4e8855c2	Length of the specimen								211	millimeter								
a25a2ec8-75e8-4e91-9aa3-e07534ea7aaa	3930922d-6a72-4206-819f-444dc2d36be9	Length of the specimen								93	millimeter								
c883b4c0-2a94-45a3-b691-10dfbb3b67ab	b2f88573-a992-4815-b099-c307f8f1754d	Length of the specimen								161	millimeter								
467864f2-c4d6-4dcc-ac39-fa01b4029b03	49528ac8-4b14-401c-9d60-db92bd59edf6	Length of the specimen								213	millimeter								
2d3e5135-ec56-4154-a1bd-e44d0bc01e11	cf2e00a3-0e50-41a6-b5c1-dd0fd6507a27	Length of the specimen								79	millimeter								
79ade0ea-5dde-4ef0-bbdd-4eb6a63ca9ea	371f61d3-41f9-4e5a-af09-0c28d69e1228	Length of the specimen								148	millimeter								
3af3b3a8-bf81-4b2d-83fb-1b99488db0c0	f79b44da-5207-4f56-a359-bb2117a18d05	Length of the specimen								165	millimeter								
025330ab-1071-4936-96dd-ab15f5240dc2	5337636f-7c96-40fe-b857-9a4e5ac8c681	Length of the specimen								76	millimeter								
2f8503ff-981e-447e-af26-fe18b50e5e36	2c351db3-2408-4ee8-a1f8-b7b1489a63f8	Length of the specimen								84	millimeter								
f74ad32f-1e21-4faf-b265-0ca5dabdcbaa	d3bf8242-6817-4b6c-a660-7b82a4e1c62b	Length of the specimen								210	millimeter								
e7a13420-e6a9-4e2f-93e3-e3f9f604a446	7551dfbb-9e77-4576-a5ef-9030fdf1ee66	Length of the specimen								109	millimeter								
adeb2e26-c9d0-4f57-a446-df9ef0861204	c41275e8-c9ea-4656-893e-f66f2decb3ef	Length of the specimen								86	millimeter								
0945edc6-1ef6-4aaf-8a20-b815985072eb	437a030f-50f6-47f9-832e-dbcbefe2dbe6	Length of the specimen								81	millimeter								
da1b5015-65dc-43d6-95d0-ec09508a83d7	fb3198f3-8be1-4f70-b844-10551abea209	Length of the specimen								66	millimeter								
2cafbbdb-003c-4e83-932c-53fe6274e5fc	c307c0c2-301d-4b9c-b82a-5297b81d4972	Length of the specimen								86	millimeter								
93c004e0-a782-431b-bce7-167495db6272	e1189dae-6955-4ca2-8e64-5d267177c947	Length of the specimen								159	millimeter								
bdb26a1a-5603-4193-9913-0714f388f258	98e43a8e-dcac-4eee-8e38-e5f2feec0a12	Length of the specimen								137	millimeter								
171c8877-f783-4575-9e46-fb5a8a291abd	c42c0c7d-f3e7-4955-ba74-4caaa482a95c	Length of the specimen								211	millimeter								
3e676608-239c-4a42-b0d4-5b75749272dc	441db6de-a6d1-4da1-879a-131f7827724b	Length of the specimen								81	millimeter								
12f77493-c853-4867-b4a4-9f6c820b043f	3dd0a076-65d1-4f50-96e2-7d1c2d5d00d2	Length of the specimen								112	millimeter								
0b665f67-ff0f-4d3c-9608-6af78a31ea00	eba9a2ce-b0e8-417c-8667-e712ca3a7a85	Length of the specimen								144	millimeter								
b749d13a-583a-49b9-bd7e-debbb18bc0a5	09c9bf93-9010-4284-b074-0de82e5ce506	Length of the specimen								111	millimeter								
6d1b4f37-323c-4315-beea-54cd39bf8adb	34d756ea-dc98-48e3-ad44-bd7b22f3686f	Length of the specimen								77	millimeter								
08891196-7367-431d-825a-30f55eea276b	3074c935-ba05-44c8-9248-d14b949f1182	Length of the specimen								90	millimeter								
9d2c120a-4142-4e83-9228-c35dea1c21e4	ea98dab7-3b1d-4904-b885-443b15040487	Length of the specimen								140	millimeter								
c0603974-e384-4ba3-9cd4-7ac428da1eea	ddb20551-0dcc-4937-9851-4a906ae922b8	Length of the specimen								73	millimeter								
04df76c7-7448-418a-bd51-7825e32cc11e	318add36-e205-417f-887f-c6b9743f8337	Length of the specimen								87	millimeter								
d7b4a5c8-2c8c-4056-8f89-b266a44cf6bd	da25573a-534a-40b3-88e7-b455280cac51	Length of the specimen								91	millimeter								
88d5d0e4-13cc-473b-ac26-e897d2455d86	cd6411b7-ec88-42cf-93ad-9449c0e8b99c	Length of the specimen								81	millimeter								
17705885-8d10-47cd-8c78-932178d90202	3a95a150-f82c-4c8f-b0a1-02916d40a1ce	Length of the specimen								172	millimeter								
ff5c312f-60ce-47c5-b762-0661a3196291	135d3e96-518a-47a5-bfd7-4c017f897796	Length of the specimen								86	millimeter								
7d4af15f-e731-4881-a5e9-7c608d50bc2d	647ec9bb-63ae-4774-8850-e378a7e67de8	Length of the specimen								71	millimeter								
84ba5c52-378f-4ea2-bdc6-ecb065653744	2d2d4f98-d6c3-47de-bbfd-7a8a42e9e054	Length of the specimen								156	millimeter								
56d9fbc2-d8c4-4bff-94c8-452016ed6efc	bad7eda1-c638-4786-9e9b-8b71672c1430	Length of the specimen								80	millimeter								
f1d10655-6a74-4da0-acfe-2ac1eaf39784	5b33a6ca-37c4-4dcd-9a7c-bdb97d1b5111	Length of the specimen								87	millimeter								
41b7697e-a519-4ac3-8fa9-8b629a733e27	6dfedd09-5882-45b9-9e75-05efa5c6237d	Length of the specimen								79	millimeter								
edbae5b8-5e98-4e5e-8ec2-2b226b23b9fc	8ff26412-f662-46b9-b318-e0f4dd999132	Length of the specimen								80	millimeter								
c1e4e31f-b9bf-4777-a8b1-769d8c94491f	0638c380-9ce9-4e72-9471-0a3548b13bbf	Length of the specimen								162	millimeter								
6fdb19b1-72fb-45a3-89ac-2233e3abb559	acea2cdb-75f4-4365-bc57-6fa9dde80fbf	Length of the specimen								228	millimeter								
325ca474-db0f-4af5-ac7d-cbd2b9d0936b	c82962a8-f7a7-4a59-9d6b-7b5bae6d0d15	Length of the specimen								93	millimeter								
8ac6f6ee-d691-4617-80b4-c0d1cf1179c2	bfef8b7b-8d02-42cc-b536-60dca4e83802	Length of the specimen								111	millimeter								
dbb17cc2-5a7a-4a65-b4ae-291221a0a024	0daa9690-00ac-499e-bf41-f180e9d36639	Length of the specimen								132	millimeter								
ce182227-2d29-40c0-9ffa-82eeb29dd118	1ba306d3-ad0d-4c94-b3fc-f1aae910ab95	Length of the specimen								141	millimeter								
406b3610-126b-4b12-b92b-e2f0ada74112	b14e0c0e-4056-4d38-96ef-4a6361c00bad	Length of the specimen								135	millimeter								
acebdebd-66bc-4f6f-8df9-a1a87852749d	ce67eec7-3084-4bae-873b-1e73fa1fddfb	Length of the specimen								153	millimeter								
27a41a8e-2f07-4cac-be4f-c51a292bfe7c	fe1f428f-9b2f-4fc5-9fd5-f8c0b0ce0ddc	Length of the specimen								126	millimeter								
e40ef8a4-3500-4506-8bec-bffe384cfb5e	8115b67c-5600-4808-817b-2f966a70c43f	Length of the specimen								138	millimeter								
0a64dc57-c8f5-4460-a10e-a87674fd7c1c	6038c66f-dd64-4522-933e-3e1da7b75c2d	Length of the specimen								140	millimeter								
f8dcb8e2-4c72-4897-95f2-04f3988eff1d	d33d4fa8-9be6-4a6c-9bbf-10db6b2f6d23	Length of the specimen								136	millimeter								
8e8e107f-2bb7-4924-ba96-4e90996e45c9	43625d54-fc01-4a54-86ce-f6029e3dd007	Length of the specimen								132	millimeter								
cbdf57ff-8ace-4355-bb59-0373d5a1d662	9b8aa7b3-fe5d-46d8-a525-ea5a40bc32ba	Length of the specimen								72	millimeter								
a5ebe814-03fb-48f3-a07c-f7f025e248a7	0e22b365-0d6f-49ae-bf48-0223194de1e6	Length of the specimen								160	millimeter								
ae5985c7-3c1e-4614-a2cd-2e315398625e	c211b1b3-625e-46a4-88a0-800dfd194e83	Length of the specimen								124	millimeter								
110df5c4-f5ae-4fff-9e08-4f9e0d2eb942	fe3117ad-0084-4570-8593-228bda7636d9	Length of the specimen								198	millimeter								
bf25d7d2-2c69-4e8f-8b69-744d5dd021ef	bb66380c-4104-4410-909e-cbfb187365e9	Length of the specimen								123	millimeter								
31293ed2-fb87-4da1-911f-bdc10c5331d2	2863162a-b184-4d14-9e55-8a21d3599296	Length of the specimen								187	millimeter								
68696c2b-2bea-4948-b845-93106ac51875	e6d2eb28-1695-4c4f-839d-252e63c7b19c	Length of the specimen								142	millimeter								
1c520c83-8b2b-40c2-abb6-133b3e8204de	b04c53cb-00ad-4b25-9f9c-f49f004e0c73	Length of the specimen								73	millimeter								
38880096-4ab2-4d6c-aa1d-4777349029c2	867761d2-e042-4375-b6e3-a161dc8c9b29	Length of the specimen								200	millimeter								
4a18ed9b-dc4a-4df6-8e6f-0048066ee82b	23b57c90-b2c2-47cc-83f6-eb01573d7c41	Length of the specimen								121	millimeter								
3f55b6c5-97e0-4ca3-89dc-8710bced484e	d1cbe1cc-a3e5-4f15-bdcf-9b767453149e	Length of the specimen								112	millimeter								
59343929-76ed-4c47-94d0-cf716a4b76cf	6c797c04-9ec5-4e35-977c-7c1b3c138d80	Length of the specimen								87	millimeter								
401bce4b-5d7d-4fbc-8063-907c6de11acd	3c3aab64-9481-4645-9ec0-02be99789a78	Length of the specimen								133	millimeter								
9ca135e9-75bb-40b4-9d7f-14673acc654f	83c0259a-76b4-4141-afa4-6b0f58142e9e	Length of the specimen								83	millimeter								
3aad6380-abcb-4eb1-bb73-780cd73966c9	a1125fcf-524a-4255-baf5-6a816fc8a8ea	Length of the specimen								193	millimeter								
6d2e8f20-90b1-4b07-bfd4-39fa671ea961	ae22f3c8-eb0e-4212-8515-726d59a0eb9d	Length of the specimen								214	millimeter								
621225a5-af04-488a-9275-e9e58204078f	6f4ecf36-bb4b-41bf-908a-f63a420ef99e	Length of the specimen								132	millimeter								
e68f136c-45fe-4b35-8b19-a33f6d4521a0	0c4127ce-225e-4824-aded-ed0c4ea65889	Length of the specimen								132	millimeter								
2d628868-2979-4548-bca4-258e502a6e89	ff6368e0-afe0-4afc-a5f9-fda13b0c5105	Length of the specimen								172	millimeter								
923b71ee-f69a-4584-b19d-6e619c673441	4d4bcbb7-4a32-4fe0-b27f-bb24c53e224e	Length of the specimen								76	millimeter								
f80850a2-39c2-4fb0-a91d-a5ed1c5a942f	b282db5a-29b0-49f2-87c9-a37724f0f3a3	Length of the specimen								142	millimeter								
356aefb3-9181-45e4-a963-d37fbae03c60	33a38301-f1f2-4a06-a72b-1cca7d525395	Length of the specimen								216	millimeter								
4787ad8e-87d9-4c83-84ab-7ff4e8341446	fa3ef805-77bf-48be-90fd-7d8d49b0cfc3	Length of the specimen								121	millimeter								
ac6268ee-7f3f-402e-ac14-40825dc5bdcb	dcfda8f8-9877-4933-b186-5d1aef14b601	Length of the specimen								182	millimeter								
a91fbf0b-b736-49a3-bc1c-6e7ca57b58ed	570a8947-e173-4b00-aef8-052d3b8d9839	Length of the specimen								146	millimeter								
771205c7-af86-4b12-8ee1-e0eb147676cf	0e072cd6-ca46-4192-8720-250730d118b9	Length of the specimen								139	millimeter								
4db044f9-e7b4-43fa-8956-8e8733bd7564	02c14d66-70d7-4a68-919c-597714490f7f	Length of the specimen								159	millimeter								
6d66a697-8968-4ffb-ba4a-b8a61a75cbb1	954cc5dc-8df7-4023-82c9-608392dff354	Length of the specimen								135	millimeter								
2f12dd1f-0f33-42a7-ad61-6140cd2e2bda	cba07040-a514-4b0e-b000-8f09278fd182	Length of the specimen								134	millimeter								
30283f2b-9ad9-4206-b65c-39cf7f5410a1	b4e92f03-d28d-4441-93a7-e8535a15e95b	Length of the specimen								156	millimeter								
cd96357c-0a4a-4ca1-adc8-1ab420eb360d	093f94b2-1602-4ad9-9b82-5c9782ef2bf4	Length of the specimen								136	millimeter								
e626e66f-2f9d-4f38-9509-1088013ab957	b6d35281-f140-4506-9633-914c58d0470d	Length of the specimen								155	millimeter								
6a0a7988-4217-4cda-9dbb-103327497eb3	4cef6ed5-81bb-418e-9f25-6b7f5f30ec00	Length of the specimen								152	millimeter								
368ef942-33ad-4114-9d15-09bd61f63db6	3cf4b5d5-62db-4d92-9c94-a0edecccda05	Length of the specimen								136	millimeter								
c73ead7e-2306-460a-952c-90fcdf102187	3687e9be-17cc-4255-979d-b1a3c2871d95	Length of the specimen								203	millimeter								
e2ee7c79-2353-4668-bdaa-06e21054f4b7	2c9a9dac-03c1-438f-9c79-f4484c04465e	Length of the specimen								87	millimeter								
5b8b655d-dd3a-47bb-995b-86ac5ef0b7d1	fbc29d30-3cc6-4fea-bb88-79eb4dbc6c10	Length of the specimen								142	millimeter								
2828bdf5-dd52-4526-9c7d-a55e0401db1d	62f76887-6388-438e-b36a-3db006eef1c2	Length of the specimen								186	millimeter								
a5cd757e-b58d-46b7-9cdd-e73616764dcd	24dd695d-db9d-4024-9c08-c9261c00e9e8	Length of the specimen								162	millimeter								
da2545f2-431c-4fee-94f9-8cd6d2f79f30	ee2c45b1-9fe7-4bc1-a42b-d76963389670	Length of the specimen								85	millimeter								
71567aac-c0a3-4f09-b33b-3c3983ee3d4b	88b91546-4635-4a43-beb0-780c27585e1c	Length of the specimen								128	millimeter								
44235448-f8ec-4602-b0ad-3376b0dc485a	93195f83-667d-4357-96a4-c3879cb417d0	Length of the specimen								138	millimeter								
f5211de4-b798-4ea7-93c4-41a9824205d8	5b4d6fb9-451d-4e7a-bc1e-50871cf41db9	Length of the specimen								89	millimeter								
bf30dec9-e03e-4971-bba1-3b7abd8c6898	cf5de680-6bac-49ea-999d-a5b028a6b154	Length of the specimen								139	millimeter								
2ae85aa5-21d3-4559-b8bf-68f52d7156b9	cc58142f-ffb2-4694-a994-ba3b1b7436b5	Length of the specimen								77	millimeter								
494e599d-af55-4ca9-a55c-2c9c615bc68b	cb75d1ba-f02a-4aa3-b8b9-78ae15a7f3af	Length of the specimen								92	millimeter								
1608e3a8-d8f4-4f64-9111-4e1f64ba3f4d	72b56618-199d-4b31-9d87-23a7765af40a	Length of the specimen								141	millimeter								
37ea1448-5efa-4e12-95a1-136e1fc595c5	23ce3fd1-c2d6-4671-b16e-789e965ac0c0	Length of the specimen								114	millimeter								
08c34bc5-dc26-413b-be9b-b98c89457f9f	11d3a1c2-4b73-43bd-a7e3-b7ce5bf9a493	Length of the specimen								135	millimeter								
f04992d0-0200-4859-a3f7-e21cb1d7a6e0	89e80a65-532b-4591-8aef-223ce85b6336	Length of the specimen								165	millimeter								
34b4f8be-18e4-40fd-ab6b-f01a5f57ad50	580b593b-75bb-4bc2-a46d-c2be4b6280fb	Length of the specimen								76	millimeter								
bade5036-c6f4-4847-a551-ab370544739f	7052b8c4-30c6-4dc7-bd9d-32d6491026ae	Length of the specimen								143	millimeter								
1758bb73-a6b2-4bb6-a193-c3e5577e4d0b	9fb4ad1a-4001-4a42-8800-c5d059491549	Length of the specimen								122	millimeter								
9670a71f-64fd-432b-8012-868c66a97801	fec3eb4d-6cc5-46de-ae8f-0758bafe890e	Length of the specimen								94	millimeter								
51f04cba-32ba-4a0c-89f7-055a0527c4d1	b578f839-3763-4743-9950-d6b6b2210ef6	Length of the specimen								158	millimeter								
ea4db26d-5eb2-4b56-8f53-6941b2558c51	d2a0df38-ade5-413c-98ed-678484b2e92b	Length of the specimen								126	millimeter								
f8abeafc-2973-439c-8f31-5ac707c18c55	e1bff0fd-753e-420b-bbdd-3c1df92d1778	Length of the specimen								83	millimeter								
cbcdb181-25d7-497e-a159-7dd42c3970d0	5f99647a-7a86-4b56-8b13-5b17b095906e	Length of the specimen								75	millimeter								
5b02f1b0-4a60-447e-becf-14fbf8ef99d6	de878544-cc85-4a9d-99e7-803f87d55af2	Length of the specimen								88	millimeter								
77a2a6dc-79a2-4ea5-988d-a773e3d3803d	76543e43-c372-43f5-9b05-47b1827c225a	Length of the specimen								134	millimeter								
875ed356-2f7f-45da-a06c-2642fd97191b	30391866-9c10-4d18-925f-3ee1be547eff	Length of the specimen								88	millimeter								
83846e09-d1e1-4dc6-b232-563a1c99c519	f22e729a-e7f4-41c1-93e5-808b04f923db	Length of the specimen								158	millimeter								
cc321f5e-e827-40f3-9f80-6e5b5b2f92f9	52c9bc94-775d-4e13-b6c8-81addecf6fad	Length of the specimen								88	millimeter								
fb47d6f3-d2d1-40fc-a1ca-b041035879a0	a037ca2b-9b68-4a66-b256-dfa5c5b9b6cc	Length of the specimen								106	millimeter								
9738082a-4024-442a-b739-9b3272531486	0ef90992-885f-47d0-b87e-d474771d47f7	Length of the specimen								68	millimeter								
fb2188df-d30d-4387-afd7-3a77cbac868b	b45a2445-3f62-4b15-a383-853589c97de0	Length of the specimen								146	millimeter								
85065ff4-716f-49a8-b3e1-ee63ff178bcf	b8f59799-cd03-4ef7-b5a8-015eeea1650a	Length of the specimen								67	millimeter								
779ff8ab-a4c2-43b9-9f6f-be37cafcd526	929cd9ad-11f1-457e-aee8-904dc71f93c1	Length of the specimen								207	millimeter								
ab2768b3-0a28-4b3b-9297-79f993a5be9a	09b85f98-bc96-429b-98ed-8710ca4de430	Length of the specimen								77	millimeter								
cc194bc7-366a-4d93-b729-e887f6ae17bd	83579f1a-105b-492b-ab48-ddf5b74035aa	Length of the specimen								86	millimeter								
177de2aa-d97b-440b-83d0-7f3ab8c4d71a	4fbd89ac-e897-4961-9f2a-21a0ba53de76	Length of the specimen								86	millimeter								
f892bf2c-a6f5-432b-88fe-ab423b74a6ee	362fbcbf-3dba-46e9-9b9d-6b94f8cdc379	Length of the specimen								88	millimeter								
50ea4a89-0a44-4aea-948b-9b5ba134aeb8	76993541-8e01-4fa1-affe-b82e6200bb26	Length of the specimen								74	millimeter								
6c8e9dc6-b37f-43d7-80e6-3382621a0876	c5451c4b-1e95-497b-9363-f19a22bd0594	Length of the specimen								211	millimeter								
bf3b84a5-3397-4f92-8cda-0e1a6afba26f	88afc63b-1926-4226-9434-6998eed35f5a	Length of the specimen								146	millimeter								
7b8672d1-8784-431c-9b3c-c558f577e5f0	454882a8-c920-4539-b206-daf1600d0984	Length of the specimen								138	millimeter								
9c78341f-0280-496e-a179-cd8d04e71e2d	ef3f20b7-d29e-4ff8-af30-354b762463e2	Length of the specimen								144	millimeter								
682cca14-29e2-4450-bf0b-ff726a85f603	615e5307-2cd5-494b-9586-c0d510e771f5	Length of the specimen								161	millimeter								
d70bc6ec-6f8d-4b3d-988a-f75e764907cc	d708fdbe-efe5-4675-afa0-f07f5abb9efd	Length of the specimen								148	millimeter								
2b89db53-350e-44e3-96c1-f4c9304ef8b6	0d16b24a-8d29-4bc7-a871-6c0228590552	Length of the specimen								152	millimeter								
1787d1ce-fa87-4542-a655-fc374e20ea25	f2c803e8-82b2-4f28-a08b-0b8f5c7a8180	Length of the specimen								68	millimeter								
b6407438-defe-4f3c-bb05-a1ea2d02f652	a8593ecc-27ea-4056-b29d-cf9486a7d4e0	Length of the specimen								127	millimeter								
38aeedf8-3d7f-4b43-8f90-89327e3e73ea	0b7e19f1-d50e-4eda-8776-3688d799dece	Length of the specimen								162	millimeter								
62628961-8a8e-4155-95de-2021a6e9cbec	7c8903c1-121d-4007-b4bc-9e4533b2407b	Length of the specimen								151	millimeter								
493d90ae-04d3-4840-9c26-32fdfdb4a259	e9c94699-dee4-4a54-b5d3-3827e77a23b6	Length of the specimen								75	millimeter								
fd0642f8-4655-400e-9f41-ecc6bf956778	1be0df21-6bf0-4552-928f-1f3a282fb154	Length of the specimen								118	millimeter								
f51e333a-3acc-445f-a9bd-cb6c70236097	8ff8bcf0-c9d1-4e30-8ac9-f4e7a2330390	Length of the specimen								139	millimeter								
402b68ee-3883-41cc-a83a-43194dbabbc8	25110431-fd12-44e4-ac5e-a6e8f0207553	Length of the specimen								79	millimeter								
834f6c03-bb35-4ce9-81f3-3884f3b9af44	7d571efc-4961-44cc-a0a3-bb6aa6072dda	Length of the specimen								84	millimeter								
68cca435-8002-47cc-8d98-a8c98c50eb0b	49caa9ac-5939-47a8-8de2-e4865e1827c5	Length of the specimen								76	millimeter								
1d4a7f0a-e9cf-44bc-b5c2-20676d399242	d9c0d601-a172-4036-a423-0609b02e6bf6	Length of the specimen								84	millimeter								
8e70d547-5804-4833-bfba-115870a4f652	255130fd-bd71-4976-bd51-2e1baf0f78dc	Length of the specimen								145	millimeter								
c8a6fc5b-5790-4522-aacb-1738b88febdf	ff95ce2e-8e93-4846-92b2-f60a8026f5e8	Length of the specimen								166	millimeter								
4ee1cd73-3897-48c3-b010-3588de91a2e8	29f1d134-ca16-4813-af0f-69f5d9a279e9	Length of the specimen								74	millimeter								
76b43af0-b0c9-4b32-8cdc-55ba2272bdb9	64f5dd47-2d85-481d-83d5-6d51630a5767	Length of the specimen								137	millimeter								
800b9173-e2d5-45b7-b6ca-4a86d3b6b11e	2b77ce2e-967e-4940-ac59-6ac1e7387f27	Length of the specimen								136	millimeter								
35e23ec5-ab0c-41bb-b375-136036c23b97	9a207139-8f8b-4054-a717-f44ecc33819e	Length of the specimen								211	millimeter								
0570dd2d-7c90-44cb-9e8d-03729c3d5232	97eee739-c429-46be-a16a-7d49e3f5fb04	Length of the specimen								82	millimeter								
4843a0dc-0a2c-4336-b4aa-e99bb40af233	581730cd-83b8-416a-9636-74980b3f7a0a	Length of the specimen								146	millimeter								
7563a570-003a-4005-9e0d-c132c8535616	5b5c2b84-e78f-44b7-b440-46cf5be7b509	Length of the specimen								82	millimeter								
417f5ef8-3318-4f58-b94c-c2349b23dd29	7e4d7ac9-f73d-416b-b778-81146540d33a	Length of the specimen								78	millimeter								
1250f553-c005-4d98-8d17-4afba69d0da2	0121eb6e-ec34-4dd0-83e7-c6fc3c4149cc	Length of the specimen								80	millimeter								
7c5c6c18-b410-44cb-bbe7-b4f8a8f36924	aa3ce54e-ec91-4ccc-aaf5-f4218c6ad597	Length of the specimen								77	millimeter								
79aa7973-4723-42d5-8ea1-0e3574fc800d	d01e19c4-486a-4010-807e-4d3432acc88a	Length of the specimen								136	millimeter								
b1368d35-4c74-4df3-8f33-7d5aad1ae448	0ed1cf14-9eb9-4f12-b568-f94b46b72e9b	Length of the specimen								131	millimeter								
1b7cb5a7-7902-4b32-b0d6-4dbc3ac10202	7e5412dc-e258-4267-bcc6-ceabf48ab8dc	Length of the specimen								82	millimeter								
83029f25-dcda-40cc-a5b8-4dace189c025	ff67f989-2dcf-4c10-b74c-a526f5ab239a	Length of the specimen								73	millimeter								
49ef0e51-9f0e-40f8-b153-8f32c02fcec3	7df452ed-18ef-4e45-a76c-1f68ff8f9fa9	Length of the specimen								161	millimeter								
a79761ed-4fe5-4abd-bedf-7df0f8c3f5f8	f940e981-e1bf-4904-bd1a-ee0a53ff468c	Length of the specimen								85	millimeter								
bc863645-a5da-4773-ac68-694c36c8665b	04da25b3-6089-49c3-8704-a7662569024c	Length of the specimen								90	millimeter								
8b3f68d4-acc9-410d-ae27-0310b14f977a	944d4482-0293-4a4b-97ad-0430fe57496a	Length of the specimen								89	millimeter								
ae7d6147-eb85-4f9f-9944-2914bec3a9a8	deacbb21-9cf7-44d6-92c9-85d7e8915b69	Length of the specimen								82	millimeter								
4bedb610-a094-4faa-934e-93461282580e	946dd145-9e0b-4466-aa3f-1441806a2323	Length of the specimen								77	millimeter								
70a9c899-3cab-40d8-86cf-9e2ef4226c69	261dccc0-9451-4389-aa96-205b238fb5e8	Length of the specimen								126	millimeter								
f0641150-7e21-43b1-b0e3-b353b0d6cae4	21b7c289-0a72-4354-af7b-07b9554e7936	Length of the specimen								164	millimeter								
2320f399-b6f7-4779-9d33-d752c6261378	f34e735b-9500-4051-bc64-e828865c631d	Length of the specimen								130	millimeter								
909b92af-1552-4eac-8704-da129f1979c3	dff0e86c-4c63-4e97-b63a-5de5e6307473	Length of the specimen								88	millimeter								
8d18f53c-e29b-4954-ba8f-dc3781443f7a	f3343584-a844-492f-a8b5-1f4a1a11dcbe	Length of the specimen								74	millimeter								
06389732-2921-4546-9cfa-b43ed6b472e4	5f519f7d-b5a8-428d-90f8-91662bba93d8	Length of the specimen								76	millimeter								
1dcc1e9e-ba18-42f5-bd13-e1bf09d2257c	a6b366a9-f2d6-438d-b946-2abe0a057e86	Length of the specimen								153	millimeter								
df902543-8e80-48e5-978e-5bd2ce0a6a5a	dec42e30-8df4-4de0-9d81-7584f2961436	Length of the specimen								91	millimeter								
02fa8d19-fdce-4bf6-a0b9-9d6db5ab84a7	f5eb5061-3dd0-4772-b4bc-9f721c14dece	Length of the specimen								89	millimeter								
6115dbe9-5da6-4e71-a292-39e68ed53f21	6a13cf78-b0f1-4901-822b-31aa19aa6c01	Length of the specimen								72	millimeter								
82a9ca25-6de5-4b6f-aca0-d373acf190f0	6efcb4b4-f8b3-4bae-80ea-4fe1000378cc	Length of the specimen								122	millimeter								
1d60c388-6501-4b0b-87c1-2f2a3f6857e9	9b7318bd-fafd-44d0-993f-ed1c596d9189	Length of the specimen								67	millimeter								
c584e8a4-0556-487e-abbd-8dfb36a990fd	58e26345-ba3a-405d-9d69-8b90d9c4ddde	Length of the specimen								90	millimeter								
c748174e-ae24-40dc-bc96-ae2e33089329	52c19870-8ee0-4992-a5a0-11496e926ed9	Length of the specimen								85	millimeter								
4c51dab7-2ea5-4909-a7b1-1f0887c5f342	d8de0e70-5d69-4b10-9c2c-677ccdc6159d	Length of the specimen								73	millimeter								
fa8e822a-44ec-4af1-9d78-4fb41f4fea37	c41980e3-717e-41ac-8236-51b17e6acc2b	Length of the specimen								133	millimeter								
c8b63759-befb-41b3-af1e-56a9a581cb32	02d94c46-1b9d-4cc1-9879-7c52ba2ceab9	Length of the specimen								134	millimeter								
93f8edcc-ce05-40da-ab01-f58631e7ef69	4ea6fd25-e4f0-48ac-a509-91b4f704228b	Length of the specimen								88	millimeter								
