assertionID	eventID	verbatimAssertionType	assertionType	assertionTypeIRI	assertionTypeVocabulary	assertionMadeDate	assertionEffectiveDate	assertionValue	assertionValueIRI	assertionValueVocabulary	assertionValueNumeric	assertionUnit	assertionUnitIRI	assertionUnitVocabulary	assertionBy	assertionByID	assertionProtocols	assertionProtocolID	assertionReferences	assertionRemarks
e22d84ca-c44f-40bd-baae-4efbb0287024	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
24a1ad73-0908-41e6-89e6-39bee84c41ab	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
5444c99e-3528-46d4-a065-614e815061dd	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
995d52e1-2f60-4b92-900f-3a78dd13ff3d	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
c69fa6f8-297e-47d7-afad-49c133c5b3b9	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
11b69c50-b3d6-468f-91a6-36afa56fe2ec	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
5261a21c-b66a-4b37-a376-9c17cdc33dc1	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
4922d7ee-29de-45ba-b2c9-896960a39dc5	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
6207b481-46a7-43a6-83c9-0a75da6f3266	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
e2a6ab56-d065-4ea6-966d-cc6232a8439e	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
1e70168c-62df-42f4-b97d-37aa6d82b826	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
8e508675-7635-41ce-a6c2-421e66cb07a9	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
35e8d4e2-a7f8-427d-aba3-6002fcde3584	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
08277cca-aa5e-4ee1-9085-e672b0e1ebd6	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
e0297e33-8fe9-443f-83c8-cc6b061425ea	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
d5ed8da7-c632-4299-992b-b4f23d5894a0	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
c37690bf-0a2c-4503-80f4-697aef02dcf0	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
90ac3498-8b2b-4753-85a4-6e1c588aeb86	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
6fa5edab-edbd-4818-9c33-0339c060f3eb	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
bd1d417c-9068-45fa-82c1-e2674de11e4f	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
e2f121d3-f77a-4cde-ab3a-7976ee952102	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
0cf8a4ac-a8b2-4073-8c0e-c9cc4c19a62c	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
690f5df9-9ab0-4afb-b0cb-246b7321898f	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
95828c48-fb0c-4b27-bff9-481d634f5fcf	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
41798f0a-32b0-4f75-b6fc-1e8fd3b5d885	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
f561d49a-5fdb-488d-b993-90dbee62a0aa	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
dd9a91a8-86d2-4d4a-9b52-0940662cf421	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
4358cf8e-a539-4f74-bb72-0db4646ce4e2	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
60cf7e48-3f79-4586-9735-cac1323aa189	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
73886b65-e880-413b-8bbf-45d424995c31	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
1d3617bb-a3f8-493b-9429-77a73d71548b	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
5f5b10d6-b6e0-459f-9b36-3e56d11a9d52	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
527965a9-14df-47f7-bf27-4c9718ab4843	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
3a86881c-17f2-4200-ae5b-fb73730c567d	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
43f74c27-7d30-46c4-9ad9-a321b1cb65f3	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
ec85089e-cf99-4b6a-b35f-74bd5319eb74	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
74269b0b-57a0-459c-ad75-d95e7942f157	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
11c488ba-3f08-4690-b301-c9d7ede76e60	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
1fc6ff13-6c25-45de-9714-c059515f7759	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
e291e06f-9520-4405-b674-42347d857ac9	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
8765866c-3609-4a2f-b4f2-9f6d9158049a	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
13be20a0-42f0-4eb6-92bb-383a8c8fc774	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
74c46eae-726d-4cc5-bf81-17326d9268ed	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
98d73c62-4b7e-41f2-b103-fdfe43c9b152	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
a500e7a3-78fe-4f23-aaca-7c126387aa33	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
46b70c7a-afeb-4273-8678-5b7d1ba6b579	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
3d1ca4eb-c75a-421c-997d-1159f1a5fd71	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
1e0e9438-82eb-4ba4-a6a7-c3303ca696fa	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
d2efa643-6ef6-45dc-967e-39f57674b211	BIGC.20191022.04.1.e-fisher		Number of the sampling pass within a reach								1									
0fa3d68d-ae6a-48e1-bf07-eae5dcd02181	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
ccbc9d27-eeb6-4b3c-a24c-62f50868cee6	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
ce92b0b8-0f3c-4f3b-b259-2f66184cb0da	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
8c888bf8-8863-4897-97e7-edc366417707	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
8e803e5b-b062-4c39-a2f1-175764c5e7c6	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
0c725514-bcf1-4aca-90e6-182e9d52a37a	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
5bd34a85-bbdb-41a6-8bc8-6aa75fd53deb	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
5f4cb01c-5c94-417f-a394-778721dab7d2	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
8debb747-049e-4583-9efa-977ff9c623bf	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
d3703854-26b4-4a35-bc43-e53964dddde5	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
2d6164c9-3577-44b3-bb22-dfa86bada9dd	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
a576184b-b393-4205-9a19-81f156e0439c	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
accf0459-57f5-432f-ba01-84d6acbc713f	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
3e73cb8b-da5f-499f-bf86-00d5dc0823da	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
7671a8a7-04da-44f2-bf72-197cdd8d2854	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
10f74d00-77ba-4eee-b303-ee9f0d3439dc	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
8cbdea22-681f-4494-9caf-e1031c03cfcf	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
1b9bceec-09fe-48ce-bf6b-69946871b8fd	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
c3aa7a93-bc5f-49b9-a9e8-d39dfb228ed7	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
0ad1b3aa-9404-4616-ac11-9a0de28f0b58	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
f521576f-22ef-4de2-be60-b38ea2942294	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
61d7380d-7e0f-4385-9e83-8c15ef347469	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
6cdc758a-1dbd-41b8-a43b-be9c51ab07cd	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
4989d816-8bf3-45b9-be29-759d83afcf42	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
290e1e7e-67ac-409b-9d45-a3b6e6534653	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
7d38973f-01d1-4bab-b30b-09a571a0cc37	BIGC.20191022.04.2.e-fisher		Number of the sampling pass within a reach								2									
3662fee7-a83b-459c-8b53-eb71cfdb7c5c	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
7da120f7-923e-4d98-b0b0-f1757ce76f3d	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
1bbbbc98-8856-468c-aa1d-b39402ce1268	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
641d0ab1-8cb6-4054-a5e5-432fd4eec41c	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
5190bf1d-cb12-402c-b7e8-443e08a846f5	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
8764efc6-2f64-46e8-89e0-faf73466034d	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
eaa9ec03-09fb-4774-8d88-b734e8ae4c99	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
65cd9e73-3d85-48ec-aeae-f25432b74f66	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
35abcaf7-9747-48cc-96c5-1ed30647ad42	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
e8e60b49-9941-4f56-8779-ea778a42d6bc	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
d7e920cc-8ae0-437b-b5fd-1e433d9f7f2b	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
03a633f9-2634-419d-b7ed-cc79a407003d	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
fb722338-40c7-4db5-b3b5-8231edf4e4ea	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
190b5024-bdff-4078-9241-776d9c36ff9f	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
b5af557c-906e-47bf-9765-c3a2c7158421	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
a47975ef-0c6e-42e8-899c-9f372606d633	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
a4197f16-ff73-4e11-840f-509fbeaf25be	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
1772cce6-2043-4a16-b8c0-a61498a24307	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
b41a5419-2017-47b9-be8b-6da5781ce0ca	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
da12ba85-6f7b-46cc-90ca-e88415c303fa	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
4ce1e51d-e58e-422e-b3fa-da4a4ef319bf	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
b13cedf0-4e82-4860-bd88-c357ca77c0f3	BIGC.20191022.04.3.e-fisher		Number of the sampling pass within a reach								3									
c11d48b1-340d-4944-9824-69de91dfced0	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
3c41f116-81a6-440b-880b-ec7b78b7f04d	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
dcbc4ad3-b38e-43f2-83b2-62b1c75c5270	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
f923c4d9-8750-4b11-be78-ef94e70be331	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
81779443-8fd8-4541-a93c-b1b31d56ee20	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
5e1ad03f-d4ac-4ff5-a4d0-9cad21a02973	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
c2b4c4cf-1501-427f-a00c-d62da5c926ba	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b8ad8f13-42e4-48c0-b6ca-d1e9a4e299e9	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
c0eeb762-f106-4cab-bf0b-183ebfe4fc68	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
31f74ed5-17f4-44ac-b4b9-13dfc71e5020	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
a9409862-01c7-45e8-8d59-a92f1de6e481	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b358496d-92dd-48a1-ab80-10815bdfefd7	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
4397d274-01f0-43d4-8742-90152d7cab9e	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
9cfb4e22-62f6-4610-b1c3-1201b4e55e03	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
050dac4b-bc80-4dd3-8faf-ce8f24edfdba	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
532faf87-c10d-4c0d-b989-1b52bcd3c021	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
00ab59af-b3ab-4d83-833c-afebfb37dd15	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
991cc98b-9b94-4eb2-b38f-30731819233a	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
f6855bf4-c99b-41fe-92b8-c3f2ab9557df	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
29cc4571-a9cc-4a91-b9a4-a6acda86a559	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b29131d0-1cb6-495b-b4cd-1573495e4fcb	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
ee2d1a62-e13e-4a19-a25f-004162aabe13	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
db889f1c-83ae-4f49-b7a4-f6f11a4120a2	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
2e508cc8-e4ea-4f50-9feb-a87ed844508f	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b4a15383-a6ce-4c11-ae95-b77bfc9ddcae	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
a93796e1-2e18-4254-8866-1eae2239c561	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
a5604063-f556-429b-a5aa-d8851e1a3f96	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
2fd2da3a-e890-48b3-9d27-962d30b06d65	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
1f7e21bb-e34b-494d-b1e9-63660d334382	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
f29db54c-f707-46c5-8501-af47cd717504	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
a3e940c0-0c53-4701-8b47-b7ff0559fb45	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
db98bea5-8982-4085-9046-ac1d035d2960	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
c54c4b88-4d7e-4b7f-b1a2-3b927ba77644	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
3b629e2e-356b-4380-b6bb-af23199a898f	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
279d8ff6-89f8-4af5-a9fc-28961cd18638	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
d6d52765-6cef-4cc2-8a77-a4e8f2147aea	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
7ac3d481-53e8-4c2d-b068-2c190b26d295	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
e90bfd62-cd9d-4909-a0f1-c02b6684707d	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
6c9f6bc2-01a1-4cbb-a0e4-565cb53f8128	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
29e85dae-452b-4468-94c6-e615ce40a06b	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
41f9fecd-f4bf-4d4d-b6e9-27bbc099bec1	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
98bf03a3-96a0-408c-8b1f-e798b2d7386a	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
4766fe2f-16c7-4b8b-84dd-471c14d65e05	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
00a0f1fe-7359-4e13-8e39-5403d5b8a99e	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
16142a8f-358d-41e6-aac5-12ec37f7f32d	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b5087e28-8f06-4be2-81f5-ad62e6908f9f	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b7671b2a-d533-4f26-bb0d-695030087049	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
c7bb2256-d06e-4f39-9582-822c89441136	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
b82d20ea-c70a-4fc4-a183-5f0e4c233c7d	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
70b27833-75ea-4a2e-b9f7-6d731279ebbb	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
c8356ab1-9632-409d-bedc-770977d71af4	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
85da14d1-37c6-48af-b9ed-8271649daac6	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
34d8a2d2-08dd-465c-8d3c-786440b7a2d5	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
9d339aa5-32f3-4616-8861-680cb0b701e2	BIGC.20191023.05.1.e-fisher		Number of the sampling pass within a reach								1									
dd2b2ca4-0fea-4950-be92-ac1e89add4c5	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
ad13145e-1fe9-4e7a-b650-3ef34f3ff8b3	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
3b889895-da55-432c-a490-4d16cadcb847	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
9f7c4e0d-ee04-445d-9206-73c672461e35	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
42391aea-74b7-41a4-9926-dfb77e1462dc	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
734743e1-0fc7-4603-90f6-9cb13a5b0e3c	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
c969b5c9-cc82-4cc0-9fc8-b646487b3506	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
8d71e2be-6b39-475a-a6aa-421f60d29f5f	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
158616f1-cf3c-498c-b5b5-eb9bf9dfd575	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
c4a115c7-39ee-4059-82da-b4b0d6ace2c4	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
9fa287e0-8193-40ef-b87f-5bab104b59a5	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
d3115099-54f8-4f8f-9c25-dffb86fad743	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
e9ca694a-25da-431e-b721-48b66effb1cf	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
b9eccbd0-1cee-4180-95dd-ad7eafb6256b	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
be19eb0e-0d0e-4153-9cd4-e30edec20f57	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
ef9d81e4-87bf-4e91-a6f3-d11e82bc01bc	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
df6a0cfa-4210-4d64-a6ba-9f84e95cfd46	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
e9a671a5-670a-40ab-be16-5200fb852200	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
4b69d0fa-4892-47ab-8982-9e8ad64c1aa6	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
fc96750f-98c5-4ab5-b46e-05c3386d2e34	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
b65323f0-b8bb-426d-b54e-a83973434c9f	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
0ca52065-1af4-48fb-b6f2-88113f3300d5	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
879af236-2bb5-4e7d-91c3-192cb0a2a89c	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
f99a808f-b1c5-47ec-824b-bd5ab8c28ed9	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
4b399752-a555-4c3f-8322-23ac24420cb0	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
497565eb-78f5-4e6f-946b-f2d446fd0862	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
627ac2e7-0769-4a7b-bebd-8d328b02bba7	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
1e8400b2-d69a-4186-adf9-c6cab79888b7	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
2a827f11-63ca-4c33-b3cb-3bd6161b1f9c	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
3a5abfef-f9a4-4c43-b2fd-e23695e76513	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
cef1bcc2-682f-438f-a3f2-36f3c45ee319	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
82512021-e24c-4c85-9cf3-f1effc7916c1	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
6d38dbfc-a4ca-41ba-98ea-fd620193b02e	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
a064b290-e2a9-4011-a58d-4e6438c5c160	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
e390a8e5-e11f-40ce-94cc-5c6b47001ee9	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
e5ad58e6-28b8-4378-bd87-5d06246a8af2	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
aeccd126-6710-427a-a2b3-51874074d26d	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
f0e4e1a3-3d3a-4194-a932-c44bc8def712	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
90257862-9e25-4172-a5b9-783f36919186	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
8dd6bf92-e0e9-4065-8a4e-4c6dabe1e5ee	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
574a0a9d-26dd-4ef3-93f8-974b5266447d	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
2f97b8be-ef31-4cc7-936a-60ad008b84be	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
a3079a3d-c2d3-46cc-a47f-7372a69a23bb	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
0cbd8af6-2fb5-4d51-95c5-ba0d857caa67	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
a5133b9f-c51a-417f-8cc3-7b398cf2871f	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
bcc37ddb-11a5-4289-b8f9-70447af882c3	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
cb51e720-5817-4919-9d52-6858758f71ed	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
ba202919-16ec-4809-a50b-4093fddbe568	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
e3044b03-1a14-41c8-91dd-6c206f90d1e0	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
4846bdc1-b2be-44af-9fdb-96181652acae	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
27f0f917-9bfa-41cc-8ab5-56c94c778ce8	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
0ae010ce-7e66-478f-b304-ca1b5a1cc43d	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
c1c749fb-cd0e-4ccd-af80-53b83fd1c61f	BIGC.20191023.07.1.e-fisher		Number of the sampling pass within a reach								1									
59579333-0cd1-4a71-921c-e1cb7dbb982f	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
786af2bc-c361-4379-9407-db0175d40642	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
d3513528-37b5-4bbf-b260-19bc8d9e8d0b	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
e9256e11-1569-47ff-b885-0cf8943f04a8	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
d0043174-4d83-4e35-bc6e-4fae53f7d1a8	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
9f14f58b-962f-4cdf-aa78-ff74c611f908	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
4018b060-3730-415a-b46d-084319398a6d	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
da28e370-4a4a-453e-b82c-528d8221f55f	BIGC.20191023.07.2.e-fisher		Number of the sampling pass within a reach								2									
3b31e413-4f8a-4f5f-a3e4-abca26401cbd	BIGC.20191023.07.3.e-fisher		Number of the sampling pass within a reach								3									
7a9030e2-cae2-4776-a771-fd77570092d2	BIGC.20191023.07.3.e-fisher		Number of the sampling pass within a reach								3									
04bdaabe-19ea-4d59-8e8b-fd54b27f7c6d	BIGC.20191023.07.3.e-fisher		Number of the sampling pass within a reach								3									
81625afc-c3a5-4951-a97e-a08ad013b526	BIGC.20191023.07.3.e-fisher		Number of the sampling pass within a reach								3									
9861f712-bfcd-43a4-93e9-93d51b72213d	BIGC.20191023.07.3.e-fisher		Number of the sampling pass within a reach								3									
dba70fca-2723-4398-bdd4-5426bae9941b	BIGC.20191023.07.3.e-fisher		Number of the sampling pass within a reach								3									
