event_id	parent_event_id	preferred_event_name	event_category	event_type	dataset_name	dataset_id	field_number	event_conducted_by	event_conducted_by_id	event_date	event_time	start_day_of_year	end_day_of_year	year	month	day	verbatim_event_date	verbatim_locality	verbatim_elevation	verbatim_depth	verbatim_coordinates	verbatim_latitude	verbatim_longitude	verbatim_coordinate_system	verbatim_srs	georeference_verification_status	habitat	event_effort	field_notes	event_references	event_remarks	location_id	higher_geography_id	higher_geography	continent	water_body	island_group	island	country	country_code	state_province	county	municipality	locality	site_number	minimum_elevation_in_meters	maximum_elevation_in_meters	vertical_datum	minimum_depth_in_meters	maximum_depth_in_meters	minimum_distance_above_surface_in_meters	maximum_distance_above_surface_in_meters	location_remarks	decimal_latitude	decimal_longitude	geodetic_datum	coordinate_uncertainty_in_meters	coordinate_precision	point_radius_spatial_fit	footprint_wkt	footprint_srs	footprint_spatial_fit	georeferenced_by	georeferenced_by_id	georeferenced_date	georeference_protocol	georeference_protocol_id	georeference_sources	georeference_remarks	preferred_spatial_representation	geological_context_id	feedback_url	information_withheld	data_generalizations
a3b2332d-7cc3-4f63-bc68-019260c91cb3	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:45:33Z	21:45:33			2019	6	4	2019-06-04 2:45:33 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.163215	-118.5086130907	epsg:4326									2019-06-04	gps		gps		point-radius				
b72ae4eb-7ea1-4ce1-b6f2-60e50d88705a	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-03T18:36:42Z	18:36:42			2019	6	3	2019-06-03 11:36:42 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8699226379	-118.4962081909	epsg:4326									2019-06-03	gps		gps		point-radius				
5cabd77b-383a-4e06-9e2d-84a480e54ca2	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-03T18:36:43Z	18:36:43			2019	6	3	2019-06-03 11:36:43 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.9510610315	-118.4411087392	epsg:4326									2019-06-03	gps		gps		point-radius				
079d05cc-f317-4f79-999e-5aa73babaf13	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-03T18:36:43Z	18:36:43			2019	6	3	2019-06-03 11:36:43 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8699226379	-118.4962081909	epsg:4326									2019-06-03	gps		gps		point-radius				
45118910-b754-47aa-8073-c7a944bdcc8b	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-03T20:23:10Z	20:23:10			2019	6	3	2019-06-03 1:23:10 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8395987079	-118.4541863792	epsg:4326									2019-06-03	gps		gps		point-radius				
eaa5d7de-66cb-4302-93cc-52d4aeb0a444	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-03T21:41:42Z	21:41:42			2019	6	3	2019-06-03 2:41:42 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.870677948	-118.4954452515	epsg:4326									2019-06-03	gps		gps		point-radius				
3a87a730-6869-4d4b-b47c-f74f22a0889b	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:33:56Z	21:33:56			2019	6	4	2019-06-04 2:33:56 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.0179672241	-118.5818023682	epsg:4326									2019-06-04	gps		gps		point-radius				
e4d7d1ca-8ed7-40cd-8051-ac1385756f52	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:33:55Z	21:33:55			2019	6	4	2019-06-04 2:33:55 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.0179672241	-118.5818023682	epsg:4326									2019-06-04	gps		gps		point-radius				
7a2270e7-f9bc-4b8e-b880-c9720d66a86f	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:28:21Z	21:28:21			2019	6	4	2019-06-04 2:28:21 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.0160903931	-118.5955963135	epsg:4326									2019-06-04	gps		gps		point-radius				
3e540e3d-fb2a-4c2b-96cc-475b93791148	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:28:21Z	21:28:21			2019	6	4	2019-06-04 2:28:21 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.0160903931	-118.5955963135	epsg:4326									2019-06-04	gps		gps		point-radius				
99132b22-1fc7-40bc-bcc6-d81d901a35bc	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:22:40Z	21:22:40			2019	6	4	2019-06-04 2:22:40 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.015789032	-118.5955810547	epsg:4326									2019-06-04	gps		gps		point-radius				
17952576-2ddc-4ba5-967d-c92680a4e8af	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T21:22:38Z	21:22:38			2019	6	4	2019-06-04 2:22:38 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										33.0179672241	-118.5818023682	epsg:4326									2019-06-04	gps		gps		point-radius				
1f558564-14fe-48a0-9ce4-0b34caff8107	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T19:22:21Z	19:22:21			2019	6	4	2019-06-04 12:22:21 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8085572573	-118.5167937743	epsg:4326									2019-06-04	gps		gps		point-radius				
52a3cc7d-666e-4d94-b73b-3be8a08db17c	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-06-04T19:21:47Z	19:21:47			2019	6	4	2019-06-04 12:21:47 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.9189872742	-118.5437011719	epsg:4326									2019-06-04	gps		gps		point-radius				
34e1efec-df95-4a94-b5d0-dd98ca16c65d	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-05-31T21:40:54Z	21:40:54			2019	5	31	2019-05-31 2:40:54 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8260650635	-118.361038208	epsg:4326									2019-05-31	gps		gps		point-radius				
77d54b2b-12ed-4e8f-ac77-e1b09ea818b5	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Jenny Hazlehurst	513070	2019-05-30T19:05:22Z	19:05:22			2019	5	30	2019-05-30 12:05:22 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.9186058044	-118.4890365601	epsg:4326									2019-05-30	gps		gps		point-radius				
076882da-3730-4296-ad50-2ef12e2ec25a	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T16:38:46Z	16:38:46			2019	5	30	2019-05-30 9:38:46 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.91669794	-118.48919963	epsg:4326	7								2019-05-30	gps		gps		point-radius				
4e4268e9-53dc-4c46-8e5d-8f1757311487	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T17:00:34Z	17:00:34			2019	5	30	2019-05-30 10:00:34 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.91676944	-118.48916763	epsg:4326	9								2019-05-30	gps		gps		point-radius				
ea06fb4a-cce9-4b62-bb1f-fe03a7a18f9a	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T17:09:21Z	17:09:21			2019	5	30	2019-05-30 10:09:21 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.916759491	-118.4891662598	epsg:4326									2019-05-30	gps		gps		point-radius				
4a3a3bef-cd06-4e50-b863-01f909737c66	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T17:43:02Z	17:43:02			2019	5	30	2019-05-30 10:43:02 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.91851633	-118.48927409	epsg:4326	10								2019-05-30	gps		gps		point-radius				
c197db03-98ba-4197-b7a7-6d7f7cd2c359	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T17:51:40Z	17:51:40			2019	5	30	2019-05-30 10:51:40 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.91851493	-118.48929654	epsg:4326	13								2019-05-30					point-radius				
df2fe1c6-8372-4dc3-86b3-1af988d2aa31	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T18:12:01Z	18:12:01			2019	5	30	2019-05-30 11:12:01 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.91848025	-118.48945321	epsg:4326	9								2019-05-30					point-radius				
52447a0e-9054-431c-b3ff-127693a8b033	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T22:57:09Z	22:57:09			2019	5	30	2019-05-30 3:57:09 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.98448329	-118.57160203	epsg:4326	6								2019-05-30					point-radius				
1703841b-9f6f-49c7-aa93-d114c5cf560e	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T23:17:47Z	23:17:47			2019	5	30	2019-05-30 4:17:47 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.98416079	-118.57159998	epsg:4326	9								2019-05-30					point-radius				
13a99fdd-e2b2-4b3c-b83d-7b1ea335fe7b	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T18:05:44Z	18:05:44			2019	5	31	2019-05-31 11:05:44 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.82644225	-118.36140605	epsg:4326	9								2019-05-31					point-radius				
dc6c2513-2295-4bb4-a006-aef8fff094ab	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T19:12:17Z	19:12:17			2019	5	31	2019-05-31 12:12:17 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.9492842793	-118.2551583811	epsg:4326	19								2019-05-31					point-radius				
fbf5363a-f24b-4e05-850f-926d33fd4275	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T19:27:26Z	19:27:26			2019	5	31	2019-05-31 12:27:26 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.938345506	-118.2065375908	epsg:4326	9								2019-05-31					point-radius				
02d990b6-09f0-4737-bc86-3c2035f66c90	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T19:44:41Z	19:44:41			2019	5	31	2019-05-31 12:44:41 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.9104902545	-118.2473306076	epsg:4326	21								2019-05-31					point-radius				
101ec7c1-92f1-49f6-88b5-f33124edbaa9	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T20:05:57Z	20:05:57			2019	5	31	2019-05-31 1:05:57 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8133563402	-118.3003852776	epsg:4326	27								2019-05-31					point-radius				
40366329-0c10-4d90-ba8d-998a5ac90e64	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T20:19:47Z	20:19:47			2019	5	31	2019-05-31 1:19:47 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.9503644528	-118.3442886034	epsg:4326	33								2019-05-31					point-radius				
f26cad85-942a-4f11-b52d-aa69138f81f8	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T17:53:47Z	17:53:47			2019	6	1	2019-06-01 10:53:47 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.9578469482	-118.3844622111	epsg:4326	9								2019-06-01					point-radius				
edc282e1-d98c-4e36-a4d9-cbfc018a464c	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T18:35:27Z	18:35:27			2019	6	1	2019-06-01 11:35:27 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.82486023	-118.36615392	epsg:4326	10								2019-06-01					point-radius				
b08432b2-9649-4998-87be-e2d4e68e7b6c	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T18:52:18Z	18:52:18			2019	6	1	2019-06-01 11:52:18 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.9395725671	-118.2816945799	epsg:4326	7								2019-06-01					point-radius				
7ef18b98-f01b-445b-b850-49ce002ae4a4	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T20:29:52Z	20:29:52			2019	6	1	2019-06-01 1:29:52 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.9157261815	-118.3584884516	epsg:4326	16								2019-06-01					point-radius				
fd4ac89d-c8c2-4196-82ae-8f3173e7c7dd	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T21:15:43Z	21:15:43			2019	6	1	2019-06-01 2:15:43 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8888093208	-118.3211644646	epsg:4326	9								2019-06-01					point-radius				
3b633a11-2d4e-4493-805a-46f27e3613b1	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T21:41:42Z	21:41:42			2019	6	1	2019-06-01 2:41:42 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8597531257	-118.2606379488	epsg:4326	22								2019-06-01					point-radius				
069dcb52-2a4a-49f4-97fd-c08218434e6f	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T21:50:19Z	21:50:19			2019	6	1	2019-06-01 2:50:19 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.871863992	-118.2117881062	epsg:4326	12								2019-06-01					point-radius				
4bdb74d9-685b-4d1d-b561-353496acf5d0	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T17:24:55Z	17:24:55			2019	6	3	2019-06-03 10:24:55 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.8892534879	-118.4617662052	epsg:4326	7								2019-06-03					point-radius				
1c6c00ad-943c-4fa3-a32a-69102a92cd1a	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T18:30:14Z	18:30:14			2019	6	3	2019-06-03 11:30:14 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.8095699704	-118.4587200604	epsg:4326	9								2019-06-03					point-radius				
ec104dee-8ae0-4694-ac26-7d2504a0e2bf	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T18:52:04Z	18:52:04			2019	6	3	2019-06-03 11:52:04 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.8932028694	-118.5160808215	epsg:4326	9								2019-06-03					point-radius				
bec46ede-402c-453a-a5d9-33eeb4e49cfd	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T19:04:35Z	19:04:35			2019	6	3	2019-06-03 12:04:35 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.9560371127	-118.4530198146	epsg:4326	9								2019-06-03					point-radius				
69d61337-56b9-45bb-ad3c-6e0251b0a07f	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T19:16:28Z	19:16:28			2019	6	3	2019-06-03 12:16:28 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8685162774	-118.5655131916	epsg:4326	21								2019-06-03					point-radius				
c147d0fb-2663-495e-932e-3cae87382001	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T21:37:23Z	21:37:23			2019	6	3	2019-06-03 2:37:23 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8707580566	-118.4956970215	epsg:4326									2019-06-03	gps		gps		point-radius				
70cddc53-ad72-4499-b1f2-f8fbb961a234	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T19:25:11Z	19:25:11			2019	6	3	2019-06-03 12:25:11 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8706016541	-118.495552063	epsg:4326									2019-06-03	gps		gps		point-radius				
08c2923a-8ecf-4d24-9c73-d7128f267007	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T19:07:12Z	19:07:12			2019	6	3	2019-06-03 12:07:12 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8706245422	-118.4955596924	epsg:4326									2019-06-03	gps		gps		point-radius				
935b7ae0-2af3-4c7a-b547-d71a0a235b68	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T19:04:54Z	19:04:54			2019	6	3	2019-06-03 12:04:54 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8706016541	-118.4955368042	epsg:4326									2019-06-03	gps		gps		point-radius				
3ea271ca-5679-41d6-81ef-7eace7a63df2	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T18:52:11Z	18:52:11			2019	6	3	2019-06-03 11:52:11 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8706092834	-118.4955596924	epsg:4326									2019-06-03	gps		gps		point-radius				
83a4f2be-6b94-4f26-8d6e-5eb8ebf2d5e8	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T18:46:01Z	18:46:01			2019	6	3	2019-06-03 11:46:01 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8706016541	-118.4955291748	epsg:4326									2019-06-03	gps		gps		point-radius				
426c1d66-26e4-49ef-bbd4-03a11eb58531	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T18:37:03Z	18:37:03			2019	6	3	2019-06-03 11:37:03 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8706321716	-118.4955444336	epsg:4326									2019-06-03	gps		gps		point-radius				
2b90bc90-963c-4834-9bde-f5f396179920	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T18:32:40Z	18:32:40			2019	6	3	2019-06-03 11:32:40 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8707847595	-118.495475769	epsg:4326									2019-06-03	gps		gps		point-radius				
e9325950-bfcb-462e-ac2c-f0e7e36c53a1	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T17:38:16Z	17:38:16			2019	6	3	2019-06-03 10:38:16 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8708114624	-118.4956054688	epsg:4326									2019-06-03	gps		gps		point-radius				
a91c34cc-4fdf-4ba6-bdd1-fa3e4d05982f	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T17:37:13Z	17:37:13			2019	6	3	2019-06-03 10:37:13 AM PDT	California, US																					United States		California	Los Angeles		California, US										32.9917435336	-118.4908551231	epsg:4326									2019-06-03	gps		gps		point-radius				
8547f3df-14b6-4a83-9ea4-79a34f8ad768	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-03T17:22:39Z	17:22:39			2019	6	3	2019-06-03 10:22:39 AM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.8707695007	-118.4953613281	epsg:4326									2019-06-03	gps		gps		point-radius				
e0c93127-12af-4b5f-8348-f4e56f0b88e8	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-04T19:22:31Z	19:22:31			2019	6	4	2019-06-04 12:22:31 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.8339136429	-118.4354124592	epsg:4326									2019-06-04	gps		gps		point-radius				
fbf24336-9618-4d0a-8e35-ece3737d2042	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-04T19:21:11Z	19:21:11			2019	6	4	2019-06-04 12:21:11 PM PDT	California, US																					United States		California	Los Angeles		California, US										32.964807883	-118.5252137188	epsg:4326									2019-06-04	gps		gps		point-radius				
210f1a72-dcd3-40aa-883a-69f762857e12	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T21:43:23Z	21:43:23			2019	6	1	2019-06-01 2:43:23 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8269004822	-118.3657989502	epsg:4326									2019-06-01	gps		gps		point-radius				
7e6630b9-0add-43de-8a17-94a1e60d42fc	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T20:38:05Z	20:38:05			2019	6	1	2019-06-01 1:38:05 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8256759644	-118.3655395508	epsg:4326									2019-06-01	gps		gps		point-radius				
cc619529-f9af-424b-9f1d-e36e2cceda7e	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-06-01T17:55:32Z	17:55:32			2019	6	1	2019-06-01 10:55:32 AM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8248748779	-118.3662719727	epsg:4326									2019-06-01	gps		gps		point-radius				
ff759d5a-34cc-4fa0-9be5-38190be41cc3	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T20:23:51Z	20:23:51			2019	5	31	2019-05-31 1:23:51 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8260421753	-118.3611068726	epsg:4326									2019-05-31	gps		gps		point-radius				
97db6c71-0796-48a1-bc89-9af347136619	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T20:12:45Z	20:12:45			2019	5	31	2019-05-31 1:12:45 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.826084137	-118.3609542847	epsg:4326									2019-05-31	gps		gps		point-radius				
bae1f970-7b2c-474a-bcd7-6919ec7cfac5	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T20:12:30Z	20:12:30			2019	5	31	2019-05-31 1:12:30 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.826084137	-118.3609542847	epsg:4326									2019-05-31	gps		gps		point-radius				
98f3a632-5119-4166-9a37-55e3222ba56c	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T19:47:39Z	19:47:39			2019	5	31	2019-05-31 12:47:39 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8265724182	-118.3617401123	epsg:4326									2019-05-31	gps		gps		point-radius				
41d7a85b-de5e-4095-87cd-c2a2a9c2d36d	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T19:46:34Z	19:46:34			2019	5	31	2019-05-31 12:46:34 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8265724182	-118.3617401123	epsg:4326									2019-05-31	gps		gps		point-radius				
19a599a0-cbe3-4294-a994-624d0d0cf400	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-31T19:14:29Z	19:14:29			2019	5	31	2019-05-31 12:14:29 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.8260040283	-118.3611221313	epsg:4326									2019-05-31	gps		gps		point-radius				
757553e4-e9d9-40f8-9172-df7ac43dd491	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T23:39:51Z	23:39:51			2019	5	30	2019-05-30 4:39:51 PM PDT	Los Angeles County, US-CA, US																					United States		California	Los Angeles		Los Angeles County, US-CA, US										32.9215634817	-118.5274523099	epsg:4326									2019-05-30	gps		gps		point-radius				
5c824e69-35f5-4313-b261-6695a57c8869	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T23:33:56Z	23:33:56			2019	5	30	2019-05-30 4:33:56 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.9840927124	-118.5712280273	epsg:4326									2019-05-30	gps		gps		point-radius				
384ae6c0-854b-43de-b51c-b55ac97a4e7a	https://www.inaturalist.org/projects/california-pollination-project		observation		iNaturalist research-grade observations			Casey H. Richart	34488	2019-05-30T22:59:08Z	22:59:08			2019	5	30	2019-05-30 3:59:08 PM PDT	Los Angeles County, CA, USA																					United States		California	Los Angeles		Los Angeles County, CA, USA										32.9845123291	-118.5716552734	epsg:4326									2019-05-30	gps		gps		point-radius				
