identification_id	material_entity_id	media_id	nucleotide_analysis_id	nucleotide_sequence_id	occurrence_id	organism_id	verbatim_identification	is_accepted_identification	taxon_formula	type_status	type_designation_type	identified_by	identified_by_id	date_identified	identification_references	taxon_assignment_method	identification_verification_status	identification_remarks	taxon_id	scientific_name_id	geo_classification_code	geo_name	scientific_name	scientific_name_authorship	vernacular_name	taxon_rank	external_classification_source	kingdom	phylum	class	order	family	subfamily	genus	generic_name	subgenus	infrageneric_epithet	specific_epithet	infraspecific_epithet	cultivar_epithet	name_according_to	nomenclatural_code	nomenclatural_status	name_published_in	name_published_in_year	taxon_remarks	feedback_url
c6d022d2-873a-4e62-ac2f-161a53f5f280		https://inaturalist-open-data.s3.amazonaws.com/photos/38839661/medium.jpg					Copestylum marginatum	true	A			Casey H. Richart	34488	2019-05-14 04:29:19 UTC									Copestylum marginatum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
099c52cd-2a1c-4897-81fa-e25ea83b145d		https://inaturalist-open-data.s3.amazonaws.com/photos/38839716/medium.jpeg					leafy malacothrix	true	A			Casey H. Richart	34488	2019-05-14 04:30:12 UTC									Malacothrix foliosa foliosa		leafy malacothrix			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cichorioideae	Malacothrix	Malacothrix												
efbf63aa-c999-4931-a78c-702fdd9e99cf		https://inaturalist-open-data.s3.amazonaws.com/photos/38839720/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 04:30:23 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
0ac4719c-d5e9-4a4f-8aa1-da3a02e48929		https://inaturalist-open-data.s3.amazonaws.com/photos/38839753/medium.jpg					California Mountain-Digger Bee	true	A			Casey H. Richart	34488	2019-05-14 04:30:54 UTC									Habropoda depressa		California Mountain-Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Habropoda	Habropoda												
f085cb8e-768f-4085-b58e-4f30e116649d		https://inaturalist-open-data.s3.amazonaws.com/photos/38839758/medium.jpeg					many-flowered phacelia	true	A			Casey H. Richart	34488	2019-05-14 04:31:00 UTC									Phacelia floribunda		many-flowered phacelia			Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Hydrophylloideae	Phacelia	Phacelia												
69c0527a-35fc-47a9-a63e-7d6148b3307d		https://inaturalist-open-data.s3.amazonaws.com/photos/38839809/medium.jpeg					Common Sow-thistle	true	A			Casey H. Richart	34488	2019-05-14 04:32:08 UTC									Sonchus oleraceus		Common Sow-thistle			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cichorioideae	Sonchus	Sonchus												
d4464b69-1a59-4c5d-9e17-9449ccb1ba55		https://inaturalist-open-data.s3.amazonaws.com/photos/38839823/medium.jpeg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 04:32:24 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
3ec7fdd2-f1cc-4c01-803f-d8c27ca09bd8		https://inaturalist-open-data.s3.amazonaws.com/photos/38839824/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 04:32:32 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
dafdfee5-2ae0-4e15-a852-629b8d9eb61b		https://inaturalist-open-data.s3.amazonaws.com/photos/38839844/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 04:33:01 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
cbf69548-3f18-4b21-a3c8-a22ca3dd4ac2		https://inaturalist-open-data.s3.amazonaws.com/photos/38839852/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 04:33:13 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
226bd0b6-7459-4b70-a5f3-45e4c8433d81		https://inaturalist-open-data.s3.amazonaws.com/photos/38840651/medium.jpeg					Coast Cholla	true	A			Casey H. Richart	34488	2019-05-14 04:49:20 UTC									Cylindropuntia prolifera		Coast Cholla			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntioideae	Cylindropuntia	Cylindropuntia												
786a6af8-37e3-4e09-946c-6be3fdad2b11		https://inaturalist-open-data.s3.amazonaws.com/photos/38840668/medium.jpeg					coastal prickly pear	true	A			Casey H. Richart	34488	2019-05-14 04:49:37 UTC									Opuntia littoralis		Coastal Pricklypear			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntioideae	Opuntia	Opuntia												
e398883a-a59a-4f1b-b12b-c2b943ba46a3		https://inaturalist-open-data.s3.amazonaws.com/photos/38841183/medium.jpeg					Shortpod Mustard	true	A			Casey H. Richart	34488	2019-05-14 04:58:44 UTC									Hirschfeldia incana		Shortpod Mustard			Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassicoideae	Hirschfeldia	Hirschfeldia												
964756b1-1bfd-4422-9692-93df43f49b9c		https://inaturalist-open-data.s3.amazonaws.com/photos/38841709/medium.jpg					Alfalfa Looper	true	A			Casey H. Richart	34488	2019-05-14 05:07:03 UTC									Autographa californica		Alfalfa Looper			Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Plusiinae	Autographa	Autographa												
240c214d-cd0c-4d81-be37-31e5dbe18350		https://inaturalist-open-data.s3.amazonaws.com/photos/38841721/medium.jpg					Bird Hover Fly	true	A			Casey H. Richart	34488	2019-05-14 05:07:14 UTC									Eupeodes volucris		Large-tailed Aphideater			Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Syrphinae	Eupeodes	Eupeodes												
acb20cb3-18f6-4f64-a499-cf62b1db5e29		https://inaturalist-open-data.s3.amazonaws.com/photos/38841729/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 05:07:24 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
8f947589-e421-41eb-b6b6-bd67ba0bd35f		https://inaturalist-open-data.s3.amazonaws.com/photos/38841739/medium.jpg					Painted Lady	true	A			Casey H. Richart	34488	2019-05-14 05:07:36 UTC									Vanessa cardui		Painted Lady			Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Vanessa	Vanessa												
ae84226e-7bf5-4fc9-b078-000ee9a148a6		https://inaturalist-open-data.s3.amazonaws.com/photos/38841745/medium.jpg					Copestylum violaceum	true	A			Casey H. Richart	34488	2019-05-14 05:07:43 UTC									Copestylum violaceum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
ac99503c-c08b-4f42-bf10-31caf8a3985b		https://inaturalist-open-data.s3.amazonaws.com/photos/38841756/medium.jpg					Copestylum marginatum	true	A			Casey H. Richart	34488	2019-05-14 05:07:55 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
b0e673ca-372d-474c-bae4-1b02705f51f5		https://inaturalist-open-data.s3.amazonaws.com/photos/38841766/medium.jpg					American Lady	true	A			Casey H. Richart	34488	2019-05-14 05:08:07 UTC									Vanessa virginiensis		American Lady			Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Vanessa	Vanessa												
2613ccd3-578f-4375-b108-f20157969787		https://inaturalist-open-data.s3.amazonaws.com/photos/38841778/medium.jpg					Yellow-spotted Bromeliad Fly	true	A			Casey H. Richart	34488	2019-05-14 05:08:24 UTC									Copestylum avidum		Yellow-spotted Bromeliad Fly			Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
567803a0-f0f6-476f-b700-b90708acc286		https://inaturalist-open-data.s3.amazonaws.com/photos/38841785/medium.jpg					Bird Hover Fly	true	A			Casey H. Richart	34488	2019-05-14 05:08:30 UTC									Eupeodes volucris		Large-tailed Aphideater			Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Syrphinae	Eupeodes	Eupeodes												
018d681f-9411-402e-a4c7-2b9f17aca550		https://inaturalist-open-data.s3.amazonaws.com/photos/38841788/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 05:08:37 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
0a1522ec-0428-4ab8-87be-6b3fcefad7ad		https://inaturalist-open-data.s3.amazonaws.com/photos/38841832/medium.jpg					Alfalfa Looper	true	A			Casey H. Richart	34488	2019-05-14 05:09:26 UTC									Autographa californica		Alfalfa Looper			Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Plusiinae	Autographa	Autographa												
2630d987-8d0a-455c-b565-f7a3127e823c		https://inaturalist-open-data.s3.amazonaws.com/photos/38842530/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 05:20:39 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
9e80bf94-a66a-49c6-9109-d36ce8aec50a		https://inaturalist-open-data.s3.amazonaws.com/photos/38842546/medium.jpeg					island morning-glory	true	A			Casey H. Richart	34488	2019-05-14 05:20:50 UTC									Calystegia macrostegia amplissima		Southern island morning-glory			Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvuloideae	Calystegia	Calystegia												
79183ee6-2a7c-492c-b462-dd17eac9e2ef		https://inaturalist-open-data.s3.amazonaws.com/photos/38842561/medium.jpeg					Malva assurgentiflora glabra	true	A			Casey H. Richart	34488	2019-05-14 05:21:00 UTC									Malva assurgentiflora		Island Mallow			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Malvoideae	Malva	Malva												
de842679-9fa0-477b-b307-9d308e33404e		https://inaturalist-open-data.s3.amazonaws.com/photos/38842570/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 05:21:07 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
c24162dd-3f4e-4796-a874-0beb1f354557		https://inaturalist-open-data.s3.amazonaws.com/photos/38842600/medium.jpg					Painted Lady	true	A			Casey H. Richart	34488	2019-05-14 05:21:25 UTC									Vanessa cardui		Painted Lady			Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Vanessa	Vanessa												
7fa67da3-fc13-4e92-b2e6-2a5f31e5773a		https://inaturalist-open-data.s3.amazonaws.com/photos/38843385/medium.jpg					Diadasia bituberculata	true	A			Casey H. Richart	34488	2019-05-14 05:36:21 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
4debcad0-1fee-4b12-98f7-4fc3cec456d2		https://inaturalist-open-data.s3.amazonaws.com/photos/38843410/medium.jpg					Diadasia	true	A			Casey H. Richart	34488	2019-05-14 05:36:36 UTC									Diadasia					Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
b08d6b6b-3029-4add-bbab-1f524fe9c4cd		https://inaturalist-open-data.s3.amazonaws.com/photos/38843417/medium.jpeg					Acmispon argophyllus argenteus	true	A			Casey H. Richart	34488	2019-05-14 05:36:43 UTC									Acmispon argophyllus argenteus					Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Faboideae	Acmispon	Acmispon												
c4c32200-ba4a-4b81-abc7-63fc2e054cdc		https://inaturalist-open-data.s3.amazonaws.com/photos/38843426/medium.jpg					Painted Lady	true	A			Casey H. Richart	34488	2019-05-14 05:36:52 UTC									Vanessa cardui		Painted Lady			Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Vanessa	Vanessa												
736777e4-0728-4cf0-a9ec-136803da2f49		https://inaturalist-open-data.s3.amazonaws.com/photos/38843437/medium.jpg					Nausigaster unimaculata	true	A			Casey H. Richart	34488	2019-05-14 05:37:03 UTC									Nausigaster unimaculata		Single-spotted Dimpleback			Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Nausigaster	Nausigaster												
5b40aa1c-0dbd-4f1d-bfe9-b1893fc638fa		https://inaturalist-open-data.s3.amazonaws.com/photos/38843632/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 05:41:36 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
3fc45671-ebc1-4b34-824a-bbbd7c0e4d4b		https://inaturalist-open-data.s3.amazonaws.com/photos/38843642/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 05:41:46 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
c8383169-69cf-47e6-b627-2ed26f58cf3e		https://inaturalist-open-data.s3.amazonaws.com/photos/38843669/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 05:42:09 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
9f1cfe95-dd02-4e4b-8a66-1faa30f434ff		https://inaturalist-open-data.s3.amazonaws.com/photos/38843691/medium.jpg					Agapostemon subtilior	true	A			Casey H. Richart	34488	2019-05-14 05:42:40 UTC									Agapostemon subtilior		Fine Striped Sweat Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Halictinae	Agapostemon	Agapostemon												
34c2feca-0610-494e-9aa9-28d45c148416		https://inaturalist-open-data.s3.amazonaws.com/photos/38843700/medium.jpg					Cisthene faustinula	true	A			Casey H. Richart	34488	2019-05-14 05:42:52 UTC									Cisthene faustinula					Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Cisthene	Cisthene												
dd6806b8-98e9-486d-b708-39e252bc0cad		https://inaturalist-open-data.s3.amazonaws.com/photos/38843728/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 05:43:28 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
2cfdf0e3-9b6d-46df-8dd8-dd16344c53c6		https://inaturalist-open-data.s3.amazonaws.com/photos/38843749/medium.jpg					Copestylum lentum	true	A			Casey H. Richart	34488	2019-05-14 05:43:48 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
f4539332-ba9b-44e6-bda1-d2a26777628b		https://inaturalist-open-data.s3.amazonaws.com/photos/38843825/medium.jpeg					coastal prickly pear	true	A			Casey H. Richart	34488	2019-05-14 05:45:18 UTC									Opuntia littoralis		Coastal Pricklypear			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntioideae	Opuntia	Opuntia												
911fe703-88ed-4b9d-9fc0-a1dd026d3777		https://inaturalist-open-data.s3.amazonaws.com/photos/38838423/medium.jpeg					Golden Yarrow	true	A			Casey H. Richart	34488	2019-05-14 20:35:16 UTC									Eriophyllum confertiflorum		Golden Yarrow			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Eriophyllum	Eriophyllum												
df0f4293-7e0f-430a-91b1-c108ced5fea6		https://inaturalist-open-data.s3.amazonaws.com/photos/39147613/medium.jpeg					Coast Cholla	true	A			Stephanie Calloway	195291	2019-05-17 23:02:03 UTC									Cylindropuntia prolifera		Coast Cholla			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntioideae	Cylindropuntia	Cylindropuntia												
b12171d8-8a1d-48cd-8a02-8217fd84cf1f		https://inaturalist-open-data.s3.amazonaws.com/photos/39153247/medium.jpeg					Emory's rock daisy	true	A			Stephanie Calloway	195291	2019-05-18 00:13:45 UTC									Perityle emoryi		Emory's rockdaisy			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Perityle	Perityle												
1bc2e591-4578-4af0-9e74-57a09be885ae		https://inaturalist-open-data.s3.amazonaws.com/photos/39167916/medium.png					California Mountain-Digger Bee	true	A			Stephanie Calloway	195291	2019-05-18 03:37:52 UTC									Habropoda depressa		California Mountain-Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Habropoda	Habropoda												
74907842-a5ec-43a6-91f8-ae4ff4de5dcf		https://inaturalist-open-data.s3.amazonaws.com/photos/39167916/medium.png					San Clemente Island paintbrush	true	A			Stephanie Calloway	195291	2019-05-18 03:38:24 UTC									Castilleja grisea		San Clemente Island paintbrush			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae		Castilleja	Castilleja												
37609880-66c6-4633-9727-6175e6f94174		https://inaturalist-open-data.s3.amazonaws.com/photos/39574902/medium.jpg					Western Honey Bee	true	A				1520013	2019-05-22 03:11:14 UTC									Apis mellifera		Western Honey Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Apis	Apis												
60ff3004-b1e4-4d87-b2fe-760dd574b9c7		https://inaturalist-open-data.s3.amazonaws.com/photos/39847185/medium.jpg					alkali mariposa lily	true	A			Stephanie Calloway	195291	2019-05-25 01:04:06 UTC									Calochortus striatus		Alkali Mariposa Lily			Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Calochortoideae	Calochortus	Calochortus												
74ecf2f9-55da-4ff5-9612-acc503684fad		https://inaturalist-open-data.s3.amazonaws.com/photos/39927014/medium.jpg					Western Honey Bee	true	A			Stephanie Calloway	195291	2019-05-25 19:49:10 UTC									Apis mellifera		Western Honey Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Apis	Apis												
888f746b-2338-4574-ae68-25282be3c6c3		https://inaturalist-open-data.s3.amazonaws.com/photos/41033534/medium.jpg					Diadasia bituberculata	true	A			Stephanie Calloway	195291	2019-06-05 04:30:31 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
12b2da9c-1f03-4a17-a45f-b2dcdd2c226b		https://inaturalist-open-data.s3.amazonaws.com/photos/41033757/medium.jpg					Island Tarplant	true	A			Stephanie Calloway	195291	2019-06-05 04:35:55 UTC									Deinandra clementina		Island Tarplant			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Deinandra	Deinandra												
c5d74c86-ce48-4db1-b383-ef8452ef80c8		https://inaturalist-open-data.s3.amazonaws.com/photos/41034471/medium.jpg					bright green dudleya	true	A			Stephanie Calloway	195291	2019-06-05 04:51:12 UTC									Dudleya virens virens		bright green dudleya			Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sempervivoideae	Dudleya	Dudleya												
c6b8c7e5-803f-441f-9e37-4b7ebd3b4ec5		https://inaturalist-open-data.s3.amazonaws.com/photos/41034557/medium.jpg					Anthophora urbana clementina	true	A			Stephanie Calloway	195291	2019-06-05 04:53:07 UTC									Anthophora urbana clementina		San Clemente Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Anthophora	Anthophora												
4ba0a951-6254-4248-a2b7-c8299293a73e		https://inaturalist-open-data.s3.amazonaws.com/photos/41034893/medium.jpg					San Clemente Sand Wasp	true	A			Stephanie Calloway	195291	2019-06-05 05:01:51 UTC									Bembix americana dugi		San Clemente Sand Wasp			Animalia	Arthropoda	Insecta	Hymenoptera	Crabronidae	Bembicinae	Bembix	Bembix												
028410b1-821b-4c7a-b7dd-13ad42bc765b		https://inaturalist-open-data.s3.amazonaws.com/photos/41035800/medium.jpg					Nevin's Woolly Sunflower	true	A			Stephanie Calloway	195291	2019-06-05 05:25:10 UTC									Constancea nevinii		Nevin's Woolly Sunflower			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Constancea	Constancea												
961d525f-9597-486b-b1fa-c4b5a577e5eb		https://inaturalist-open-data.s3.amazonaws.com/photos/41035933/medium.jpg					Sea Rocket	true	A			Stephanie Calloway	195291	2019-06-05 05:27:50 UTC									Cakile maritima		European Searocket			Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassicoideae	Cakile	Cakile												
e5a36316-b56e-4a00-888b-92b65edf3093		https://inaturalist-open-data.s3.amazonaws.com/photos/41035977/medium.jpg					Anthophora urbana clementina	true	A			Stephanie Calloway	195291	2019-06-05 05:29:08 UTC									Anthophora urbana clementina		San Clemente Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Anthophora	Anthophora												
5d6d7677-6d17-4c9d-aa11-abd58f252e71		https://inaturalist-open-data.s3.amazonaws.com/photos/41140709/medium.jpeg					Island Mallow	true	A			Jenny Hazlehurst	513070	2019-06-06 13:20:23 UTC									Malva assurgentiflora		Island Mallow			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Malvoideae	Malva	Malva												
f79f7d72-bae2-409b-a7d6-dc69ae1227fa		https://inaturalist-open-data.s3.amazonaws.com/photos/41140756/medium.jpg					Island Tarplant	true	A			Jenny Hazlehurst	513070	2019-06-06 13:20:59 UTC									Deinandra clementina		Island Tarplant			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Deinandra	Deinandra												
be75b663-cf27-41ed-9561-1d49d2bff95f		https://inaturalist-open-data.s3.amazonaws.com/photos/41140780/medium.jpg					Anthophora urbana clementina	true	A			Jenny Hazlehurst	513070	2019-06-06 13:21:14 UTC									Anthophora urbana clementina		San Clemente Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Anthophora	Anthophora												
0c86f976-e3da-4634-998f-4c27edd702e7		https://inaturalist-open-data.s3.amazonaws.com/photos/41140812/medium.jpg					bright green dudleya	true	A			Jenny Hazlehurst	513070	2019-06-06 13:21:29 UTC									Dudleya virens virens		bright green dudleya			Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sempervivoideae	Dudleya	Dudleya												
9cd322f0-571e-47e1-b709-4cdf9fefdddb		https://inaturalist-open-data.s3.amazonaws.com/photos/41140823/medium.jpg					Copestylum lentum	true	A			Jenny Hazlehurst	513070	2019-06-06 13:21:35 UTC									Copestylum lentum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
56661351-beb8-4ad7-bf2f-d4e5c465a59d		https://inaturalist-open-data.s3.amazonaws.com/photos/41140843/medium.jpg					Painted Lady	true	A			Jenny Hazlehurst	513070	2019-06-06 13:21:45 UTC									Vanessa cardui		Painted Lady			Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Vanessa	Vanessa												
07c22b55-2a44-49b0-87c4-376017681328		https://inaturalist-open-data.s3.amazonaws.com/photos/41140877/medium.jpg					Copestylum violaceum	true	A			Jenny Hazlehurst	513070	2019-06-06 13:22:03 UTC									Copestylum violaceum					Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinae	Copestylum	Copestylum												
c3571957-13bd-48b6-b735-33ef57894a4d		https://inaturalist-open-data.s3.amazonaws.com/photos/41140949/medium.jpeg					Crystalline ice plant	true	A			Jenny Hazlehurst	513070	2019-06-06 13:22:53 UTC									Mesembryanthemum crystallinum		Crystalline ice plant			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Mesembryanthemoideae	Mesembryanthemum	Mesembryanthemum												
de1289a1-7c18-4f8f-91b1-6c0a6a0684c8		https://inaturalist-open-data.s3.amazonaws.com/photos/41140954/medium.jpg					Anthophora urbana clementina	true	A			Jenny Hazlehurst	513070	2019-06-06 13:23:01 UTC									Anthophora urbana clementina		San Clemente Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Anthophora	Anthophora												
678b6bec-6204-42ed-a8e7-0001f2848501		https://inaturalist-open-data.s3.amazonaws.com/photos/41140972/medium.jpg					red sand-verbena	true	A			Jenny Hazlehurst	513070	2019-06-06 13:23:17 UTC									Abronia maritima		red sand-verbena			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae		Abronia	Abronia												
0a4b1bc1-d451-407b-a87b-e075c4dbfa37		https://inaturalist-open-data.s3.amazonaws.com/photos/41140989/medium.jpg					Anthophora urbana clementina	true	A			Jenny Hazlehurst	513070	2019-06-06 13:23:31 UTC									Anthophora urbana clementina		San Clemente Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Anthophora	Anthophora												
e6b4d63a-1f6c-48eb-b133-4a5021fd8013		https://inaturalist-open-data.s3.amazonaws.com/photos/41141013/medium.jpeg					Sea Rocket	true	A			Jenny Hazlehurst	513070	2019-06-06 13:23:46 UTC									Cakile maritima		European Searocket			Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassicoideae	Cakile	Cakile												
f107a7a4-a072-4935-95e3-15622c54a2d5		https://inaturalist-open-data.s3.amazonaws.com/photos/41141021/medium.jpg					San Clemente Urbane Digger Bee	true	A			Jenny Hazlehurst	513070	2019-06-06 13:24:00 UTC									Anthophora urbana clementina		San Clemente Digger Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Anthophora	Anthophora												
659bc9f4-9e90-4938-9918-54c4ae354176		https://inaturalist-open-data.s3.amazonaws.com/photos/41141091/medium.jpeg					Island Tarplant	true	A			Jenny Hazlehurst	513070	2019-06-06 13:24:39 UTC									Deinandra clementina		Island Tarplant			Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Deinandra	Deinandra												
bc306230-6374-4f7f-b8bd-cd6f62858679		https://inaturalist-open-data.s3.amazonaws.com/photos/41141102/medium.jpg					San Clemente Sand Wasp	true	A			Jenny Hazlehurst	513070	2019-06-06 13:24:48 UTC									Bembix americana dugi		San Clemente Sand Wasp			Animalia	Arthropoda	Insecta	Hymenoptera	Crabronidae	Bembicinae	Bembix	Bembix												
4ee6cb79-f11c-43d7-8ec9-e08fda61044d		https://inaturalist-open-data.s3.amazonaws.com/photos/41141216/medium.jpeg					Coastal Pricklypear	true	A			Jenny Hazlehurst	513070	2019-06-06 13:26:36 UTC									Opuntia littoralis		Coastal Pricklypear			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntioideae	Opuntia	Opuntia												
fa801192-45da-4966-bd43-70dfc5f8227d		https://inaturalist-open-data.s3.amazonaws.com/photos/41141329/medium.jpg					Bindweed Turret Bee	true	A			Jenny Hazlehurst	513070	2019-06-06 13:28:21 UTC									Diadasia bituberculata		Bindweed Turret Bee			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apinae	Diadasia	Diadasia												
dac55296-dfcf-4418-b510-7747b6e6238c		https://inaturalist-open-data.s3.amazonaws.com/photos/41195851/medium.jpeg					Eriophyllum confertiflorum confertiflorum	true	A			Casey H. Richart	34488	2019-06-07 00:34:03 UTC									Eriophyllum confertiflorum confertiflorum					Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae	Eriophyllum	Eriophyllum												
