collectionID,collectionType,collectionTypeIRI,collectionTypeVocabulary,collectionName,collectionCode,institutionID,institutionName,institutionCode
fceacd29-9f6c-4c9c-a4bc-67795f9cb972,HERBARIUM,,,,Herbarium Berolinense,4cf93dd2-06c8-4f49-89bc-a5d0805c6747,,B
