"occurrenceID","eventID","basisOfRecord","taxonID","scientificName","identificationQualifier","identifiedByID","occurrenceRemarks","individualCount","occurrenceStatus","taxonRank","lifeStage","otherCatalogNumbers","preparations"
"21334c03-3954-4314-ac7d-757f63563bf3","BIGC.20191024.08.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"217b6936-a9ab-4237-b81f-6d0771cd3934","BIGC.20191022.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"219f16dc-57ce-4245-a64f-fdebb684875d","BIGC.20190424.05.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0003-3756-1381",NA,1,"present","species","juvenile",NA,NA
"21b7c289-0a72-4354-af7b-07b9554e7936","BIGC.20191023.07.2.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"21fa2078-2247-4a75-b454-9d2596aab2a6","BIGC.20191022.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2263b2a8-5b53-4d42-af9c-f9e40fd6e789","BIGC.20190425.08.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2298f2ee-dd53-4691-b354-bc7b3821ea03","BIGC.20191024.08.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"22cda7c6-7a20-4410-9892-6aed8a7bd182","BIGC.20190422.01.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"23979ffe-ecef-4846-b9fd-e4f1db95a169","BIGC.20190423.04.1.e-fisher","PreservedSpecimen","OTHE","Chordata sp.",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","phylum","young of year","FSH.BIGC.04.20190423.1.0016 | FSH.BIGC.04.20190423.1.0016.DNA","both voucher and dna samples collected"
"23b57c90-b2c2-47cc-83f6-eb01573d7c41","BIGC.20191023.05.1.e-fisher","HumanObservation","SALSP2","Salmonidae sp.",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","family","juvenile",NA,NA
"23ce3fd1-c2d6-4671-b16e-789e965ac0c0","BIGC.20191023.05.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"241fa988-9749-4ec1-8485-33659c4b4b59","BIGC.20190423.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"248ce982-1a3f-4770-86ae-9c2393af02c5","BIGC.20191021.01.2.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"24dd695d-db9d-4024-9c08-c9261c00e9e8","BIGC.20191023.05.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"25110431-fd12-44e4-ac5e-a6e8f0207553","BIGC.20191023.07.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"255130fd-bd71-4976-bd51-2e1baf0f78dc","BIGC.20191023.07.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"25ce7629-4321-47d9-ae51-90c2a207318e","BIGC.20190425.09.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"25f8d9fe-3421-4fcc-8d3b-83eb524764c7","BIGC.20191021.01.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"261dccc0-9451-4389-aa96-205b238fb5e8","BIGC.20191023.07.2.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"26779338-3e06-4d13-8eca-f5e3e3cc1977","BIGC.20191024.08.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"26a7b673-c6cf-4b76-a798-8f4f12ba0c3b","BIGC.20190425.08.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"26ba9122-1eeb-4b69-8811-3ea3ea7e308f","BIGC.20190424.07.3.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"273b402c-5f3b-404c-ac7a-aae02294fb2e","BIGC.20190424.07.1.e-fisher","HumanObservation","OTHE","Chordata sp.",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","phylum","young of year",NA,NA
"2751c1b1-4048-4e2d-a54c-ca27fe2cf61f","BIGC.20190424.05.1.e-fisher","HumanObservation","OTHE","Chordata sp.",NA,"https://orcid.org/0000-0003-3756-1381",NA,1,"present","phylum","young of year",NA,NA
"2763089a-f326-4724-8ea3-c11ad82f1e0f","BIGC.20191021.01.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"2788b417-cfef-47d5-bc2c-4b1729faff01","BIGC.20191024.08.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2805459b-3aa2-4e27-87d7-23abd0fd2c32","BIGC.20190423.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2863162a-b184-4d14-9e55-8a21d3599296","BIGC.20191023.05.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"28799933-d035-4344-8497-4366ef3eab6d","BIGC.20191022.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"29f1d134-ca16-4813-af0f-69f5d9a279e9","BIGC.20191023.07.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"2a32fa55-726f-439a-971e-2f1fa851b622","BIGC.20191024.09.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
"2a725d86-a7d7-40a6-a927-905e0c604437","BIGC.20191021.01.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2aa28faa-ff62-4f54-b2b2-2cc521afeff7","BIGC.20190422.01.3.e-fisher","PreservedSpecimen","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706","Stuck in rocks. Over shocked",1,"present","species","adult","FSH.BIGC.01.20190422.3.0010","voucher sample only"
"2ac4622f-01f2-427c-bc56-f4946f2d94c8","BIGC.20191024.09.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2b3e3616-77c2-4852-9dd9-d70c4c3215cf","BIGC.20190424.07.1.e-fisher","HumanObservation","OTHE","Chordata sp.",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","phylum","young of year",NA,NA
"2b77ce2e-967e-4940-ac59-6ac1e7387f27","BIGC.20191023.07.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"2b7c56b5-5dea-4b88-8797-ae692c7760e3","BIGC.20190422.01.3.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","juvenile",NA,NA
"2ba4b8a7-b48b-4a9c-844f-580de7a5d47a","BIGC.20190423.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"2c196179-b231-4207-bd2f-d228d2402073","BIGC.20191022.04.1.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","adult",NA,NA
"2c351db3-2408-4ee8-a1f8-b7b1489a63f8","BIGC.20191022.04.2.e-fisher","HumanObservation","SALTRU","Salmo trutta",NA,"https://orcid.org/0000-0001-7072-0706",NA,1,"present","species","young of year",NA,NA
