collection_id	collection_type	collection_type_iri	collection_type_vocabulary	collection_name	collection_code	institution_name	institution_code	institution_id
fceacd29-9f6c-4c9c-a4bc-67795f9cb972	HERBARIUM				Herbarium Berolinense		B	fceacd29-9f6c-4c9c-a4bc-67795f9cb972
