genetic_sequence_id	event_id	derived_from_material_entity_id	genetic_sequence_type	genetic_sequence_type_iri	genetic_sequence_type_vocabulary	genetic_sequence	genetic_sequence_citation	genetic_sequence_remarks
11622	B 10 0479552_gat	DB 16392	petD					https://www.ncbi.nlm.nih.gov/nucleotide/JX914919
