tblUploadID,tblHaulID,Ship,Gear,HaulNo,StationNumber,Year,Month,Day,Time,ShootLat,ShootLong,HaulLat,HaulLong,ICESrectangle,Depth,Survey,ICESDatabase,Notes
8359,8136,"06W2","BOT",1698,"24",1991,10,31,"1200",53.75,3.5,,,"36F3",,"STOMACH","N","country=DE; quar=4; source file NL: IMARESdataset"
8360,8137,"AA31","BOT",974,"974",1986,1,1,"1200",54.75,0.5,,,"38F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8138,"AA31","BOT",998,"998",1986,1,1,"1200",54.25,0.5,,,"37F0",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8139,"AA31","BOT",1006,"1006",1986,1,1,"1200",57.25,5.5,,,"43F5",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8140,"AA31","BOT",1031,"1031",1986,1,1,"1200",55.25,6.5,,,"39F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8141,"AA31","BOT",1050,"1050",1986,1,1,"1200",54.25,0.5,,,"37F0",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8142,"AA31","BOT",1078,"1078",1986,1,1,"1200",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8143,"AA31","BOT",1088,"1088",1986,1,1,"1200",57.75,5.5,,,"44F5",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8144,"AA31","BOT",1093,"1093",1986,1,1,"1200",55.25,6.5,,,"39F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8145,"AA31","BOT",1110,"1110",1986,1,1,"1200",54.25,0.5,,,"37F0",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8146,"AA31","BOT",1146,"1146",1986,1,1,"1200",57.25,5.5,,,"43F5",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8147,"AA31","BOT",1147,"1147",1986,1,1,"1200",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8148,"AA31","BOT",1156,"1156",1986,1,1,"1200",54.25,0.5,,,"37F0",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8149,"AA31","BOT",1157,"1157",1986,1,1,"1200",54.75,0.5,,,"38F0",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8150,"AA31","BOT",1197,"1197",1986,1,1,"1200",54.25,0.5,,,"37F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8151,"AA31","BOT",1204,"1204",1986,1,1,"1200",54.75,0.5,,,"38F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8152,"AA31","BOT",1232,"1232",1986,1,1,"1200",57.75,5.5,,,"44F5",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8153,"AA31","BOT",1265,"1265",1986,1,1,"1200",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8154,"AA31","BOT",1266,"1266",1986,1,1,"1200",53.75,5.5,,,"36F5",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8155,"AA31","BOT",1267,"1267",1986,1,1,"1200",54.25,0.5,,,"37F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8156,"AA31","BOT",1287,"1287",1986,1,1,"1200",58.25,4.5,,,"45F4",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8157,"AA31","BOT",1311,"1311",1986,1,1,"1200",53.75,5.5,,,"36F5",,"STOMACH","N","country=DK; quar=1; source file NL: Excwhidatsto_8587"
8360,8158,"AA31","BOT",1320,"1320",1986,1,1,"1200",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8159,"AA31","BOT",1380,"1380",1986,1,1,"1200",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8160,"AA31","BOT",1421,"1421",1986,1,1,"1200",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8161,"AA31","BOT",1467,"1467",1986,1,1,"1200",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8360,8162,"AA31","BOT",1505,"1505",1986,1,1,"1200",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: Exccoddatsto_8587"
8361,8163,"26D4","BOT",71,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8164,"26D4","BOT",72,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8165,"26D4","BOT",73,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8166,"26D4","BOT",74,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8167,"26D4","BOT",75,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8168,"26D4","BOT",76,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8169,"26D4","BOT",77,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8170,"26D4","BOT",78,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8171,"26D4","BOT",79,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8172,"26D4","BOT",80,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8173,"26D4","BOT",81,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8174,"26D4","BOT",82,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8175,"26D4","BOT",83,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8176,"26D4","BOT",84,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8177,"26D4","BOT",85,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8178,"26D4","BOT",86,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8179,"26D4","BOT",87,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8180,"26D4","BOT",88,"5",1989,3,2,"0008",57.25,6.5,,,"43F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8181,"26D4","BOT",70,"6",1989,3,2,"1223",56.75,6.5,,,"42F6",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8361,8182,"26D4","BOT",103,"3",1989,3,2,"1554",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=1; source file NL: IMARESdataset"
8362,8183,"26D4","EGY",51,"17",1983,1,14,"2351",60.25,0.5,,,"49F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8184,"26D4","EGY",43,"9",1983,2,12,"1201",58.25,4.5,,,"45F4",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8185,"26D4","EGY",44,"9",1983,2,12,"1201",58.25,4.5,,,"45F4",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8186,"26D4","EGY",45,"12",1983,2,13,"0049",58.75,2.5,,,"46F2",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8187,"26D4","EGY",46,"12",1983,2,13,"0049",58.75,2.5,,,"46F2",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8188,"26D4","EGY",47,"13",1983,2,13,"0651",59.25,1.5,,,"47F1",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8189,"26D4","EGY",48,"16",1983,2,13,"1533",59.75,1.5,,,"48F1",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8190,"26D4","EGY",49,"16",1983,2,13,"1533",59.75,1.5,,,"48F1",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8191,"26D4","EGY",52,"19",1983,2,14,"0858",60.75,0.5,,,"50F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8192,"26D4","EGY",53,"19",1983,2,14,"0858",60.75,0.5,,,"50F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8193,"26D4","EGY",54,"22",1983,2,14,"1514",61.25,0.5,,,"51F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8194,"26D4","EGY",55,"22",1983,2,14,"1514",61.25,0.5,,,"51F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8362,8195,"26D4","EGY",50,"17",1983,2,14,"2351",60.25,0.5,,,"49F0",,"STOMACH","N","country=DK; quar=1; source file NL: Excsaidatsto_8083"
8363,8196,"26D4","EGY",1,"2",1981,6,22,"0930",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8197,"26D4","EGY",2,"2",1981,6,22,"0930",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8198,"26D4","EGY",3,"3",1981,6,22,"1400",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8199,"26D4","EGY",4,"3",1981,6,22,"1400",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8200,"26D4","EGY",5,"4",1981,6,22,"1927",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8201,"26D4","EGY",6,"4",1981,6,22,"1927",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8202,"26D4","EGY",7,"4",1981,6,22,"1927",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8203,"26D4","EGY",8,"4",1981,6,22,"1927",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8204,"26D4","EGY",9,"5",1981,6,23,"0909",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8205,"26D4","EGY",10,"5",1981,6,23,"0909",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8206,"26D4","EGY",11,"6",1981,6,23,"1342",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8207,"26D4","EGY",12,"6",1981,6,23,"1342",59.75,3.5,,,"48F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8208,"26D4","EGY",13,"7",1981,6,23,"2251",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8209,"26D4","EGY",14,"7",1981,6,23,"2251",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8210,"26D4","EGY",15,"7",1981,6,23,"2251",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8211,"26D4","EGY",16,"8",1981,6,24,"0334",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8212,"26D4","EGY",17,"8",1981,6,24,"0334",59.25,3.5,,,"47F3",,"STOMACH","N","country=DK; quar=2; source file NL: Excsaidatsto_8083"
8363,8213,"26D4","BOT",1652,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8214,"26D4","BOT",1722,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8215,"26D4","BOT",1763,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8216,"26D4","BOT",1767,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8217,"26D4","BOT",1830,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8218,"26D4","BOT",1840,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8219,"26D4","BOT",1896,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8220,"26D4","BOT",1950,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8221,"26D4","BOT",2091,"1",1981,10,15,"0730",57.25,7.5,,,"43F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8222,"26D4","BOT",1651,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8223,"26D4","BOT",1683,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8224,"26D4","BOT",1721,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8225,"26D4","BOT",1765,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8226,"26D4","BOT",1829,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8227,"26D4","BOT",1838,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8228,"26D4","BOT",1895,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8229,"26D4","BOT",1918,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8230,"26D4","BOT",1949,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8231,"26D4","BOT",2007,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8232,"26D4","BOT",2090,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8233,"26D4","BOT",2117,"2",1981,10,15,"1230",56.75,7.5,,,"42F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8234,"26D4","BOT",1720,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8235,"26D4","BOT",1762,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8236,"26D4","BOT",1764,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8237,"26D4","BOT",1828,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8238,"26D4","BOT",1837,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8239,"26D4","BOT",1894,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8240,"26D4","BOT",1917,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8241,"26D4","BOT",1948,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8242,"26D4","BOT",2006,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8243,"26D4","BOT",2089,"3",1981,10,15,"1640",56.25,7.5,,,"41F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8244,"26D4","BOT",1650,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8245,"26D4","BOT",1682,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8246,"26D4","BOT",1719,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8247,"26D4","BOT",1761,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8248,"26D4","BOT",1763,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8249,"26D4","BOT",1826,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8250,"26D4","BOT",1827,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8251,"26D4","BOT",1836,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8252,"26D4","BOT",1893,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8253,"26D4","BOT",1916,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8254,"26D4","BOT",1947,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8255,"26D4","BOT",2005,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8256,"26D4","BOT",2088,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8257,"26D4","BOT",2116,"4",1981,10,16,"0645",55.75,7.5,,,"40F7",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8258,"26D4","BOT",1910,"4",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8259,"26D4","BOT",1999,"4",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8260,"26D4","BOT",2082,"4",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8261,"26D4","BOT",1647,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8262,"26D4","BOT",1679,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8263,"26D4","BOT",1758,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8264,"26D4","BOT",1822,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8265,"26D4","BOT",1830,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8266,"26D4","BOT",1889,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8267,"26D4","BOT",1944,"5",1981,10,16,"1100",55.75,6.5,,,"40F6",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8268,"26D4","BOT",1645,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8269,"26D4","BOT",1676,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8270,"26D4","BOT",1752,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8271,"26D4","BOT",1754,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8272,"26D4","BOT",1817,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8273,"26D4","BOT",1824,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8274,"26D4","BOT",1885,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8275,"26D4","BOT",1904,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8276,"26D4","BOT",1939,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8277,"26D4","BOT",1993,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8278,"26D4","BOT",2077,"6",1981,10,16,"1445",55.75,5.5,,,"40F5",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8279,"26D4","BOT",1709,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8280,"26D4","BOT",1742,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8281,"26D4","BOT",1810,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8282,"26D4","BOT",1814,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8283,"26D4","BOT",1879,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8284,"26D4","BOT",1897,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8285,"26D4","BOT",1987,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8286,"26D4","BOT",2072,"7",1981,10,17,"0830",55.75,4.5,,,"40F4",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8287,"26D4","BOT",1665,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8288,"26D4","BOT",1704,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8289,"26D4","BOT",1746,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8290,"26D4","BOT",1802,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8291,"26D4","BOT",1804,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8292,"26D4","BOT",1888,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8293,"26D4","BOT",1977,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8294,"26D4","BOT",2065,"8",1981,10,17,"1415",55.75,3.5,,,"40F3",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8295,"26D4","BOT",1631,"9",1981,10,18,"0635",55.75,2.5,,,"40F2",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8296,"26D4","BOT",1698,"9",1981,10,18,"0635",55.75,2.5,,,"40F2",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8297,"26D4","BOT",1731,"9",1981,10,18,"0635",55.75,2.5,,,"40F2",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8298,"26D4","BOT",1741,"9",1981,10,18,"0635",55.75,2.5,,,"40F2",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8299,"26D4","BOT",1880,"9",1981,10,18,"0635",55.75,2.5,,,"40F2",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8300,"26D4","BOT",1965,"9",1981,10,18,"0635",55.75,2.5,,,"40F2",,"STOMACH","N","country=DK; quar=4; source file NL: Excwhidatsto_815"
8363,8301,"26D4","BOT",1627,"10",1981,10,18,"1045",55.75,1.5,,,"40F1",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
8363,8302,"26D4","BOT",1691,"10",1981,10,18,"1045",55.75,1.5,,,"40F1",,"STOMACH","N","country=DK; quar=4; source file NL: IMARESdataset"
